"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"1","2023-12-08"," 09:16:00","2023-12-08"," 15:15:00","","","","","","","12.60","250.00"
"1.1","2023-12-08"," 09:25:00","2023-12-08"," 09:43:00","CE","69800","Buy","10","74.30","99.30","","250.00"
"2","2023-12-12"," 09:16:00","2023-12-12"," 15:15:00","","","","","","","12.75","-200.00"
"2.1","2023-12-12"," 14:45:00","2023-12-12"," 15:05:00","PE","68900","Buy","10","74.95","54.95","","-200.00"
"3","2023-12-13"," 09:16:00","2023-12-13"," 15:15:00","","","","","","","12.62","-200.00"
"3.1","2023-12-13"," 09:59:00","2023-12-13"," 11:03:00","PE","68900","Buy","10","79.30","59.30","","-200.00"
"4","2023-12-14"," 09:16:00","2023-12-14"," 15:15:00","","","","","","","11.86","250.00"
"4.1","2023-12-14"," 09:17:00","2023-12-14"," 09:20:00","CE","70600","Buy","10","90.05","115.05","","250.00"
"5","2023-12-15"," 09:16:00","2023-12-15"," 15:15:00","","","","","","","12.12","250.00"
"5.1","2023-12-15"," 09:25:00","2023-12-15"," 09:30:00","PE","70700","Buy","10","94.20","119.20","","250.00"
"6","2023-12-18"," 09:16:00","2023-12-18"," 15:15:00","","","","","","","13.52","250.00"
"6.1","2023-12-18"," 09:25:00","2023-12-18"," 09:31:00","CE","73000","Buy","10","78.90","103.90","","250.00"
"7","2023-12-20"," 09:16:00","2023-12-20"," 15:15:00","","","","","","","14.02","250.00"
"7.1","2023-12-20"," 13:25:00","2023-12-20"," 13:28:00","PE","70800","Buy","10","80.70","105.70","","250.00"
"8","2023-12-21"," 09:16:00","2023-12-21"," 15:15:00","","","","","","","14.55","-231.00"
"8.1","2023-12-21"," 09:17:00","2023-12-21"," 09:18:00","PE","68700","Buy","10","75.00","51.90","","-231.00"
"9","2023-12-22"," 09:16:00","2023-12-22"," 15:15:00","","","","","","","13.82","-200.00"
"9.1","2023-12-22"," 09:18:00","2023-12-22"," 09:21:00","CE","71200","Buy","10","75.45","55.45","","-200.00"
"10","2023-12-26"," 09:16:00","2023-12-26"," 15:15:00","","","","","","","14.42","-200.00"
"10.1","2023-12-26"," 09:18:00","2023-12-26"," 09:19:00","CE","72800","Buy","10","87.95","67.95","","-200.00"
"11","2023-12-28"," 09:16:00","2023-12-28"," 15:15:00","","","","","","","15.64","-200.00"
"11.1","2023-12-28"," 09:22:00","2023-12-28"," 10:05:00","CE","73300","Buy","10","70.55","50.55","","-200.00"
"12","2024-01-01"," 09:16:00","2024-01-01"," 15:15:00","","","","","","","14.83","-200.00"
"12.1","2024-01-01"," 14:51:00","2024-01-01"," 15:02:00","CE","74000","Buy","10","73.70","53.70","","-200.00"
"13","2024-01-02"," 09:16:00","2024-01-02"," 15:15:00","","","","","","","14.87","250.00"
"13.1","2024-01-02"," 10:28:00","2024-01-02"," 10:38:00","PE","70500","Buy","10","75.90","100.90","","250.00"
"14","2024-01-04"," 09:16:00","2024-01-04"," 15:15:00","","","","","","","14.04","250.00"
"14.1","2024-01-04"," 09:30:00","2024-01-04"," 12:48:00","CE","72200","Buy","10","69.45","94.45","","250.00"
"15","2024-01-05"," 09:16:00","2024-01-05"," 15:15:00","","","","","","","13.31","-200.00"
"15.1","2024-01-05"," 10:44:00","2024-01-05"," 10:45:00","PE","71900","Buy","10","68.60","48.60","","-200.00"
"16","2024-01-08"," 09:16:00","2024-01-08"," 15:15:00","","","","","","","13.12","-204.50"
"16.1","2024-01-08"," 09:17:00","2024-01-08"," 09:18:00","PE","70700","Buy","10","95.00","74.55","","-204.50"
"17","2024-01-09"," 09:16:00","2024-01-09"," 15:15:00","","","","","","","12.92","250.00"
"17.1","2024-01-09"," 09:37:00","2024-01-09"," 09:42:00","PE","70800","Buy","10","76.65","101.65","","250.00"
"18","2024-01-10"," 09:16:00","2024-01-10"," 15:15:00","","","","","","","13.44","-215.00"
"18.1","2024-01-10"," 09:31:00","2024-01-10"," 09:32:00","PE","69900","Buy","10","73.70","52.20","","-215.00"
"19","2024-01-11"," 09:16:00","2024-01-11"," 15:15:00","","","","","","","12.90","-200.00"
"19.1","2024-01-11"," 09:43:00","2024-01-11"," 10:39:00","PE","71300","Buy","10","71.40","51.40","","-200.00"
"20","2024-01-12"," 09:16:00","2024-01-12"," 15:15:00","","","","","","","12.76","-200.00"
"20.1","2024-01-12"," 09:28:00","2024-01-12"," 09:29:00","PE","71800","Buy","10","71.20","51.20","","-200.00"
"21","2024-01-17"," 09:16:00","2024-01-17"," 09:18:00","","","","","","","13.68","-195.00"
"21.1","2024-01-17"," 09:17:00","2024-01-17"," 09:18:00","CE","73500","Buy","10","60.00","60.50","","5.00"
"21.2","2024-01-17"," 09:17:00","2024-01-17"," 09:18:00","PE","70800","Buy","10","85.70","65.70","","-200.00"
"22","2024-01-18"," 09:16:00","2024-01-18"," 15:15:00","","","","","","","15.22","250.00"
"22.1","2024-01-18"," 09:37:00","2024-01-18"," 09:49:00","PE","69900","Buy","10","81.15","106.15","","250.00"
"23","2024-01-19"," 09:16:00","2024-01-19"," 15:15:00","","","","","","","13.83","-200.00"
"23.1","2024-01-19"," 09:33:00","2024-01-19"," 09:34:00","PE","71500","Buy","10","78.20","58.20","","-200.00"
"24","2024-01-23"," 09:16:00","2024-01-23"," 15:15:00","","","","","","","13.09","250.00"
"24.1","2024-01-23"," 09:59:00","2024-01-23"," 10:02:00","PE","70900","Buy","10","78.75","103.75","","250.00"
"25","2024-01-24"," 09:16:00","2024-01-24"," 15:15:00","","","","","","","15.34","250.00"
"25.1","2024-01-24"," 09:22:00","2024-01-24"," 09:23:00","CE","71200","Buy","10","73.50","98.50","","250.00"
"26","2024-01-25"," 09:16:00","2024-01-25"," 15:15:00","","","","","","","14.52","-200.00"
"26.1","2024-01-25"," 09:24:00","2024-01-25"," 09:28:00","PE","70300","Buy","10","76.45","56.45","","-200.00"
"27","2024-01-29"," 09:16:00","2024-01-29"," 15:15:00","","","","","","","14.84","250.00"
"27.1","2024-01-29"," 09:18:00","2024-01-29"," 09:26:00","CE","73500","Buy","10","81.05","106.05","","250.00"
"28","2024-01-31"," 09:16:00","2024-01-31"," 15:15:00","","","","","","","16.50","-200.00"
"28.1","2024-01-31"," 11:10:00","2024-01-31"," 11:45:00","CE","74100","Buy","10","61.70","41.70","","-200.00"
"29","2024-02-01"," 09:16:00","2024-02-01"," 15:15:00","","","","","","","16.05","-200.00"
"29.1","2024-02-01"," 09:27:00","2024-02-01"," 09:38:00","PE","69700","Buy","10","76.65","56.65","","-200.00"
"30","2024-02-02"," 09:16:00","2024-02-02"," 15:15:00","","","","","","","14.05","345.50"
"30.1","2024-02-02"," 09:20:00","2024-02-02"," 09:21:00","CE","72700","Buy","10","67.50","102.05","","345.50"
"31","2024-02-05"," 09:16:00","2024-02-05"," 09:36:00","","","","","","","15.65","-237.50"
"31.1","2024-02-05"," 09:26:00","2024-02-05"," 09:36:00","CE","74500","Buy","10","75.00","71.25","","-37.50"
"31.2","2024-02-05"," 09:20:00","2024-02-05"," 09:36:00","PE","69500","Buy","10","99.50","79.50","","-200.00"
"32","2024-02-08"," 09:16:00","2024-02-08"," 15:15:00","","","","","","","15.48","250.00"
"32.1","2024-02-08"," 10:58:00","2024-02-08"," 11:03:00","PE","71000","Buy","10","77.60","102.60","","250.00"
"33","2024-02-09"," 09:16:00","2024-02-09"," 15:15:00","","","","","","","16.15","585.00"
"33.1","2024-02-09"," 09:22:00","2024-02-09"," 09:23:00","CE","72000","Buy","10","65.30","123.80","","585.00"
"34","2024-02-12"," 09:16:00","2024-02-12"," 15:15:00","","","","","","","16.09","250.00"
"34.1","2024-02-12"," 12:57:00","2024-02-12"," 13:02:00","PE","69200","Buy","10","74.20","99.20","","250.00"
"35","2024-02-14"," 09:16:00","2024-02-14"," 15:15:00","","","","","","","15.99","250.00"
"35.1","2024-02-14"," 14:33:00","2024-02-14"," 14:59:00","CE","72700","Buy","10","69.90","94.90","","250.00"
"36","2024-02-16"," 09:16:00","2024-02-16"," 09:31:00","","","","","","","15.26","-253.50"
"36.1","2024-02-16"," 09:30:00","2024-02-16"," 09:31:00","CE","73000","Buy","10","67.90","47.90","","-200.00"
"36.2","2024-02-16"," 09:21:00","2024-02-16"," 09:31:00","PE","71600","Buy","10","69.45","64.10","","-53.50"
"37","2024-02-20"," 09:16:00","2024-02-20"," 15:15:00","","","","","","","16.23","-200.00"
"37.1","2024-02-20"," 12:03:00","2024-02-20"," 14:02:00","CE","74200","Buy","10","78.90","58.90","","-200.00"
"38","2024-02-22"," 09:16:00","2024-02-22"," 15:15:00","","","","","","","15.76","250.00"
"38.1","2024-02-22"," 10:01:00","2024-02-22"," 10:06:00","PE","71400","Buy","10","75.70","100.70","","250.00"
"39","2024-02-23"," 09:16:00","2024-02-23"," 15:15:00","","","","","","","15.26","-200.00"
"39.1","2024-02-23"," 09:28:00","2024-02-23"," 09:29:00","PE","72700","Buy","10","75.75","55.75","","-200.00"
"40","2024-02-26"," 09:16:00","2024-02-26"," 15:15:00","","","","","","","15.77","-322.00"
