Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
41,2024-02-26,,09:16:00,72905.29,,,,,2024-02-26,,15:15:00,72803.74,-322.0,,,0,-322.04999999999995,Exit Condition Met For Trade
41.1,2024-02-26,Monday,09:18:00,97.05,10,CE,74800.0,Buy,2024-02-26,Monday,09:19:00,64.85,-322.0,-33.178773827923756,2024-03-01,,,Stop Loss Hit
42,2024-02-28,,09:16:00,73153.26,,,,,2024-02-28,,15:15:00,72321.92,250.0,,,250.0,-171.54999999999995,Exit Condition Met For Trade
42.2,2024-02-28,Wednesday,11:01:00,76.1,10,PE,71300.0,Buy,2024-02-28,Wednesday,11:47:00,101.1,250.0,32.8515111695138,2024-03-01,,,Target Hit
43,2024-03-01,,09:16:00,72888.1,,,,,2024-03-01,,15:15:00,73701.3,250.0,,,250.0,-164.54999999999995,Exit Condition Met For Trade
43.1,2024-03-01,Friday,09:23:00,82.2,10,CE,73400.0,Buy,2024-03-01,Friday,09:35:00,107.2,250.0,30.413625304136254,2024-03-01,,,Target Hit
44,2024-03-06,,09:16:00,73476.91,,,,,2024-03-06,,15:15:00,74091.92,-200.0,,,185.45000000000005,-200.04999999999995,Exit Condition Met For Trade
44.1,2024-03-06,Wednesday,09:43:00,76.35,10,CE,74300.0,Buy,2024-03-06,Wednesday,10:01:00,56.35,-199.99999999999994,-26.195153896529135,2024-03-07,,,Stop Loss Hit
45,2024-03-11,,09:16:00,74070.94,,,,,2024-03-11,,15:15:00,73499.32,372.5,,,372.5,-0.049999999999954525,Exit Condition Met For Trade
45.1,2024-03-11,Monday,09:17:00,94.05,10,CE,75300.0,Buy,2024-03-11,Monday,09:18:00,131.3,372.5000000000001,39.6065922381712,2024-03-15,,,Target Hit
46,2024-03-12,,09:16:00,73533.44,,,,,2024-03-12,,15:15:00,73660.81,-200.0,,,125.95000000000005,-200.04999999999995,Exit Condition Met For Trade
46.1,2024-03-12,Tuesday,09:36:00,74.85,10,CE,75100.0,Buy,2024-03-12,Tuesday,10:45:00,54.85,-199.99999999999994,-26.720106880427515,2024-03-15,,,Stop Loss Hit
