Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
57.2,2024-03-15,Friday,09:36:00,59.4,10,PE,72300.0,Buy,2024-03-15,Friday,09:37:00,56.15,-32.5,-5.4713804713804715,2024-03-15,,,Square Off All Legs due to Stop Loss
58,2024-03-18,,09:16:00,72488.8,,,,,2024-03-18,,15:15:00,72758.27,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
58.1,2024-03-18,Monday,09:26:00,65.55,10,CE,74700.0,Buy,2024-03-18,Monday,09:27:00,45.55,-200.0,-30.511060259344013,2024-03-22,,,Stop Loss Hit
59,2024-03-19,,09:16:00,72442.53,,,,,2024-03-19,,09:59:00,72313.73,-253.5,,,0,-334.54999999999995,Square Off All Legs due to Stop Loss
59.1,2024-03-19,Tuesday,09:19:00,64.05,10,CE,74100.0,Buy,2024-03-19,Tuesday,09:59:00,44.05,-200.0,-31.225604996096802,2024-03-22,,,Stop Loss Hit
59.2,2024-03-19,Tuesday,09:23:00,61.4,10,PE,70800.0,Buy,2024-03-19,Tuesday,09:59:00,56.05,-53.500000000000014,-8.713355048859937,2024-03-22,,,Square Off All Legs due to Stop Loss
60,2024-03-20,,09:16:00,72201.34,,,,,2024-03-20,,15:15:00,72106.46,-200.0,,,354.45000000000005,-200.04999999999995,Exit Condition Met For Trade
60.2,2024-03-20,Wednesday,10:03:00,64.55,10,PE,70900.0,Buy,2024-03-20,Wednesday,11:46:00,44.55,-200.0,-30.98373353989156,2024-03-22,,,Stop Loss Hit
61,2024-03-21,,09:16:00,72657.44,,,,,2024-03-21,,15:15:00,72678.26,-200.0,,,1.4500000000000455,-200.04999999999995,Exit Condition Met For Trade
61.2,2024-03-21,Thursday,12:11:00,62.8,10,PE,71800.0,Buy,2024-03-21,Thursday,12:20:00,42.8,-200.0,-31.847133757961785,2024-03-22,,,Stop Loss Hit
62,2024-03-22,,09:16:00,72473.64,,,,,2024-03-22,,15:15:00,72801.59,750.0,,,750.0,-0.05,Exit Condition Met For Trade
62.2,2024-03-22,Friday,09:26:00,66.5,10,PE,72000.0,Buy,2024-03-22,Friday,09:31:00,141.5,750.0,112.78195488721805,2024-03-22,,,Target Hit
63,2024-03-26,,09:16:00,72650.18,,,,,2024-03-26,,15:15:00,72447.32,-200.0,,,54.950000000000045,-200.04999999999995,Exit Condition Met For Trade
63.2,2024-03-26,Tuesday,09:17:00,64.0,10,PE,71300.0,Buy,2024-03-26,Tuesday,10:30:00,44.0,-200.0,-31.25,2024-03-28,,,Stop Loss Hit
64,2024-03-27,,09:16:00,72671.19,,,,,2024-03-27,,15:15:00,72964.77,-200.0,,,145.95000000000005,-200.04999999999995,Exit Condition Met For Trade
64.1,2024-03-27,Wednesday,10:03:00,60.45,10,CE,73600.0,Buy,2024-03-27,Wednesday,11:36:00,40.45,-200.0,-33.085194375516956,2024-03-28,,,Stop Loss Hit
65,2024-03-28,,09:16:00,73159.76,,,,,2024-03-28,,15:15:00,73414.51,750.0,,,750.0,-0.05,Exit Condition Met For Trade
65.1,2024-03-28,Thursday,09:21:00,66.9,10,CE,73500.0,Buy,2024-03-28,Thursday,09:49:00,141.9,750.0,112.10762331838563,2024-03-28,,,Target Hit
66,2024-04-01,,09:16:00,74099.7,,,,,2024-04-01,,15:15:00,74022.64,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
66.2,2024-04-01,Monday,09:18:00,75.0,10,PE,72000.0,Buy,2024-04-01,Monday,09:19:00,55.0,-200.0,-26.666666666666668,2024-04-05,,,Stop Loss Hit
67,2024-04-02,,09:16:00,73894.59,,,,,2024-04-02,,15:15:00,73916.75,-200.0,,,40.950000000000045,-200.04999999999995,Exit Condition Met For Trade
67.1,2024-04-02,Tuesday,09:33:00,61.0,10,CE,75300.0,Buy,2024-04-02,Tuesday,10:26:00,41.0,-200.0,-32.78688524590164,2024-04-05,,,Stop Loss Hit
68,2024-04-03,,09:16:00,73638.69,,,,,2024-04-03,,15:15:00,73881.64,-200.0,,,33.950000000000045,-200.04999999999995,Exit Condition Met For Trade
68.1,2024-04-03,Wednesday,10:14:00,66.6,10,CE,74800.0,Buy,2024-04-03,Wednesday,10:50:00,46.6,-199.99999999999994,-30.030030030030023,2024-04-05,,,Stop Loss Hit
69,2024-04-04,,09:16:00,74301.12,,,,,2024-04-04,,15:15:00,74223.09,750.0,,,750.0,-14.549999999999955,Exit Condition Met For Trade
69.2,2024-04-04,Thursday,09:23:00,54.7,10,PE,73400.0,Buy,2024-04-04,Thursday,09:54:00,129.7,749.9999999999999,137.11151736745882,2024-04-05,,,Target Hit
