date,symbol,marketcapname,sector
14-08-2024,ABB,Largecap,FMCG
14-08-2024,LAURUSLABS,Largecap,Pharmaceuticals
14-08-2024,BAJFINANCE,Largecap,Finance
14-08-2024,BEL,Largecap,Aerospace & Defence
14-08-2024,CESC,Largecap,Miscellaneous
14-08-2024,CHAMBLFERT,Largecap,Industrials
14-08-2024,EXIDEIND,Largecap,Auto
14-08-2024,CIPLA,Largecap,Pharmaceuticals
14-08-2024,CGPOWER,Largecap,FMCG
14-08-2024,DABUR,Largecap,FMCG
14-08-2024,BHEL,Largecap,FMCG
14-08-2024,HINDPETRO,Largecap,Industrials
14-08-2024,SBIN,Largecap,Bank
14-08-2024,SAIL,Largecap,Metals
14-08-2024,TITAN,Largecap,Miscellaneous
14-08-2024,DRREDDY,Largecap,Pharmaceuticals
14-08-2024,HDFCBANK,Largecap,Bank
14-08-2024,HEROMOTOCO,Largecap,Auto
14-08-2024,HFCL,Midcap,Telecom
14-08-2024,HINDZINC,Largecap,Metals
14-08-2024,INFY,Largecap,I.T
14-08-2024,JSWSTEEL,Largecap,Metals
14-08-2024,KOTAKBANK,Largecap,Bank
14-08-2024,TRENT,Largecap,FMCG
14-08-2024,LICHSGFIN,Largecap,Finance
14-08-2024,LUPIN,Largecap,Pharmaceuticals
14-08-2024,RAMCOCEM,Largecap,Industrials
14-08-2024,MFSL,Largecap,Finance
14-08-2024,MRF,Largecap,Auto
14-08-2024,NCC,Midcap,Realty
14-08-2024,VEDL,Largecap,Industrials
14-08-2024,GRASIM,Largecap,Textiles
14-08-2024,PEL,Largecap,Finance
14-08-2024,ONGC,Largecap,Oils
14-08-2024,RELIANCE,Largecap,Industrials
14-08-2024,PIDILITIND,Largecap,Industrials
14-08-2024,PATANJALI,Largecap,FMCG
14-08-2024,SHREECEM,Largecap,Industrials
14-08-2024,TATAPOWER,Largecap,Miscellaneous
14-08-2024,TATAELXSI,Largecap,I.T
14-08-2024,ACC,Largecap,Industrials
14-08-2024,TORNTPHARM,Largecap,Pharmaceuticals
14-08-2024,AMBUJACEM,Largecap,Industrials
14-08-2024,HINDALCO,Largecap,Metals
14-08-2024,FEDERALBNK,Largecap,Bank
14-08-2024,TATASTEEL,Largecap,Metals
14-08-2024,ASHOKLEY,Largecap,Auto
14-08-2024,CUMMINSIND,Largecap,FMCG
14-08-2024,TATACOMM,Largecap,Telecom
14-08-2024,BHARATFORG,Largecap,Industrials
14-08-2024,ESCORTS,Largecap,Auto
14-08-2024,LT,Largecap,Realty
14-08-2024,M&M,Largecap,Auto
14-08-2024,BOSCHLTD,Largecap,Auto
14-08-2024,BPCL,Largecap,Industrials
14-08-2024,SIEMENS,Largecap,FMCG
14-08-2024,TATAMOTORS,Largecap,Auto
14-08-2024,VOLTAS,Largecap,FMCG
14-08-2024,HINDUNILVR,Largecap,FMCG
14-08-2024,TATACHEM,Largecap,Industrials
14-08-2024,NESTLEIND,Largecap,FMCG
14-08-2024,TATACONSUM,Largecap,FMCG
14-08-2024,ASIANPAINT,Largecap,Industrials
14-08-2024,BRITANNIA,Largecap,FMCG
14-08-2024,COLPAL,Largecap,FMCG
14-08-2024,INDHOTEL,Largecap,Services
14-08-2024,ITC,Largecap,FMCG
14-08-2024,APOLLOTYRE,Largecap,Auto
14-08-2024,BALKRISIND,Largecap,Auto
14-08-2024,PHOENIXLTD,Largecap,Realty
14-08-2024,SRF,Largecap,Industrials
14-08-2024,EICHERMOT,Largecap,Auto
14-08-2024,DEEPAKNTR,Largecap,Industrials
14-08-2024,WIPRO,Largecap,I.T
14-08-2024,APOLLOHOSP,Largecap,Pharmaceuticals
14-08-2024,BERGEPAINT,Largecap,Industrials
14-08-2024,SUPREMEIND,Largecap,FMCG
14-08-2024,SHRIRAMFIN,Largecap,Finance
14-08-2024,CHOLAFIN,Largecap,Finance
14-08-2024,UPL,Largecap,Industrials
14-08-2024,ADANIENT,Largecap,Services
14-08-2024,LICI,Largecap,Services
14-08-2024,DELHIVERY,Midcap,Services
14-08-2024,HINDCOPPER,Largecap,Metals
14-08-2024,MOTHERSON,Largecap,Auto
14-08-2024,HAVELLS,Largecap,FMCG
14-08-2024,KEI,Largecap,Industrials
14-08-2024,PIIND,Largecap,Industrials
14-08-2024,POONAWALLA,Largecap,Finance
14-08-2024,JIOFIN,Largecap,Finance
14-08-2024,AARTIIND,Midcap,Industrials
14-08-2024,NIFTY,Smallcap,Indices
14-08-2024,CNXMIDCAP,Smallcap,Indices
14-08-2024,BANKNIFTY,Smallcap,Indices
14-08-2024,BSE,Largecap,Financial Services
14-08-2024,DMART,Largecap,FMCG
14-08-2024,HUDCO,Largecap,Finance
14-08-2024,AUBANK,Largecap,Bank
14-08-2024,CDSL,Largecap,Financial Services
14-08-2024,DIXON,Largecap,FMCG
14-08-2024,SUNPHARMA,Largecap,Pharmaceuticals
14-08-2024,AUROPHARMA,Largecap,Pharmaceuticals
14-08-2024,ABCAPITAL,Largecap,Finance
14-08-2024,MPHASIS,Largecap,I.T
14-08-2024,NMDC,Largecap,Industrials
14-08-2024,IREDA,Largecap,Finance
14-08-2024,TATATECH,Largecap,I.T
14-08-2024,SBILIFE,Largecap,Services
14-08-2024,ICICIGI,Largecap,Services
14-08-2024,IEX,Midcap,Financial Services
14-08-2024,TIINDIA,Largecap,Metals
14-08-2024,HDFCLIFE,Largecap,Services
14-08-2024,BANDHANBNK,Largecap,Bank
14-08-2024,HAL,Largecap,Aerospace & Defence
14-08-2024,ADANIGREEN,Largecap,Miscellaneous
14-08-2024,HDFCAMC,Largecap,Finance
14-08-2024,ATGL,Largecap,Industrials
14-08-2024,IOC,Largecap,Industrials
14-08-2024,MANAPPURAM,Midcap,Finance
14-08-2024,CONCOR,Largecap,Services
14-08-2024,POLYCAB,Largecap,Industrials
14-08-2024,KPITTECH,Largecap,I.T
14-08-2024,MARICO,Largecap,FMCG
14-08-2024,IRCTC,Largecap,Miscellaneous
14-08-2024,SBICARD,Largecap,Finance
14-08-2024,MAXHEALTH,Largecap,Pharmaceuticals
14-08-2024,BANKBARODA,Largecap,Bank
14-08-2024,BANKINDIA,Largecap,Bank
14-08-2024,CAMS,Midcap,Financial Services
14-08-2024,GAIL,Largecap,Industrials
14-08-2024,ANGELONE,Largecap,Services
14-08-2024,ICICIBANK,Largecap,Bank
14-08-2024,CYIENT,Midcap,I.T
14-08-2024,INDUSINDBK,Largecap,Bank
14-08-2024,AXISBANK,Largecap,Bank
14-08-2024,NATIONALUM,Largecap,Metals
14-08-2024,HCLTECH,Largecap,I.T
14-08-2024,JINDALSTEL,Largecap,Metals
14-08-2024,GLENMARK,Largecap,Pharmaceuticals
14-08-2024,ZYDUSLIFE,Largecap,Pharmaceuticals
14-08-2024,TVSMOTOR,Largecap,Auto
14-08-2024,BSOFT,Midcap,I.T
14-08-2024,GODREJCP,Largecap,FMCG
14-08-2024,UNITDSPR,Largecap,FMCG
14-08-2024,BHARTIARTL,Largecap,Telecom
14-08-2024,PNB,Largecap,Bank
14-08-2024,OFSS,Largecap,I.T
14-08-2024,UNIONBANK,Largecap,Bank
14-08-2024,GRANULES,Midcap,Pharmaceuticals
14-08-2024,CANBK,Largecap,Bank
14-08-2024,DIVISLAB,Largecap,Pharmaceuticals
14-08-2024,MARUTI,Largecap,Auto
14-08-2024,JSL,Largecap,Metals
14-08-2024,IGL,Largecap,Industrials
14-08-2024,PETRONET,Largecap,Industrials
14-08-2024,BIOCON,Largecap,Pharmaceuticals
14-08-2024,ULTRACEMCO,Largecap,Industrials
14-08-2024,TCS,Largecap,I.T
14-08-2024,COFORGE,Largecap,I.T
14-08-2024,NTPC,Largecap,Miscellaneous
14-08-2024,IIFL,Midcap,Finance
14-08-2024,YESBANK,Largecap,Bank
14-08-2024,M&MFIN,Largecap,Finance
14-08-2024,SOLARINDS,Largecap,Aerospace & Defence
14-08-2024,GMRAIRPORT,Largecap,Miscellaneous
14-08-2024,TECHM,Largecap,I.T
14-08-2024,NAUKRI,Largecap,I.T
14-08-2024,TORNTPOWER,Largecap,Miscellaneous
14-08-2024,PFC,Largecap,Finance
14-08-2024,INDIANB,Largecap,Bank
14-08-2024,IDEA,Largecap,Telecom
14-08-2024,PAGEIND,Largecap,FMCG
14-08-2024,ASTRAL,Largecap,FMCG
14-08-2024,DLF,Largecap,Realty
14-08-2024,POWERGRID,Largecap,Miscellaneous
14-08-2024,ADANIPORTS,Largecap,Industrials
14-08-2024,IRB,Largecap,Realty
14-08-2024,RECLTD,Largecap,Finance
14-08-2024,TITAGARH,Midcap,FMCG
14-08-2024,BAJAJ-AUTO,Largecap,Auto
14-08-2024,BAJAJFINSV,Largecap,Finance
14-08-2024,NHPC,Largecap,Miscellaneous
14-08-2024,OIL,Largecap,Oils
14-08-2024,JSWENERGY,Largecap,Miscellaneous
14-08-2024,GODREJPROP,Largecap,Realty
14-08-2024,JUBLFOOD,Largecap,Quick Service Restaurant
14-08-2024,PERSISTENT,Largecap,I.T
14-08-2024,SJVN,Largecap,Miscellaneous
14-08-2024,OBEROIRLTY,Largecap,Realty
14-08-2024,PRESTIGE,Largecap,Realty
14-08-2024,COALINDIA,Largecap,Industrials
14-08-2024,DALBHARAT,Largecap,Industrials
14-08-2024,MUTHOOTFIN,Largecap,Finance
14-08-2024,LTF,Largecap,Finance
14-08-2024,APLAPOLLO,Largecap,Metals
14-08-2024,MCX,Largecap,Financial Services
14-08-2024,NBCC,Largecap,Realty
14-08-2024,IRFC,Largecap,Finance
14-08-2024,INDUSTOWER,Largecap,Telecom
14-08-2024,KALYANKJIL,Largecap,Miscellaneous
14-08-2024,ABFRL,Largecap,FMCG
14-08-2024,LODHA,Largecap,Realty
14-08-2024,SONACOMS,Largecap,Auto
14-08-2024,ZOMATO,Largecap,I.T
14-08-2024,NYKAA,Largecap,I.T
14-08-2024,POLICYBZR,Largecap,I.T
14-08-2024,PAYTM,Largecap,I.T
14-08-2024,INOXWIND,Largecap,FMCG
14-08-2024,ADANIENSOL,Largecap,Miscellaneous
14-08-2024,SYNGENE,Largecap,Pharmaceuticals
14-08-2024,IDFCFIRSTB,Largecap,Bank
14-08-2024,INDIGO,Largecap,Services
14-08-2024,ALKEM,Largecap,Pharmaceuticals
14-08-2024,CROMPTON,Largecap,FMCG
14-08-2024,MGL,Midcap,Industrials
14-08-2024,LTIM,Largecap,I.T
14-08-2024,RBLBANK,Midcap,Bank
14-08-2024,ICICIPRULI,Largecap,Services
14-08-2024,PNBHOUSING,Largecap,Finance
14-08-2024,VBL,Largecap,FMCG
16-08-2024,ABB,Largecap,FMCG
16-08-2024,LAURUSLABS,Largecap,Pharmaceuticals
16-08-2024,BAJFINANCE,Largecap,Finance
16-08-2024,BEL,Largecap,Aerospace & Defence
16-08-2024,CESC,Largecap,Miscellaneous
16-08-2024,CHAMBLFERT,Largecap,Industrials
16-08-2024,EXIDEIND,Largecap,Auto
16-08-2024,CIPLA,Largecap,Pharmaceuticals
16-08-2024,CGPOWER,Largecap,FMCG
16-08-2024,DABUR,Largecap,FMCG
16-08-2024,BHEL,Largecap,FMCG
16-08-2024,HINDPETRO,Largecap,Industrials
16-08-2024,SBIN,Largecap,Bank
16-08-2024,SAIL,Largecap,Metals
16-08-2024,TITAN,Largecap,Miscellaneous
16-08-2024,DRREDDY,Largecap,Pharmaceuticals
16-08-2024,HDFCBANK,Largecap,Bank
16-08-2024,HEROMOTOCO,Largecap,Auto
16-08-2024,HFCL,Midcap,Telecom
16-08-2024,HINDZINC,Largecap,Metals
16-08-2024,INFY,Largecap,I.T
16-08-2024,JSWSTEEL,Largecap,Metals
16-08-2024,KOTAKBANK,Largecap,Bank
16-08-2024,TRENT,Largecap,FMCG
16-08-2024,LICHSGFIN,Largecap,Finance
16-08-2024,LUPIN,Largecap,Pharmaceuticals
16-08-2024,RAMCOCEM,Largecap,Industrials
16-08-2024,MFSL,Largecap,Finance
16-08-2024,MRF,Largecap,Auto
16-08-2024,NCC,Midcap,Realty
16-08-2024,VEDL,Largecap,Industrials
16-08-2024,GRASIM,Largecap,Textiles
16-08-2024,PEL,Largecap,Finance
16-08-2024,ONGC,Largecap,Oils
16-08-2024,RELIANCE,Largecap,Industrials
16-08-2024,PIDILITIND,Largecap,Industrials
16-08-2024,PATANJALI,Largecap,FMCG
16-08-2024,SHREECEM,Largecap,Industrials
16-08-2024,TATAPOWER,Largecap,Miscellaneous
16-08-2024,TATAELXSI,Largecap,I.T
16-08-2024,ACC,Largecap,Industrials
16-08-2024,TORNTPHARM,Largecap,Pharmaceuticals
16-08-2024,AMBUJACEM,Largecap,Industrials
16-08-2024,HINDALCO,Largecap,Metals
16-08-2024,FEDERALBNK,Largecap,Bank
16-08-2024,TATASTEEL,Largecap,Metals
16-08-2024,ASHOKLEY,Largecap,Auto
16-08-2024,CUMMINSIND,Largecap,FMCG
16-08-2024,TATACOMM,Largecap,Telecom
16-08-2024,BHARATFORG,Largecap,Industrials
16-08-2024,ESCORTS,Largecap,Auto
16-08-2024,LT,Largecap,Realty
16-08-2024,M&M,Largecap,Auto
16-08-2024,BOSCHLTD,Largecap,Auto
16-08-2024,BPCL,Largecap,Industrials
16-08-2024,SIEMENS,Largecap,FMCG
16-08-2024,TATAMOTORS,Largecap,Auto
16-08-2024,VOLTAS,Largecap,FMCG
16-08-2024,HINDUNILVR,Largecap,FMCG
16-08-2024,TATACHEM,Largecap,Industrials
16-08-2024,NESTLEIND,Largecap,FMCG
16-08-2024,TATACONSUM,Largecap,FMCG
16-08-2024,ASIANPAINT,Largecap,Industrials
16-08-2024,BRITANNIA,Largecap,FMCG
16-08-2024,COLPAL,Largecap,FMCG
16-08-2024,INDHOTEL,Largecap,Services
16-08-2024,ITC,Largecap,FMCG
16-08-2024,APOLLOTYRE,Largecap,Auto
16-08-2024,BALKRISIND,Largecap,Auto
16-08-2024,PHOENIXLTD,Largecap,Realty
16-08-2024,SRF,Largecap,Industrials
16-08-2024,EICHERMOT,Largecap,Auto
16-08-2024,DEEPAKNTR,Largecap,Industrials
16-08-2024,WIPRO,Largecap,I.T
16-08-2024,APOLLOHOSP,Largecap,Pharmaceuticals
16-08-2024,BERGEPAINT,Largecap,Industrials
16-08-2024,SUPREMEIND,Largecap,FMCG
16-08-2024,SHRIRAMFIN,Largecap,Finance
16-08-2024,CHOLAFIN,Largecap,Finance
16-08-2024,UPL,Largecap,Industrials
16-08-2024,ADANIENT,Largecap,Services
16-08-2024,LICI,Largecap,Services
16-08-2024,DELHIVERY,Midcap,Services
16-08-2024,HINDCOPPER,Largecap,Metals
16-08-2024,MOTHERSON,Largecap,Auto
16-08-2024,HAVELLS,Largecap,FMCG
16-08-2024,KEI,Largecap,Industrials
16-08-2024,PIIND,Largecap,Industrials
16-08-2024,POONAWALLA,Largecap,Finance
16-08-2024,JIOFIN,Largecap,Finance
16-08-2024,AARTIIND,Midcap,Industrials
16-08-2024,NIFTY,Smallcap,Indices
16-08-2024,CNXMIDCAP,Smallcap,Indices
16-08-2024,BANKNIFTY,Smallcap,Indices
16-08-2024,BSE,Largecap,Financial Services
16-08-2024,DMART,Largecap,FMCG
16-08-2024,HUDCO,Largecap,Finance
16-08-2024,AUBANK,Largecap,Bank
16-08-2024,CDSL,Largecap,Financial Services
16-08-2024,DIXON,Largecap,FMCG
16-08-2024,SUNPHARMA,Largecap,Pharmaceuticals
16-08-2024,AUROPHARMA,Largecap,Pharmaceuticals
16-08-2024,ABCAPITAL,Largecap,Finance
16-08-2024,MPHASIS,Largecap,I.T
16-08-2024,NMDC,Largecap,Industrials
16-08-2024,IREDA,Largecap,Finance
16-08-2024,TATATECH,Largecap,I.T
16-08-2024,SBILIFE,Largecap,Services
16-08-2024,ICICIGI,Largecap,Services
16-08-2024,IEX,Midcap,Financial Services
16-08-2024,TIINDIA,Largecap,Metals
16-08-2024,HDFCLIFE,Largecap,Services
16-08-2024,BANDHANBNK,Largecap,Bank
16-08-2024,HAL,Largecap,Aerospace & Defence
16-08-2024,ADANIGREEN,Largecap,Miscellaneous
16-08-2024,HDFCAMC,Largecap,Finance
16-08-2024,ATGL,Largecap,Industrials
16-08-2024,IOC,Largecap,Industrials
16-08-2024,MANAPPURAM,Midcap,Finance
16-08-2024,CONCOR,Largecap,Services
16-08-2024,POLYCAB,Largecap,Industrials
16-08-2024,KPITTECH,Largecap,I.T
16-08-2024,MARICO,Largecap,FMCG
16-08-2024,IRCTC,Largecap,Miscellaneous
16-08-2024,SBICARD,Largecap,Finance
16-08-2024,MAXHEALTH,Largecap,Pharmaceuticals
16-08-2024,BANKBARODA,Largecap,Bank
16-08-2024,BANKINDIA,Largecap,Bank
16-08-2024,CAMS,Midcap,Financial Services
16-08-2024,GAIL,Largecap,Industrials
16-08-2024,ANGELONE,Largecap,Services
16-08-2024,ICICIBANK,Largecap,Bank
16-08-2024,CYIENT,Midcap,I.T
16-08-2024,INDUSINDBK,Largecap,Bank
16-08-2024,AXISBANK,Largecap,Bank
16-08-2024,NATIONALUM,Largecap,Metals
16-08-2024,HCLTECH,Largecap,I.T
16-08-2024,JINDALSTEL,Largecap,Metals
16-08-2024,GLENMARK,Largecap,Pharmaceuticals
16-08-2024,ZYDUSLIFE,Largecap,Pharmaceuticals
16-08-2024,TVSMOTOR,Largecap,Auto
16-08-2024,BSOFT,Midcap,I.T
16-08-2024,GODREJCP,Largecap,FMCG
16-08-2024,UNITDSPR,Largecap,FMCG
16-08-2024,BHARTIARTL,Largecap,Telecom
16-08-2024,PNB,Largecap,Bank
16-08-2024,OFSS,Largecap,I.T
16-08-2024,UNIONBANK,Largecap,Bank
16-08-2024,GRANULES,Midcap,Pharmaceuticals
16-08-2024,CANBK,Largecap,Bank
16-08-2024,DIVISLAB,Largecap,Pharmaceuticals
16-08-2024,MARUTI,Largecap,Auto
16-08-2024,JSL,Largecap,Metals
16-08-2024,IGL,Largecap,Industrials
16-08-2024,PETRONET,Largecap,Industrials
16-08-2024,BIOCON,Largecap,Pharmaceuticals
16-08-2024,ULTRACEMCO,Largecap,Industrials
16-08-2024,TCS,Largecap,I.T
16-08-2024,COFORGE,Largecap,I.T
16-08-2024,NTPC,Largecap,Miscellaneous
16-08-2024,IIFL,Midcap,Finance
16-08-2024,YESBANK,Largecap,Bank
16-08-2024,M&MFIN,Largecap,Finance
16-08-2024,SOLARINDS,Largecap,Aerospace & Defence
16-08-2024,GMRAIRPORT,Largecap,Miscellaneous
16-08-2024,TECHM,Largecap,I.T
16-08-2024,NAUKRI,Largecap,I.T
16-08-2024,TORNTPOWER,Largecap,Miscellaneous
16-08-2024,PFC,Largecap,Finance
16-08-2024,INDIANB,Largecap,Bank
16-08-2024,IDEA,Largecap,Telecom
16-08-2024,PAGEIND,Largecap,FMCG
16-08-2024,ASTRAL,Largecap,FMCG
16-08-2024,DLF,Largecap,Realty
16-08-2024,POWERGRID,Largecap,Miscellaneous
16-08-2024,ADANIPORTS,Largecap,Industrials
16-08-2024,IRB,Largecap,Realty
16-08-2024,RECLTD,Largecap,Finance
16-08-2024,TITAGARH,Midcap,FMCG
16-08-2024,BAJAJ-AUTO,Largecap,Auto
16-08-2024,BAJAJFINSV,Largecap,Finance
16-08-2024,NHPC,Largecap,Miscellaneous
16-08-2024,OIL,Largecap,Oils
16-08-2024,JSWENERGY,Largecap,Miscellaneous
16-08-2024,GODREJPROP,Largecap,Realty
16-08-2024,JUBLFOOD,Largecap,Quick Service Restaurant
16-08-2024,PERSISTENT,Largecap,I.T
16-08-2024,SJVN,Largecap,Miscellaneous
16-08-2024,OBEROIRLTY,Largecap,Realty
16-08-2024,PRESTIGE,Largecap,Realty
16-08-2024,COALINDIA,Largecap,Industrials
16-08-2024,DALBHARAT,Largecap,Industrials
16-08-2024,MUTHOOTFIN,Largecap,Finance
16-08-2024,LTF,Largecap,Finance
16-08-2024,APLAPOLLO,Largecap,Metals
16-08-2024,MCX,Largecap,Financial Services
16-08-2024,NBCC,Largecap,Realty
16-08-2024,IRFC,Largecap,Finance
16-08-2024,INDUSTOWER,Largecap,Telecom
16-08-2024,KALYANKJIL,Largecap,Miscellaneous
16-08-2024,ABFRL,Largecap,FMCG
16-08-2024,LODHA,Largecap,Realty
16-08-2024,SONACOMS,Largecap,Auto
16-08-2024,ZOMATO,Largecap,I.T
16-08-2024,NYKAA,Largecap,I.T
16-08-2024,POLICYBZR,Largecap,I.T
16-08-2024,PAYTM,Largecap,I.T
16-08-2024,INOXWIND,Largecap,FMCG
16-08-2024,ADANIENSOL,Largecap,Miscellaneous
16-08-2024,SYNGENE,Largecap,Pharmaceuticals
16-08-2024,IDFCFIRSTB,Largecap,Bank
16-08-2024,INDIGO,Largecap,Services
16-08-2024,ALKEM,Largecap,Pharmaceuticals
16-08-2024,CROMPTON,Largecap,FMCG
16-08-2024,MGL,Midcap,Industrials
16-08-2024,LTIM,Largecap,I.T
16-08-2024,RBLBANK,Midcap,Bank
16-08-2024,ICICIPRULI,Largecap,Services
16-08-2024,PNBHOUSING,Largecap,Finance
16-08-2024,VBL,Largecap,FMCG
19-08-2024,ABB,Largecap,FMCG
19-08-2024,LAURUSLABS,Largecap,Pharmaceuticals
19-08-2024,BAJFINANCE,Largecap,Finance
19-08-2024,BEL,Largecap,Aerospace & Defence
19-08-2024,CESC,Largecap,Miscellaneous
19-08-2024,CHAMBLFERT,Largecap,Industrials
19-08-2024,EXIDEIND,Largecap,Auto
19-08-2024,CIPLA,Largecap,Pharmaceuticals
19-08-2024,CGPOWER,Largecap,FMCG
19-08-2024,DABUR,Largecap,FMCG
19-08-2024,BHEL,Largecap,FMCG
19-08-2024,HINDPETRO,Largecap,Industrials
19-08-2024,SBIN,Largecap,Bank
19-08-2024,SAIL,Largecap,Metals
19-08-2024,TITAN,Largecap,Miscellaneous
19-08-2024,DRREDDY,Largecap,Pharmaceuticals
19-08-2024,HDFCBANK,Largecap,Bank
19-08-2024,HEROMOTOCO,Largecap,Auto
19-08-2024,HFCL,Midcap,Telecom
19-08-2024,HINDZINC,Largecap,Metals
19-08-2024,INFY,Largecap,I.T
19-08-2024,JSWSTEEL,Largecap,Metals
19-08-2024,KOTAKBANK,Largecap,Bank
19-08-2024,TRENT,Largecap,FMCG
19-08-2024,LICHSGFIN,Largecap,Finance
19-08-2024,LUPIN,Largecap,Pharmaceuticals
19-08-2024,RAMCOCEM,Largecap,Industrials
19-08-2024,MFSL,Largecap,Finance
19-08-2024,MRF,Largecap,Auto
19-08-2024,NCC,Midcap,Realty
19-08-2024,VEDL,Largecap,Industrials
19-08-2024,GRASIM,Largecap,Textiles
19-08-2024,PEL,Largecap,Finance
19-08-2024,ONGC,Largecap,Oils
19-08-2024,RELIANCE,Largecap,Industrials
19-08-2024,PIDILITIND,Largecap,Industrials
19-08-2024,PATANJALI,Largecap,FMCG
19-08-2024,SHREECEM,Largecap,Industrials
19-08-2024,TATAPOWER,Largecap,Miscellaneous
19-08-2024,TATAELXSI,Largecap,I.T
19-08-2024,ACC,Largecap,Industrials
19-08-2024,TORNTPHARM,Largecap,Pharmaceuticals
19-08-2024,AMBUJACEM,Largecap,Industrials
19-08-2024,HINDALCO,Largecap,Metals
19-08-2024,FEDERALBNK,Largecap,Bank
19-08-2024,TATASTEEL,Largecap,Metals
19-08-2024,ASHOKLEY,Largecap,Auto
19-08-2024,CUMMINSIND,Largecap,FMCG
19-08-2024,TATACOMM,Largecap,Telecom
19-08-2024,BHARATFORG,Largecap,Industrials
19-08-2024,ESCORTS,Largecap,Auto
19-08-2024,LT,Largecap,Realty
19-08-2024,M&M,Largecap,Auto
19-08-2024,BOSCHLTD,Largecap,Auto
19-08-2024,BPCL,Largecap,Industrials
19-08-2024,SIEMENS,Largecap,FMCG
19-08-2024,TATAMOTORS,Largecap,Auto
19-08-2024,VOLTAS,Largecap,FMCG
19-08-2024,HINDUNILVR,Largecap,FMCG
19-08-2024,TATACHEM,Largecap,Industrials
19-08-2024,NESTLEIND,Largecap,FMCG
19-08-2024,TATACONSUM,Largecap,FMCG
19-08-2024,ASIANPAINT,Largecap,Industrials
19-08-2024,BRITANNIA,Largecap,FMCG
19-08-2024,COLPAL,Largecap,FMCG
19-08-2024,INDHOTEL,Largecap,Services
19-08-2024,ITC,Largecap,FMCG
19-08-2024,APOLLOTYRE,Largecap,Auto
19-08-2024,BALKRISIND,Largecap,Auto
19-08-2024,PHOENIXLTD,Largecap,Realty
19-08-2024,SRF,Largecap,Industrials
19-08-2024,EICHERMOT,Largecap,Auto
19-08-2024,DEEPAKNTR,Largecap,Industrials
19-08-2024,WIPRO,Largecap,I.T
19-08-2024,APOLLOHOSP,Largecap,Pharmaceuticals
19-08-2024,BERGEPAINT,Largecap,Industrials
19-08-2024,SUPREMEIND,Largecap,FMCG
19-08-2024,SHRIRAMFIN,Largecap,Finance
19-08-2024,CHOLAFIN,Largecap,Finance
19-08-2024,UPL,Largecap,Industrials
19-08-2024,ADANIENT,Largecap,Services
19-08-2024,LICI,Largecap,Services
19-08-2024,DELHIVERY,Midcap,Services
19-08-2024,HINDCOPPER,Largecap,Metals
19-08-2024,MOTHERSON,Largecap,Auto
19-08-2024,HAVELLS,Largecap,FMCG
19-08-2024,KEI,Largecap,Industrials
19-08-2024,PIIND,Largecap,Industrials
19-08-2024,POONAWALLA,Largecap,Finance
19-08-2024,JIOFIN,Largecap,Finance
19-08-2024,AARTIIND,Midcap,Industrials
19-08-2024,NIFTY,Smallcap,Indices
19-08-2024,CNXMIDCAP,Smallcap,Indices
19-08-2024,BANKNIFTY,Smallcap,Indices
19-08-2024,BSE,Largecap,Financial Services
19-08-2024,DMART,Largecap,FMCG
19-08-2024,HUDCO,Largecap,Finance
19-08-2024,AUBANK,Largecap,Bank
19-08-2024,CDSL,Largecap,Financial Services
19-08-2024,DIXON,Largecap,FMCG
19-08-2024,SUNPHARMA,Largecap,Pharmaceuticals
19-08-2024,AUROPHARMA,Largecap,Pharmaceuticals
19-08-2024,ABCAPITAL,Largecap,Finance
19-08-2024,MPHASIS,Largecap,I.T
19-08-2024,NMDC,Largecap,Industrials
19-08-2024,IREDA,Largecap,Finance
19-08-2024,TATATECH,Largecap,I.T
19-08-2024,SBILIFE,Largecap,Services
19-08-2024,ICICIGI,Largecap,Services
19-08-2024,IEX,Midcap,Financial Services
19-08-2024,TIINDIA,Largecap,Metals
19-08-2024,HDFCLIFE,Largecap,Services
19-08-2024,BANDHANBNK,Largecap,Bank
19-08-2024,HAL,Largecap,Aerospace & Defence
19-08-2024,ADANIGREEN,Largecap,Miscellaneous
19-08-2024,HDFCAMC,Largecap,Finance
19-08-2024,ATGL,Largecap,Industrials
19-08-2024,IOC,Largecap,Industrials
19-08-2024,MANAPPURAM,Midcap,Finance
19-08-2024,CONCOR,Largecap,Services
19-08-2024,POLYCAB,Largecap,Industrials
19-08-2024,KPITTECH,Largecap,I.T
19-08-2024,MARICO,Largecap,FMCG
19-08-2024,IRCTC,Largecap,Miscellaneous
19-08-2024,SBICARD,Largecap,Finance
19-08-2024,MAXHEALTH,Largecap,Pharmaceuticals
19-08-2024,BANKBARODA,Largecap,Bank
19-08-2024,BANKINDIA,Largecap,Bank
19-08-2024,CAMS,Midcap,Financial Services
19-08-2024,GAIL,Largecap,Industrials
19-08-2024,ANGELONE,Largecap,Services
19-08-2024,ICICIBANK,Largecap,Bank
19-08-2024,CYIENT,Midcap,I.T
19-08-2024,INDUSINDBK,Largecap,Bank
19-08-2024,AXISBANK,Largecap,Bank
19-08-2024,NATIONALUM,Largecap,Metals
19-08-2024,HCLTECH,Largecap,I.T
19-08-2024,JINDALSTEL,Largecap,Metals
19-08-2024,GLENMARK,Largecap,Pharmaceuticals
19-08-2024,ZYDUSLIFE,Largecap,Pharmaceuticals
19-08-2024,TVSMOTOR,Largecap,Auto
19-08-2024,BSOFT,Midcap,I.T
