open,high,low,close,adj close,volume,year,month,hour,day,day_name,candle_body,high_shadow,low_shadow,trend
45719.36328125,45731.4765625,45504.69921875,45564.421875,45564.421875,643573760,2024,1,10,2,Tuesday,154.94140625,12.11328125,-59.72265625,UP
45605.95703125,45699.41796875,45270.51953125,45443.24609375,45443.24609375,929728512,2024,1,11,2,Tuesday,162.7109375,93.4609375,-172.7265625,UP
45461.49609375,45596.05859375,45323.76171875,45334.21875,45334.21875,789995520,2024,1,12,2,Tuesday,127.27734375,134.5625,-10.45703125,UP
45336.375,45731.03515625,45329.5390625,45699.88671875,45699.88671875,1019375616,2024,1,13,2,Tuesday,-363.51171875,394.66015625,-370.34765625,DOWN
45712.80859375,45809.12109375,45121.49609375,45256.07421875,45256.07421875,1562730496,2024,1,14,2,Tuesday,456.734375,96.3125,-134.578125,UP
45324.234375,45337.12890625,44890.9375,45201.42578125,45201.42578125,1849528320,2024,1,15,2,Tuesday,122.80859375,12.89453125,-310.48828125,UP
45221.66015625,45388.29296875,44945.74609375,45377.76171875,45377.76171875,1070211072,2024,1,16,2,Tuesday,-156.1015625,166.6328125,-432.015625,DOWN
45391.9375,45391.9375,45006.6015625,45027.734375,45027.734375,723333120,2024,1,17,2,Tuesday,364.203125,0.0,-21.1328125,UP
45004.8515625,45274.1015625,44984.78125,45155.07421875,45155.07421875,0,2024,1,18,2,Tuesday,-150.22265625,269.25,-170.29296875,DOWN
45158.1328125,45236.2890625,44858.6015625,45065.26171875,45065.26171875,219197440,2024,1,19,2,Tuesday,92.87109375,78.15625,-206.66015625,UP
45056.00390625,45168.24609375,44829.4921875,44849.109375,44849.109375,0,2024,1,20,2,Tuesday,206.89453125,112.2421875,-19.6171875,UP
44803.359375,45072.69921875,44703.5,45072.69921875,45072.69921875,474636288,2024,1,21,2,Tuesday,-269.33984375,269.33984375,-369.19921875,DOWN
45122.08203125,45268.91015625,44917.8828125,45005.37109375,45005.37109375,352014336,2024,1,22,2,Tuesday,116.7109375,146.828125,-87.48828125,UP
45003.625,45054.0859375,44846.0625,44951.13671875,44951.13671875,0,2024,1,23,2,Tuesday,52.48828125,50.4609375,-105.07421875,UP
45002.2890625,45204.8515625,44892.390625,45147.28125,45147.28125,0,2024,1,0,3,Wednesday,-144.9921875,202.5625,-254.890625,DOWN
45151.0390625,45332.32421875,45149.62890625,45313.44921875,45313.44921875,0,2024,1,1,3,Wednesday,-162.41015625,181.28515625,-163.8203125,DOWN
45326.0625,45406.11328125,45252.98828125,45280.04296875,45280.04296875,0,2024,1,2,3,Wednesday,46.01953125,80.05078125,-27.0546875,UP
