,high,low,open,close,year,month,day,hour,day_name,max,min,difference,candle_body,high_shadow,low_shadow,low-open,high-open,trend,7_EMA,15_EMA,50_EMA,200_EMA
2023-01-06,16945.052734375,16805.50390625,16829.205078125,16936.654296875,2023,1,6,16,Friday,16945.052734375,16805.50390625,139.548828125,-107.44921875,8.3984375,-23.701171875,-23.701171875,115.84765625,UP,16844.502214978784,16823.452653665518,16724.7321327014,16610.625854384096
2023-01-06,16991.994140625,16903.375,16937.26171875,16953.45703125,2023,1,6,20,Friday,16991.994140625,16903.375,88.619140625,-16.1953125,38.537109375,-33.88671875,-33.88671875,54.732421875,UP,16871.740919046588,16839.70320086358,16733.70173656605,16614.0371098753
2023-01-07,16975.017578125,16937.373046875,16952.1171875,16951.7265625,2023,1,7,0,Saturday,16975.017578125,16937.373046875,37.64453125,0.390625,22.900390625,-14.353515625,-14.744140625,22.900390625,DOWN,16891.73732990994,16853.70612106813,16742.25172973993,16617.39720393127
2023-01-07,16952.888671875,16929.478515625,16951.20703125,16949.208984375,2023,1,7,4,Saturday,16952.888671875,16929.478515625,23.41015625,1.998046875,1.681640625,-19.73046875,-21.728515625,1.681640625,DOWN,16906.105243526206,16865.64397898149,16750.367700509934,16620.69881368693
2023-01-07,16952.052734375,16916.083984375,16948.93359375,16924.556640625,2023,1,7,8,Saturday,16952.052734375,16916.083984375,35.96875,24.376953125,3.119140625,-8.47265625,-32.849609375,3.119140625,DOWN,16910.718092800904,16873.00806168693,16757.198639337978,16623.72227465149
2023-01-07,16946.4296875,16914.19140625,16924.05859375,16944.93359375,2023,1,7,12,Saturday,16946.4296875,16914.19140625,32.23828125,-20.875,1.49609375,-9.8671875,-9.8671875,22.37109375,UP,16919.271968038178,16881.998753194814,16764.56079441296,16626.918407179834
2023-01-07,16947.669921875,16923.494140625,16944.77734375,16947.669921875,2023,1,7,16,Saturday,16947.669921875,16923.494140625,24.17578125,-2.892578125,0.0,-21.283203125,-21.283203125,2.892578125,UP,16926.371456497385,16890.207649279837,16771.74154450951,16630.109964539988
2023-01-07,16955.140625,16939.22265625,16947.837890625,16955.140625,2023,1,7,20,Saturday,16955.140625,16939.22265625,15.91796875,-7.302734375,0.0,-8.615234375,-8.615234375,7.302734375,UP,16933.56374862304,16898.324271244855,16778.93366531306,16633.34410046496
2023-01-08,16961.7890625,16924.05078125,16954.146484375,16947.205078125,2023,1,8,0,Sunday,16961.7890625,16924.05078125,37.73828125,6.94140625,7.642578125,-23.154296875,-30.095703125,7.642578125,DOWN,16936.97408099853,16904.43437210487,16785.53254424686,16636.467095267548
2023-01-08,16953.771484375,16938.88671875,16947.35546875,16950.759765625,2023,1,8,4,Sunday,16953.771484375,16938.88671875,14.884765625,-3.404296875,3.01171875,-8.46875,-8.46875,6.416015625,UP,16940.420502155146,16910.225046294887,16792.012043124436,16639.59438551986
2023-01-08,16967.3203125,16937.802734375,16951.603515625,16939.84765625,2023,1,8,8,Sunday,16967.3203125,16937.802734375,29.517578125,11.755859375,15.716796875,-2.044921875,-13.80078125,15.716796875,DOWN,16940.27729067886,16913.927872539276,16797.80951814897,16642.581980253493
2023-01-08,16997.98046875,16928.17578125,16938.916015625,16992.5,2023,1,8,12,Sunday,16997.98046875,16928.17578125,69.8046875,-53.583984375,5.48046875,-10.740234375,-10.740234375,59.064453125,UP,16953.332968009145,16923.749388471864,16805.444439005874,16646.063751594254
