,high,low,open,close,year,month,day,hour,minute
2015-10-06,8180.45,8130.1,8180.45,8149.9,2015,10,6,9,15
2015-10-07,8170.0,8133.95,8146.2,8158.1,2015,10,7,9,15
2015-10-08,8196.75,8148.5,8196.75,8157.15,2015,10,8,9,15
2015-10-09,8223.9,8184.85,8187.65,8208.2,2015,10,9,9,15
2015-10-12,8243.95,8172.55,8231.5,8203.45,2015,10,12,9,15
2015-10-13,8150.15,8116.05,8121.7,8117.05,2015,10,13,9,15
2015-10-14,8127.95,8096.9,8102.4,8124.65,2015,10,14,9,15
2015-10-15,8161.0,8130.85,8134.35,8152.8,2015,10,15,9,15
2015-10-16,8195.95,8155.45,8193.65,8160.6,2015,10,16,9,15
2015-10-19,8263.45,8239.5,8262.55,8251.45,2015,10,19,9,15
2015-10-20,8281.3,8258.75,8281.3,8261.6,2015,10,20,9,15
2015-10-21,8285.15,8256.85,8258.35,8278.5,2015,10,21,9,15
2015-10-23,8327.05,8308.25,8308.25,8313.3,2015,10,23,9,15
2015-10-26,8335.35,8304.4,8333.65,8306.6,2015,10,26,9,15
2015-10-27,8240.9,8227.9,8232.35,8239.15,2015,10,27,9,15
2015-10-28,8207.6,8182.3,8188.9,8200.45,2015,10,28,9,15
2015-10-29,8177.75,8136.1,8177.0,8142.3,2015,10,29,9,15
2015-10-30,8124.95,8093.1,8123.55,8111.05,2015,10,30,9,15
2015-11-02,8059.45,8025.25,8055.65,8041.35,2015,11,2,9,15
2015-11-03,8099.5,8070.25,8085.95,8088.4,2015,11,3,9,15
2015-11-04,8115.7,8089.35,8104.9,8093.4,2015,11,4,9,15
2015-11-05,8029.4,8001.0,8029.4,8018.35,2015,11,5,9,15
2015-11-06,8002.4,7949.55,7956.55,7967.85,2015,11,6,9,15
2015-11-09,7839.05,7772.8,7788.25,7832.75,2015,11,9,9,15
2015-11-10,7884.8,7855.75,7877.6,7875.15,2015,11,10,9,15
2015-11-11,7847.5,7748.8,7783.35,7828.85,2015,11,11,17,30
2015-11-13,7767.1,7741.2,7762.45,7763.85,2015,11,13,9,15
2015-11-16,7749.2,7723.95,7732.95,7729.4,2015,11,16,9,15
2015-11-17,7848.75,7822.5,7848.75,7835.35,2015,11,17,9,15
2015-11-18,7843.25,7813.65,7817.0,7838.2,2015,11,18,9,15
2015-11-19,7790.1,7765.55,7788.8,7774.45,2015,11,19,9,15
2015-11-20,7846.7,7825.7,7841.9,7841.85,2015,11,20,9,15
2015-11-23,7877.35,7851.25,7871.15,7866.75,2015,11,23,9,15
2015-11-24,7849.2,7813.55,7837.0,7848.2,2015,11,24,9,15
2015-11-26,7861.95,7836.05,7837.15,7861.95,2015,11,26,9,15
2015-11-27,7910.6,7879.5,7910.6,7905.05,2015,11,27,9,15
2015-11-30,7963.7,7927.65,7940.0,7954.6,2015,11,30,9,15
2015-12-01,7972.05,7957.4,7958.15,7964.25,2015,12,1,9,15
2015-12-02,7976.65,7957.0,7976.65,7968.95,2015,12,2,9,15
2015-12-03,7912.3,7894.75,7901.15,7899.4,2015,12,3,9,15
2015-12-04,7817.7,7787.85,7817.6,7805.2,2015,12,4,9,15
2015-12-07,7825.35,7799.2,7818.2,7810.05,2015,12,7,9,15
2015-12-08,7761.85,7735.3,7738.5,7758.1,2015,12,8,9,15
2015-12-09,7702.8,7674.15,7695.5,7695.9,2015,12,9,9,15
2015-12-10,7651.3,7619.6,7643.3,7625.45,2015,12,10,9,15
2015-12-11,7702.8,7660.0,7699.45,7673.65,2015,12,11,9,15
2015-12-14,7596.7,7553.4,7558.2,7579.85,2015,12,14,9,15
2015-12-15,7662.85,7628.35,7659.4,7638.95,2015,12,15,9,15
2015-12-16,7735.0,7716.1,7725.25,7724.35,2015,12,16,9,15
2015-12-17,7799.8,7757.95,7784.3,7758.35,2015,12,17,9,15
2015-12-18,7835.95,7809.75,7828.9,7827.25,2015,12,18,9,15
2015-12-21,7770.7,7739.15,7745.65,7758.4,2015,12,21,9,15
2015-12-22,7829.65,7802.1,7829.4,7809.35,2015,12,22,9,15
2015-12-23,7853.2,7826.55,7830.45,7847.3,2015,12,23,9,15
2015-12-24,7888.75,7858.65,7888.75,7861.3,2015,12,24,9,15
2015-12-28,7898.2,7864.45,7865.1,7895.75,2015,12,28,9,15
2015-12-29,7942.1,7924.4,7928.95,7929.15,2015,12,29,9,15
2015-12-30,7941.3,7931.2,7940.35,7932.45,2015,12,30,9,15
2015-12-31,7909.4,7892.55,7897.65,7895.1,2015,12,31,9,15
2016-01-01,7939.25,7909.95,7938.45,7923.6,2016,1,1,9,15
2016-01-04,7933.95,7902.95,7924.55,7931.55,2016,1,4,9,15
2016-01-05,7831.1,7795.75,7828.4,7798.95,2016,1,5,9,15
2016-01-06,7788.05,7759.4,7788.05,7767.85,2016,1,6,9,15
2016-01-07,7673.35,7623.55,7673.35,7626.65,2016,1,7,9,15
2016-01-08,7633.25,7595.5,7611.65,7603.75,2016,1,8,9,15
2016-01-11,7527.45,7494.55,7527.45,7500.7,2016,1,11,9,15
2016-01-12,7587.2,7554.8,7587.2,7561.55,2016,1,12,9,15
2016-01-13,7581.15,7551.4,7562.8,7578.0,2016,1,13,9,15
2016-01-14,7493.6,7444.15,7470.95,7487.55,2016,1,14,9,15
2016-01-15,7565.85,7530.65,7561.65,7530.65,2016,1,15,9,15
2016-01-18,7463.35,7405.95,7425.3,7427.45,2016,1,18,9,15
2016-01-19,7392.95,7364.4,7381.8,7374.6,2016,1,19,9,15
2016-01-20,7419.95,7298.2,7350.1,7302.6,2016,1,20,9,15
2016-01-21,7398.15,7344.35,7376.65,7353.85,2016,1,21,9,15
2016-01-22,7360.65,7328.15,7355.7,7348.55,2016,1,22,9,15
2016-01-25,7487.1,7449.6,7468.75,7483.75,2016,1,25,9,15
2016-01-27,7475.85,7420.05,7474.4,7422.8,2016,1,27,9,15
2016-01-28,7446.6,7412.9,7426.5,7438.55,2016,1,28,9,15
2016-01-29,7479.35,7409.3,7413.35,7450.9,2016,1,29,9,15
2016-02-01,7590.55,7557.0,7589.5,7565.7,2016,2,1,9,15
2016-02-02,7568.25,7552.85,7566.65,7560.85,2016,2,2,9,15
2016-02-03,7404.3,7370.3,7392.45,7402.55,2016,2,3,9,15
2016-02-04,7431.6,7411.45,7411.45,7424.95,2016,2,4,9,15
2016-02-05,7443.85,7406.85,7418.25,7441.25,2016,2,5,9,15
2016-02-08,7496.5,7473.8,7489.7,7482.05,2016,2,8,9,15
2016-02-09,7319.6,7281.5,7299.85,7303.05,2016,2,9,9,15
2016-02-10,7270.45,7232.8,7260.45,7238.0,2016,2,10,9,15
2016-02-11,7208.0,7163.05,7208.0,7165.4,2016,2,11,9,15
2016-02-12,7025.4,6953.1,7023.65,6979.45,2016,2,12,9,15
2016-02-15,7117.3,7057.35,7057.35,7104.6,2016,2,15,9,15
2016-02-16,7198.55,7123.75,7198.55,7136.1,2016,2,16,9,15
2016-02-17,7058.15,6986.5,7058.15,6988.2,2016,2,17,9,15
2016-02-18,7210.2,7177.2,7177.4,7205.55,2016,2,18,9,15
2016-02-19,7196.5,7146.05,7170.55,7172.95,2016,2,19,9,15
2016-02-22,7234.3,7201.35,7213.6,7234.3,2016,2,22,9,15
2016-02-23,7240.3,7179.5,7240.3,7179.6,2016,2,23,9,15
2016-02-24,7079.85,7053.35,7075.0,7055.6,2016,2,24,9,15
2016-02-25,7032.9,6998.05,7029.85,7014.2,2016,2,25,9,15
2016-02-26,7052.3,7008.65,7039.3,7019.2,2016,2,26,9,15
2016-02-29,7052.1,7006.35,7050.45,7021.35,2016,2,29,9,15
2016-03-01,7117.55,7038.25,7038.25,7113.0,2016,3,1,9,15
2016-03-02,7350.5,7308.4,7321.7,7319.2,2016,3,2,9,15
2016-03-03,7445.55,7415.4,7422.2,7416.2,2016,3,3,9,15
2016-03-04,7502.55,7444.85,7502.35,7453.65,2016,3,4,9,15
2016-03-08,7524.2,7484.85,7486.4,7521.15,2016,3,8,9,15
2016-03-09,7447.45,7424.65,7436.1,7446.95,2016,3,9,9,15
2016-03-10,7547.05,7510.05,7547.05,7511.4,2016,3,10,9,15
2016-03-11,7529.9,7475.9,7488.15,7520.3,2016,3,11,9,15
2016-03-14,7583.15,7542.6,7542.6,7570.2,2016,3,14,9,15
2016-03-15,7538.75,7501.75,7535.85,7523.1,2016,3,15,9,15
2016-03-16,7470.25,7433.95,7459.75,7443.8,2016,3,16,9,15
2016-03-17,7585.1,7557.25,7557.4,7583.15,2016,3,17,9,15
2016-03-18,7543.3,7517.95,7534.65,7520.25,2016,3,18,9,15
2016-03-21,7642.75,7619.2,7619.2,7633.35,2016,3,21,9,15
2016-03-22,7710.75,7669.2,7699.95,7674.35,2016,3,22,9,15
2016-03-23,7712.4,7686.2,7712.4,7697.85,2016,3,23,9,15
2016-03-28,7742.7,7703.5,7741.0,7705.3,2016,3,28,9,15
2016-03-29,7640.7,7602.5,7606.55,7637.4,2016,3,29,9,15
2016-03-30,7665.15,7643.65,7651.1,7647.55,2016,3,30,9,15
2016-03-31,7754.15,7726.85,7727.65,7738.75,2016,3,31,9,15
2016-04-01,7731.4,7699.75,7718.05,7726.25,2016,4,1,9,15
2016-04-04,7757.45,7729.95,7729.95,7742.35,2016,4,4,9,15
2016-04-05,7736.3,7715.8,7736.3,7723.2,2016,4,5,9,15
2016-04-06,7638.05,7594.35,7638.05,7616.1,2016,4,6,9,15
2016-04-07,7630.4,7558.15,7630.4,7563.85,2016,4,7,9,15
2016-04-08,7553.85,7526.95,7542.05,7537.35,2016,4,8,9,15
2016-04-11,7579.8,7555.25,7576.3,7559.15,2016,4,11,9,15
2016-04-12,7701.5,7664.15,7670.5,7698.0,2016,4,12,9,15
2016-04-13,7823.25,7773.0,7776.3,7816.3,2016,4,13,9,15
2016-04-18,7912.3,7843.2,7908.1,7862.2,2016,4,18,9,15
2016-04-20,7946.0,7906.7,7946.0,7938.1,2016,4,20,9,15
2016-04-21,7978.4,7956.35,7956.35,7972.8,2016,4,21,9,15
2016-04-22,7898.9,7873.45,7891.8,7893.8,2016,4,22,9,15
2016-04-25,7910.4,7872.35,7894.8,7883.25,2016,4,25,9,15
2016-04-26,7838.8,7822.75,7828.2,7826.05,2016,4,26,9,15
2016-04-27,7974.6,7941.2,7942.0,7967.85,2016,4,27,9,15
2016-04-28,7989.95,7960.2,7967.4,7979.15,2016,4,28,9,15
2016-04-29,7868.55,7822.15,7842.4,7868.55,2016,4,29,9,15
2016-05-02,7822.7,7787.05,7822.7,7798.8,2016,5,2,9,15
2016-05-03,7889.95,7821.35,7824.8,7882.7,2016,5,3,9,15
2016-05-04,7737.9,7712.35,7723.9,7716.55,2016,5,4,9,15
2016-05-05,7741.05,7716.35,7731.0,7730.6,2016,5,5,9,15
2016-05-06,7717.65,7678.75,7717.65,7691.7,2016,5,6,9,15
2016-05-09,7824.5,7755.25,7755.25,7814.1,2016,5,9,9,15
2016-05-10,7873.5,7843.45,7871.0,7847.0,2016,5,10,9,15
2016-05-11,7858.4,7781.1,7804.65,7856.8,2016,5,11,9,15
2016-05-12,7915.9,7871.45,7871.45,7913.2,2016,5,12,9,15
2016-05-13,7879.85,7820.8,7879.45,7837.3,2016,5,13,9,15
2016-05-16,7844.85,7797.0,7831.2,7812.1,2016,5,16,9,15
2016-05-17,7914.1,7895.25,7896.85,7903.2,2016,5,17,9,15
2016-05-18,7846.75,7826.8,7846.75,7840.75,2016,5,18,9,15
2016-05-19,7875.5,7827.7,7875.5,7836.55,2016,5,19,9,15
2016-05-20,7810.65,7773.55,7792.2,7803.95,2016,5,20,9,15
2016-05-23,7816.3,7761.65,7813.95,7766.5,2016,5,23,9,15
2016-05-24,7737.4,7715.85,7737.4,7732.55,2016,5,24,9,15
2016-05-25,7860.1,7811.8,7811.8,7858.75,2016,5,25,9,15
2016-05-26,7986.15,7948.85,7974.45,7973.05,2016,5,26,9,15
2016-05-27,8135.9,8080.2,8081.95,8131.75,2016,5,27,9,15
2016-05-30,8199.9,8165.95,8166.5,8186.05,2016,5,30,9,15
2016-05-31,8210.35,8175.05,8209.85,8179.3,2016,5,31,9,15
2016-06-01,8196.95,8174.25,8179.2,8190.45,2016,6,1,9,15
2016-06-02,8185.55,8157.35,8157.35,8169.05,2016,6,2,9,15
2016-06-03,8261.9,8241.1,8246.2,8254.85,2016,6,3,9,15
2016-06-06,8234.45,8215.7,8228.75,8226.25,2016,6,6,9,15
2016-06-07,8236.35,8222.35,8233.7,8223.6,2016,6,7,9,15
2016-06-08,8288.0,8262.65,8285.5,8269.45,2016,6,8,9,15
2016-06-09,8269.95,8247.4,8269.7,8252.05,2016,6,9,9,15
2016-06-10,8199.7,8180.25,8180.25,8199.7,2016,6,10,9,15
2016-06-13,8111.45,8091.4,8102.25,8099.85,2016,6,13,9,15
2016-06-14,8134.4,8097.25,8134.4,8102.85,2016,6,14,9,15
2016-06-15,8147.45,8123.35,8136.5,8131.2,2016,6,15,9,15
2016-06-16,8180.65,8128.9,8180.65,8142.85,2016,6,16,9,15
2016-06-17,8195.1,8168.2,8176.65,8171.45,2016,6,17,9,15
2016-06-20,8173.8,8108.35,8115.75,8162.1,2016,6,20,9,15
2016-06-21,8257.15,8210.2,8256.6,8221.8,2016,6,21,9,15
2016-06-22,8226.05,8208.4,8215.25,8225.95,2016,6,22,9,15
2016-06-23,8212.1,8192.75,8202.25,8198.15,2016,6,23,9,15
2016-06-24,8058.15,7977.0,8017.6,8016.4,2016,6,24,9,15
2016-06-27,8100.5,8039.35,8039.35,8098.45,2016,6,27,9,15
2016-06-28,8124.7,8091.65,8094.85,8122.5,2016,6,28,9,15
2016-06-29,8176.15,8162.4,8172.65,8173.2,2016,6,29,9,15
2016-06-30,8270.45,8255.25,8262.3,8264.1,2016,6,30,9,15
2016-07-01,8344.75,8311.6,8314.45,8339.2,2016,7,1,9,15
2016-07-04,8388.55,8373.25,8377.35,8380.4,2016,7,4,9,15
2016-07-05,8380.2,8347.6,8378.95,8356.05,2016,7,5,9,15
