,Date,Open,High,Low,Close,Prev. Close,Change,% Change,open %change,low %change,high %change
198,19-AUG-2024,14.4025,14.83,13.1975,14.315,14.4025,-0.09,-0.61,-6.689342403628122,9.41043083900227,-6.689342403628122
199,20-AUG-2024,14.315,14.315,11.425,13.82,14.315,-0.49,-3.46,-0.6075334143377911,7.759069605971184,-3.5757680958167026
200,21-AUG-2024,13.82,14.045,11.8225,13.3325,13.82,-0.49,-3.53,-3.4579112818721565,16.730702060775407,-3.4579112818721565
201,22-AUG-2024,13.3325,13.7825,10.9575,13.0,13.3325,-0.33,-2.49,-3.527496382054998,10.926193921852386,-5.155571635311146
202,23-AUG-2024,13.0,13.62,10.84,13.5525,13.0,0.55,4.25,-2.493905869116817,15.319707481717613,-5.869116819801243
203,26-AUG-2024,13.5525,13.9925,12.01,13.795,13.5525,0.24,1.79,4.250000000000002,20.86538461538462,-0.5192307692307616
204,27-AUG-2024,13.795,14.01,12.71,13.6325,13.795,-0.16,-1.18,1.7893377605607799,13.171001660210294,-1.4572957019000168
205,28-AUG-2024,13.6325,14.085,12.035,13.95,13.6325,0.32,2.33,-1.177963030083361,6.6872055092424745,-2.7364987314244256
206,29-AUG-2024,13.95,14.135,12.4825,13.7875,13.95,-0.16,-1.16,2.32899321474417,14.047313405464875,-0.9902805794975357
207,30-AUG-2024,13.7875,13.905,12.54,13.3925,13.7875,-0.39,-2.86,-1.1648745519713237,9.354838709677418,-2.4910394265232987
208,02-SEP-2024,13.3925,14.25,12.6275,14.06,13.3925,0.67,4.98,-2.8649138712601965,6.183136899365374,-3.7171350861287347
209,03-SEP-2024,14.06,14.15,12.69,13.8425,14.06,-0.22,-1.55,4.984132910210942,10.696285234272922,-1.4187044987866306
210,04-SEP-2024,13.8425,14.555,12.805,14.3775,13.8425,0.54,3.86,-1.5469416785206338,8.197012802275959,-2.1870554765291677
211,05-SEP-2024,14.3775,14.3775,13.335,14.2075,14.3775,-0.17,-1.18,3.8649087953765586,11.359942206971283,-1.2822828246342801
212,06-SEP-2024,14.2075,15.6725,12.3525,15.2175,14.2075,1.01,7.11,-1.1824030603373321,6.068509824378361,-1.1824030603373321
213,09-SEP-2024,15.2175,15.5625,14.11,14.2375,15.2175,-0.98,-6.44,7.108921344360372,20.16540559563611,-3.202533872954426
214,10-SEP-2024,14.2375,14.2375,12.1675,13.36,14.2375,-0.88,-6.16,-6.43995400032856,0.8378511582060213,-8.70708066370954
215,11-SEP-2024,13.36,13.765,11.325,13.6275,13.36,0.27,2.0,-6.163301141352072,8.375768217734848,-6.163301141352072
216,12-SEP-2024,13.6275,13.6275,11.14,13.1825,13.6275,-0.45,-3.27,2.0022455089820363,17.234281437125752,-1.029191616766475
217,13-SEP-2024,13.1825,13.1825,12.4675,12.55,13.1825,-0.63,-4.8,-3.2654558796551116,14.988075582461924,-3.2654558796551116
218,16-SEP-2024,12.55,12.955,12.31,12.46,12.55,-0.09,-0.72,-4.798027688223012,0.6258296984638828,-4.798027688223012
219,17-SEP-2024,12.46,12.75,11.8825,12.59,12.46,0.13,1.04,-0.7171314741035845,1.1952191235059788,-3.9442231075697145
220,18-SEP-2024,12.59,13.8475,12.26,13.3725,12.59,0.78,6.22,1.0433386837881138,5.678170144462276,-1.2841091492776897
221,19-SEP-2024,13.3725,13.3725,12.1,12.47,13.3725,-0.9,-6.75,6.215250198570299,8.836378077839562,-3.772835583796661
222,20-SEP-2024,12.47,13.11,10.9025,12.79,12.47,0.32,2.57,-6.748925032716395,2.7668723125817984,-6.748925032716395
223,23-SEP-2024,12.79,14.03,12.4275,13.785,12.79,1.0,7.78,2.566158781074567,15.13632718524458,-2.566158781074581
224,24-SEP-2024,13.785,14.105,12.7425,13.3925,13.785,-0.39,-2.85,7.77951524628617,10.613760750586396,-1.9155590304925665
225,25-SEP-2024,13.3925,13.61,8.98,12.7425,13.3925,-0.65,-4.85,-2.8472977874501275,4.71527022125499,-5.168661588683355
226,26-SEP-2024,12.7425,12.7425,11.3525,12.0025,12.7425,-0.74,-5.81,-4.853462759006909,28.094082508866897,-6.477506066828447
227,27-SEP-2024,12.0025,12.08,10.5025,11.9625,12.0025,-0.04,-0.33,-5.807337649597804,5.101039827349424,-5.807337649597804
228,30-SEP-2024,11.9625,13.2375,11.6,12.7875,11.9625,0.82,6.9,-0.3332639033534609,12.164132472401592,-0.97896271610081
229,01-OCT-2024,12.7875,12.7875,11.7125,11.9875,12.7875,-0.8,-6.26,6.896551724137925,9.926854754440962,-3.7617554858934255
230,03-OCT-2024,11.9875,13.9275,11.685,13.17,11.9875,1.18,9.86,-6.256109481915925,2.150537634408605,-6.256109481915925
231,04-OCT-2024,13.17,14.48,12.285,14.1275,13.17,0.96,7.27,9.864442127215844,12.387904066736178,-6.31908237747654
232,07-OCT-2024,14.1275,15.5,13.6175,15.08,14.1275,0.95,6.74,7.270311313591494,13.99012908124525,-2.6765375854214195
233,08-OCT-2024,15.08,15.555,13.8775,14.5875,15.08,-0.49,-3.27,6.742169527517258,10.352150061935944,-2.9729251459918595
234,09-OCT-2024,14.5875,14.5875,12.7,14.1225,14.5875,-0.46,-3.19,-3.265915119363393,4.708222811671093,-6.415782493368696
235,10-OCT-2024,14.1225,14.1225,11.7275,13.495,14.1225,-0.63,-4.44,-3.187660668380462,9.751499571550994,-3.187660668380462
236,11-OCT-2024,13.495,13.7025,11.535,13.22,13.495,-0.27,-2.04,-4.443264294565418,12.51548946716233,-4.443264294565418
237,14-OCT-2024,13.22,13.735,12.915,12.995,13.22,-0.23,-1.7,-2.037791774731372,12.48610596517229,-3.575398295665061
238,15-OCT-2024,12.995,13.3625,10.9225,13.0025,12.995,0.01,0.06,-1.7019667170953208,0.6051437216338886,-5.597579425113466
239,16-OCT-2024,13.0025,13.56,11.435,13.0525,13.0025,0.05,0.38,0.05771450557907106,16.006156213928435,-2.7702962677953153
240,17-OCT-2024,13.0525,13.465,11.0625,13.3875,13.0525,0.33,2.57,0.38454143433955557,12.439915400884443,-3.9030955585464358
241,18-OCT-2024,13.3875,14.06,12.8675,13.0375,13.3875,-0.35,-2.61,2.56655813062631,17.812679563302044,-0.593755985443406
242,21-OCT-2024,13.0375,14.195,12.5525,13.7625,13.0375,0.72,5.56,-2.614379084967318,1.2698412698412693,-7.637721755368821
243,22-OCT-2024,13.7625,14.515,9.47,14.395,13.7625,0.63,4.6,5.560882070949182,9.280920421860014,-3.3173537871524528
244,23-OCT-2024,14.395,15.0325,11.74,14.6225,14.395,0.23,1.58,4.595821980018168,35.78564940962761,-0.8719346049046395
245,24-OCT-2024,14.6225,14.8975,12.695,13.97,14.6225,-0.65,-4.46,1.5804098645363036,20.024313997915947,-2.8482111844390423
246,25-OCT-2024,13.97,15.08,13.35,14.6325,13.97,0.66,4.74,-4.462301248076593,8.719439220379554,-6.34296460933493
247,28-OCT-2024,14.6325,15.4775,13.535,14.29,14.6325,-0.34,-2.34,4.74230493915533,9.18038654259127,-3.203292770221902
248,29-OCT-2024,14.29,15.0275,13.5575,14.515,14.29,0.23,1.57,-2.3406799931659052,5.159747138219709,-8.115496326670083
249,30-OCT-2024,14.515,15.7,14.28,15.51,14.515,0.99,6.85,1.5745276417074978,6.700489853044096,-3.5864240727781618
250,31-OCT-2024,15.51,16.24,14.6525,15.55,15.51,0.04,0.26,6.8549776093696115,8.473992421632797,-1.308990699276607
251,01-NOV-2024,15.55,16.125,13.6325,15.9025,15.55,0.35,2.27,0.25789813023856173,5.7865892972276,-4.448742746615072
