datetime,open,high,low,close,adj close,volume,year,month,day,day_name,minute,hour,max,min,difference,candle_body,high_shadow,low_shadow,low-open,high-open,trend,15_EMA,50_EMA,200_EMA
2024-01-01 10:00:00+00:00,42648.546875,42743.38671875,42645.5703125,42696.95703125,42696.95703125,0,2024,1,1,Monday,0,10,42743.38671875,42645.5703125,97.81640625,-48.41015625,46.4296875,-2.9765625,-2.9765625,94.83984375,UP,42503.14006836717,42482.83152622469,42478.43232989375
2024-01-01 11:00:00+00:00,42698.19921875,42759.21875,42606.07421875,42687.30859375,42687.30859375,252281856,2024,1,1,Monday,0,11,42759.21875,42606.07421875,153.14453125,10.890625,61.01953125,-81.234375,-92.125,61.01953125,DOWN,42526.16113404002,42490.8502347551,42480.510700678395
2024-01-01 12:00:00+00:00,42687.9140625,42761.0546875,42631.16015625,42664.109375,42664.109375,0,2024,1,1,Monday,0,12,42761.0546875,42631.16015625,129.89453125,23.8046875,73.140625,-32.94921875,-56.75390625,73.140625,DOWN,42543.404664160014,42497.64471084313,42482.33755315921
2024-01-01 13:00:00+00:00,42670.28515625,42740.578125,42643.95703125,42740.578125,42740.578125,0,2024,1,1,Monday,0,13,42740.578125,42643.95703125,96.62109375,-70.29296875,0.0,-26.328125,-26.328125,70.29296875,UP,42568.051346765016,42507.1715113983,42484.907111087974
2024-01-01 14:00:00+00:00,42733.0390625,42733.0390625,42594.3046875,42622.375,42622.375,12092416,2024,1,1,Monday,0,14,42733.0390625,42594.3046875,138.734375,110.6640625,0.0,-28.0703125,-138.734375,0.0,DOWN,42574.84180341939,42511.68929526504,42486.27495077864
2024-01-01 15:00:00+00:00,42630.3203125,42831.00390625,42606.21484375,42780.91796875,42780.91796875,26588160,2024,1,1,Monday,0,15,42831.00390625,42606.21484375,224.7890625,-150.59765625,50.0859375,-24.10546875,-24.10546875,200.68359375,UP,42600.601324085714,42522.24728246053,42489.20672210174
2024-01-01 16:00:00+00:00,42787.1796875,42854.27734375,42686.40625,42727.890625,42727.890625,47306752,2024,1,1,Monday,0,16,42854.27734375,42686.40625,167.87109375,59.2890625,67.09765625,-41.484375,-100.7734375,67.09765625,DOWN,42616.5124867,42530.311727265995,42491.581686309684
2024-01-01 17:00:00+00:00,42723.43359375,42836.46875,42718.09375,42819.28515625,42819.28515625,0,2024,1,1,Monday,0,17,42836.46875,42718.09375,118.375,-95.8515625,17.18359375,-5.33984375,-5.33984375,113.03515625,UP,42641.85907039375,42541.6440185987,42494.842417353866
2024-01-01 18:00:00+00:00,42822.37109375,43192.125,42822.37109375,43120.453125,43120.453125,691495936,2024,1,1,Monday,0,18,43192.125,42822.37109375,369.75390625,-298.08203125,71.671875,0.0,0.0,369.75390625,UP,42701.683327219536,42564.34241492816,42501.0673995195
2024-01-01 19:00:00+00:00,43150.078125,43544.48046875,43120.02734375,43529.83984375,43529.83984375,624076800,2024,1,1,Monday,0,19,43544.48046875,43120.02734375,424.453125,-379.76171875,14.640625,-30.05078125,-30.05078125,394.40234375,UP,42805.20289178584,42602.20505919569,42511.30394125314
2024-01-01 20:00:00+00:00,43532.08203125,43826.2265625,43532.08203125,43677.93359375,43677.93359375,926722048,2024,1,1,Monday,0,20,43826.2265625,43532.08203125,294.14453125,-145.8515625,148.29296875,0.0,0.0,294.14453125,UP,42914.29422953136,42644.3904919233,42522.91219650187
2024-01-01 21:00:00+00:00,43696.92578125,43770.40625,43494.4765625,43598.37109375,43598.37109375,300529664,2024,1,1,Monday,0,21,43770.40625,43494.4765625,275.9296875,98.5546875,73.48046875,-103.89453125,-202.44921875,73.48046875,DOWN,42999.80383755869,42681.8014959165,42533.61328005658
2024-01-01 22:00:00+00:00,43631.3046875,43631.3046875,43419.23828125,43534.27734375,43534.27734375,0,2024,1,1,Monday,0,22,43631.3046875,43419.23828125,212.06640625,97.02734375,0.0,-115.0390625,-212.06640625,0.0,DOWN,43066.6130258326,42715.231921321734,42543.57013641174
2024-01-01 23:00:00+00:00,43538.81640625,44175.4375,43538.81640625,44150.7109375,44150.7109375,950880256,2024,1,1,Monday,0,23,44175.4375,43538.81640625,636.62109375,-611.89453125,24.7265625,0.0,0.0,636.62109375,UP,43202.12526479103,42771.525216073824,42559.56158716884
2024-01-02 00:00:00+00:00,44187.140625,45069.9609375,44176.94921875,45069.9609375,45069.9609375,2670448640,2024,1,2,Tuesday,0,0,45069.9609375,44176.94921875,893.01171875,-882.8203125,0.0,-10.19140625,-10.19140625,882.8203125,UP,43435.60472387965,42861.6599502474,42584.54068518209
2024-01-02 01:00:00+00:00,45121.18359375,45381.2578125,44754.21875,44883.6640625,44883.6640625,2205095936,2024,1,2,Tuesday,0,1,45381.2578125,44754.21875,627.0390625,237.51953125,260.07421875,-129.4453125,-366.96484375,260.07421875,DOWN,43616.612141207195,42940.954229159266,42607.417534707645
2024-01-02 02:00:00+00:00,44882.65625,45398.49609375,44882.65625,45398.49609375,45398.49609375,1181814784,2024,1,2,Tuesday,0,2,45398.49609375,44882.65625,515.83984375,-515.83984375,0.0,0.0,0.0,515.83984375,UP,43839.347635275044,43037.32841992753,42635.18946066827
2024-01-02 03:00:00+00:00,45412.6640625,45474.234375,45224.28125,45421.73046875,45421.73046875,1125044224,2024,1,2,Tuesday,0,3,45474.234375,45224.28125,249.953125,-9.06640625,52.50390625,-188.3828125,-188.3828125,61.5703125,UP,44037.14548945941,43130.83438262645,42662.91623686809
2024-01-02 04:00:00+00:00,45426.203125,45460.75,45215.11328125,45216.74609375,45216.74609375,678227968,2024,1,2,Tuesday,0,4,45460.75,45215.11328125,245.63671875,209.45703125,34.546875,-1.6328125,-211.08984375,34.546875,DOWN,44184.59556499574,43212.634841886196,42688.327479225125
2024-01-02 05:00:00+00:00,45221.3359375,45355.33984375,45177.64453125,45206.21875,45206.21875,560410624,2024,1,2,Tuesday,0,5,45355.33984375,45177.64453125,177.6953125,15.1171875,134.00390625,-28.57421875,-43.69140625,134.00390625,DOWN,44312.298463121275,43290.8146029887,42713.381123710446
2024-01-02 06:00:00+00:00,45207.3515625,45325.8046875,45170.265625,45270.16796875,45270.16796875,402032640,2024,1,2,Tuesday,0,6,45325.8046875,45170.265625,155.5390625,-62.81640625,55.63671875,-37.0859375,-37.0859375,118.453125,UP,44432.032151324864,43368.43630360679,42738.821788835216
2024-01-02 07:00:00+00:00,45232.63671875,45556.8828125,45225.96484375,45499.88671875,45499.88671875,1324216320,2024,1,2,Tuesday,0,7,45556.8828125,45225.96484375,330.91796875,-267.25,56.99609375,-6.671875,-6.671875,324.24609375,UP,44565.51397225301,43452.02259439672,42766.29507171994
2024-01-02 08:00:00+00:00,45502.23046875,45868.81640625,45384.94921875,45802.05078125,45802.05078125,1672241152,2024,1,2,Tuesday,0,8,45868.81640625,45384.94921875,483.8671875,-299.8203125,66.765625,-117.28125,-117.28125,366.5859375,UP,44720.08107337763,43544.18056250861,42796.50159619288
2024-01-02 09:00:00+00:00,45806.7421875,45899.70703125,45672.62109375,45712.078125,45712.078125,787615744,2024,1,2,Tuesday,0,9,45899.70703125,45672.62109375,227.0859375,94.6640625,92.96484375,-39.45703125,-134.12109375,92.96484375,DOWN,44844.08070483043,43629.19615319455,42825.512307922305
2024-01-02 10:00:00+00:00,45719.36328125,45731.4765625,45504.69921875,45564.421875,45564.421875,643573760,2024,1,2,Tuesday,0,10,45731.4765625,45504.69921875,226.77734375,154.94140625,12.11328125,-59.72265625,-214.6640625,12.11328125,DOWN,44934.123351101625,43705.087357971235,42852.76513943551
2024-01-02 11:00:00+00:00,45605.95703125,45699.41796875,45270.51953125,45443.24609375,45443.24609375,929728512,2024,1,2,Tuesday,0,11,45699.41796875,45270.51953125,428.8984375,162.7109375,93.4609375,-172.7265625,-335.4375,93.4609375,DOWN,44997.76369393267,43773.25044564884,42878.54106932919
2024-01-02 12:00:00+00:00,45461.49609375,45596.05859375,45323.76171875,45334.21875,45334.21875,789995520,2024,1,2,Tuesday,0,12,45596.05859375,45323.76171875,272.296875,127.27734375,134.5625,-10.45703125,-137.734375,134.5625,DOWN,45039.820575941085,43834.464888956725,42902.97567311697
2024-01-02 13:00:00+00:00,45336.375,45731.03515625,45329.5390625,45699.88671875,45699.88671875,1019375616,2024,1,2,Tuesday,0,13,45731.03515625,45329.5390625,401.49609375,-363.51171875,31.1484375,-6.8359375,-6.8359375,394.66015625,UP,45122.3288437922,43907.618686203525,42930.80563377004
2024-01-02 14:00:00+00:00,45712.80859375,45809.12109375,45121.49609375,45256.07421875,45256.07421875,1562730496,2024,1,2,Tuesday,0,14,45809.12109375,45121.49609375,687.625,456.734375,96.3125,-134.578125,-591.3125,96.3125,DOWN,45139.04701566193,43960.499295322996,42953.94263461561
2024-01-02 15:00:00+00:00,45324.234375,45337.12890625,44890.9375,45201.42578125,45201.42578125,1849528320,2024,1,2,Tuesday,0,15,45337.12890625,44890.9375,446.19140625,122.80859375,12.89453125,-310.48828125,-433.296875,12.89453125,DOWN,45146.84436136043,44009.16307908484,42976.30565100003
2024-01-02 16:00:00+00:00,45221.66015625,45388.29296875,44945.74609375,45377.76171875,45377.76171875,1070211072,2024,1,2,Tuesday,0,16,45388.29296875,44945.74609375,442.546875,-156.1015625,10.53125,-275.9140625,-275.9140625,166.6328125,UP,45175.70903103413,44062.83361397367,43000.200736251274
2024-01-02 17:00:00+00:00,45391.9375,45391.9375,45006.6015625,45027.734375,45027.734375,723333120,2024,1,2,Tuesday,0,17,45391.9375,45006.6015625,385.3359375,364.203125,0.0,-21.1328125,-385.3359375,0.0,DOWN,45157.21219902986,44100.67285950411,43020.37520031843
2024-01-02 18:00:00+00:00,45004.8515625,45274.1015625,44984.78125,45155.07421875,45155.07421875,0,2024,1,2,Tuesday,0,18,45274.1015625,44984.78125,289.3203125,-150.22265625,119.02734375,-20.0703125,-20.0703125,269.25,UP,45156.94495149488,44142.021932415715,43041.61598657148
2024-01-02 19:00:00+00:00,45158.1328125,45236.2890625,44858.6015625,45065.26171875,45065.26171875,219197440,2024,1,2,Tuesday,0,19,45236.2890625,44858.6015625,377.6875,92.87109375,78.15625,-206.66015625,-299.53125,78.15625,DOWN,45145.48454740177,44178.227414232744,43061.75176500112
2024-01-02 20:00:00+00:00,45056.00390625,45168.24609375,44829.4921875,44849.109375,44849.109375,0,2024,1,2,Tuesday,0,20,45168.24609375,44829.4921875,338.75390625,206.89453125,112.2421875,-19.6171875,-226.51171875,112.2421875,DOWN,45108.43765085155,44204.53651073342,43079.53641783693
2024-01-02 21:00:00+00:00,44803.359375,45072.69921875,44703.5,45072.69921875,45072.69921875,474636288,2024,1,2,Tuesday,0,21,45072.69921875,44703.5,369.19921875,-269.33984375,0.0,-99.859375,-99.859375,269.33984375,UP,45103.970346838854,44238.58210712623,43099.36888351766
2024-01-02 22:00:00+00:00,45122.08203125,45268.91015625,44917.8828125,45005.37109375,45005.37109375,352014336,2024,1,2,Tuesday,0,22,45268.91015625,44917.8828125,351.02734375,116.7109375,146.828125,-87.48828125,-204.19921875,146.828125,DOWN,45091.645440202745,44268.65226346442,43118.334079639375
2024-01-02 23:00:00+00:00,45003.625,45054.0859375,44846.0625,44951.13671875,44951.13671875,0,2024,1,2,Tuesday,0,23,45054.0859375,44846.0625,208.0234375,52.48828125,50.4609375,-105.07421875,-157.5625,50.4609375,DOWN,45074.08185002115,44295.41635975013,43136.570921819584
2024-01-03 00:00:00+00:00,45002.2890625,45204.8515625,44892.390625,45147.28125,45147.28125,0,2024,1,3,Wednesday,0,0,45204.8515625,44892.390625,312.4609375,-144.9921875,57.5703125,-109.8984375,-109.8984375,202.5625,UP,45083.23177501851,44328.82282603444,43156.577989761674
2024-01-03 01:00:00+00:00,45151.0390625,45332.32421875,45149.62890625,45313.44921875,45313.44921875,0,2024,1,3,Wednesday,0,1,45332.32421875,45149.62890625,182.6953125,-162.41015625,18.875,-1.41015625,-1.41015625,181.28515625,UP,45112.00895548495,44367.43562574878,43178.03939502524
2024-01-03 02:00:00+00:00,45326.0625,45406.11328125,45252.98828125,45280.04296875,45280.04296875,0,2024,1,3,Wednesday,0,2,45406.11328125,45252.98828125,153.125,46.01953125,80.05078125,-27.0546875,-73.07421875,80.05078125,DOWN,45133.01320714308,44403.224149003734,43198.95485347027
2024-01-03 03:00:00+00:00,45302.50390625,45318.109375,45206.1953125,45264.6171875,45264.6171875,0,2024,1,3,Wednesday,0,3,45318.109375,45206.1953125,111.9140625,37.88671875,15.60546875,-58.421875,-96.30859375,15.60546875,DOWN,45149.463704687696,44437.004268160454,43219.50870754022
2024-01-03 04:00:00+00:00,45280.33984375,45288.9140625,45153.63671875,45193.87109375,45193.87109375,0,2024,1,3,Wednesday,0,4,45288.9140625,45153.63671875,135.27734375,86.46875,8.57421875,-40.234375,-126.703125,8.57421875,DOWN,45155.01462832048,44466.68532014436,43239.15410441793
2024-01-03 05:00:00+00:00,45196.19921875,45301.71875,45159.97265625,45194.21484375,45194.21484375,0,2024,1,3,Wednesday,0,5,45301.71875,45159.97265625,141.74609375,1.984375,105.51953125,-34.2421875,-36.2265625,105.51953125,DOWN,45159.91465524917,44495.21588969752,43258.60744510781
2024-01-03 06:00:00+00:00,45195.44140625,45376.39453125,45178.71484375,45361.0859375,45361.0859375,12666880,2024,1,3,Wednesday,0,6,45376.39453125,45178.71484375,197.6796875,-165.64453125,15.30859375,-16.7265625,-16.7265625,180.953125,UP,45185.06106553053,44529.17157784664,43279.52762911171
2024-01-03 07:00:00+00:00,45361.14453125,45394.4921875,45000.59375,45061.01171875,45061.01171875,0,2024,1,3,Wednesday,0,7,45394.4921875,45000.59375,393.8984375,300.1328125,33.34765625,-60.41796875,-360.55078125,33.34765625,DOWN,45169.55489718296,44550.0280539605,43297.25383895886
2024-01-03 08:00:00+00:00,45049.34765625,45209.82421875,45046.0703125,45209.82421875,45209.82421875,0,2024,1,3,Wednesday,0,8,45209.82421875,45046.0703125,163.75390625,-160.4765625,0.0,-3.27734375,-3.27734375,160.4765625,UP,45174.58856237884,44575.90241336401,43316.28439000156
2024-01-03 09:00:00+00:00,45208.6953125,45503.2421875,45208.6953125,45350.26953125,45350.26953125,0,2024,1,3,Wednesday,0,9,45503.2421875,45208.6953125,294.546875,-141.57421875,152.97265625,0.0,0.0,294.546875,UP,45196.54868348774,44606.269751320324,43336.52304812344
2024-01-03 10:00:00+00:00,45358.6015625,45394.53515625,45077.01953125,45170.87890625,45170.87890625,0,2024,1,3,Wednesday,0,10,45394.53515625,45077.01953125,317.515625,187.72265625,35.93359375,-93.859375,-281.58203125,35.93359375,DOWN,45193.33996133302,44628.411286807765,43354.77534521923
2024-01-03 11:00:00+00:00,45165.37890625,45189.5,43648.328125,43697.19921875,43697.19921875,2232494080,2024,1,3,Wednesday,0,11,45189.5,43648.328125,1541.171875,1468.1796875,24.12109375,-48.87109375,-1517.05078125,24.12109375,DOWN,45006.32236851014,44591.89316649177,43358.18254794093
2024-01-03 12:00:00+00:00,43645.5546875,43645.5546875,40813.53515625,42754.71484375,42754.71484375,9286793216,2024,1,3,Wednesday,0,12,43645.5546875,40813.53515625,2832.01953125,890.83984375,0.0,-1941.1796875,-2832.01953125,0.0,DOWN,44724.871427915125,44519.8469577568,43352.177894167886
2024-01-03 13:00:00+00:00,42819.4453125,42819.4453125,42396.6328125,42474.6796875,42474.6796875,1662619648,2024,1,3,Wednesday,0,13,42819.4453125,42396.6328125,422.8125,344.765625,0.0,-78.046875,-422.8125,0.0,DOWN,44443.597460363235,44439.64431970752,43343.44656872841
2024-01-03 14:00:00+00:00,42517.95703125,42539.80078125,42125.859375,42250.3046875,42250.3046875,153669632,2024,1,3,Wednesday,0,14,42539.80078125,42125.859375,413.94140625,267.65234375,21.84375,-124.4453125,-392.09765625,21.84375,DOWN,44169.43586375533,44353.787863542515,43332.569535084345
2024-01-03 15:00:00+00:00,42240.49609375,43022.3984375,42240.49609375,42995.14453125,42995.14453125,181723136,2024,1,3,Wednesday,0,15,43022.3984375,42240.49609375,781.90234375,-754.6484375,27.25390625,0.0,0.0,781.90234375,UP,44022.64944719216,44300.50773286438,43329.21207235963
2024-01-03 16:00:00+00:00,43009.13671875,43475.546875,42912.0546875,43006.78515625,43006.78515625,1898311680,2024,1,3,Wednesday,0,16,43475.546875,42912.0546875,563.4921875,2.3515625,466.41015625,-94.73046875,-97.08203125,466.41015625,DOWN,43895.66641082439,44249.77351417363,43326.00384433864
2024-01-03 17:00:00+00:00,43042.05078125,43056.90625,42698.37109375,42843.98046875,42843.98046875,320045056,2024,1,3,Wednesday,0,17,43056.90625,42698.37109375,358.53515625,198.0703125,14.85546875,-145.609375,-343.6796875,14.85546875,DOWN,43764.20566806509,44194.64437513741,43321.20759184522
2024-01-03 18:00:00+00:00,42909.4375,43047.0390625,42297.95703125,42312.796875,42312.796875,523739136,2024,1,3,Wednesday,0,18,43047.0390625,42297.95703125,749.08203125,596.640625,137.6015625,-14.83984375,-611.48046875,137.6015625,DOWN,43582.779568931954,44120.84643395555,43311.173654364175
2024-01-03 19:00:00+00:00,42304.73828125,42978.1953125,42221.5546875,42600.1484375,42600.1484375,1066430464,2024,1,3,Wednesday,0,19,42978.1953125,42221.5546875,756.640625,-295.41015625,378.046875,-83.18359375,-83.18359375,673.45703125,UP,43459.95067750296,44061.21121840828,43304.09877658443
2024-01-03 20:00:00+00:00,42622.37109375,42852.3203125,42581.83984375,42774.89453125,42774.89453125,0,2024,1,3,Wednesday,0,20,42852.3203125,42581.83984375,270.48046875,-152.5234375,77.42578125,-40.53125,-40.53125,229.94921875,UP,43374.31865922134,44010.76742675502,43298.83306270051
2024-01-03 21:00:00+00:00,42739.78515625,42969.5,42630.46875,42923.98828125,42923.98828125,0,2024,1,3,Wednesday,0,21,42969.5,42630.46875,339.03125,-184.203125,45.51171875,-109.31640625,-109.31640625,229.71484375,UP,43318.02736197492,43968.14863673522,43295.10326388011
2024-01-03 22:00:00+00:00,42927.87890625,42952.34765625,42667.98828125,42747.0625,42747.0625,0,2024,1,3,Wednesday,0,22,42952.34765625,42667.98828125,284.359375,180.81640625,24.46875,-79.07421875,-259.890625,24.46875,DOWN,43246.65675422805,43920.26290588285,43289.65012195095
2024-01-03 23:00:00+00:00,42766.02734375,42841.1484375,42618.56640625,42837.3984375,42837.3984375,0,2024,1,3,Wednesday,0,23,42841.1484375,42618.56640625,222.58203125,-71.37109375,3.75,-147.4609375,-147.4609375,75.12109375,UP,43195.49946463705,43877.797632612936,43285.15010519025
2024-01-04 00:00:00+00:00,42855.81640625,42980.85546875,42795.79296875,42894.54296875,42894.54296875,0,2024,1,4,Thursday,0,0,42980.85546875,42795.79296875,185.0625,-38.7265625,86.3125,-60.0234375,-60.0234375,125.0390625,UP,43157.87990265117,43839.23862618694,43281.26346701672
2024-01-04 01:00:00+00:00,42905.23828125,42952.6484375,42675.17578125,42743.26953125,42743.26953125,98971648,2024,1,4,Thursday,0,1,42952.6484375,42675.17578125,277.47265625,161.96875,47.41015625,-68.09375,-230.0625,47.41015625,DOWN,43106.05360622602,43796.25944599334,43275.910293526504
2024-01-04 02:00:00+00:00,42737.22265625,43200.94140625,42737.22265625,43200.94140625,43200.94140625,228765696,2024,1,4,Thursday,0,2,43200.94140625,42737.22265625,463.71875,-463.71875,0.0,0.0,0.0,463.71875,UP,43117.91458122902,43772.91364051321,43275.164334449124
2024-01-04 03:00:00+00:00,43169.640625,43230.19140625,43047.96875,43119.53125,43119.53125,263843840,2024,1,4,Thursday,0,3,43230.19140625,43047.96875,182.22265625,50.109375,60.55078125,-71.5625,-121.671875,60.55078125,DOWN,43118.11666482539,43747.29080166956,43273.61574654416
2024-01-04 04:00:00+00:00,43134.48828125,43208.66796875,43009.796875,43181.4453125,43181.4453125,164605952,2024,1,4,Thursday,0,4,43208.66796875,43009.796875,198.87109375,-46.95703125,27.22265625,-124.69140625,-124.69140625,74.1796875,UP,43126.032745784716,43725.10078248644,43272.69862779746
2024-01-04 05:00:00+00:00,43184.7578125,43277.234375,43120.5859375,43209.91796875,43209.91796875,48836608,2024,1,4,Thursday,0,5,43277.234375,43120.5859375,156.6484375,-25.16015625,67.31640625,-64.171875,-64.171875,92.4765625,UP,43136.518398655375,43704.897534888936,43272.073944622854
2024-01-04 06:00:00+00:00,43217.90234375,43251.2421875,43136.578125,43190.48828125,43190.48828125,0,2024,1,4,Thursday,0,6,43251.2421875,43136.578125,114.6640625,27.4140625,33.33984375,-53.91015625,-81.32421875,33.33984375,DOWN,43143.26463397971,43684.72462298153,43271.26214697736
2024-01-04 07:00:00+00:00,43188.078125,43278.00390625,42838.32421875,42838.32421875,42838.32421875,270303232,2024,1,4,Thursday,0,7,43278.00390625,42838.32421875,439.6796875,349.75390625,89.92578125,0.0,-349.75390625,89.92578125,DOWN,43105.14708207599,43651.53245026657,43266.954306895495
2024-01-04 08:00:00+00:00,42816.296875,42980.91796875,42774.4140625,42882.60546875,42882.60546875,100601856,2024,1,4,Thursday,0,8,42980.91796875,42774.4140625,206.50390625,-66.30859375,98.3125,-41.8828125,-41.8828125,164.62109375,UP,43077.32938041024,43621.37845099141,43263.129940346786
2024-01-04 09:00:00+00:00,42881.0,43100.95703125,42881.0,43048.97265625,43048.97265625,0,2024,1,4,Thursday,0,9,43100.95703125,42881.0,219.95703125,-167.97265625,51.984375,0.0,0.0,219.95703125,UP,43073.78478989021,43598.931164923124,43260.99902209707
2024-01-04 10:00:00+00:00,43051.11328125,43121.2421875,42761.1015625,43114.9765625,43114.9765625,182296576,2024,1,4,Thursday,0,10,43121.2421875,42761.1015625,360.140625,-63.86328125,6.265625,-290.01171875,-290.01171875,70.12890625,UP,43078.93376146643,43579.9525530634,43259.54606230008
2024-01-04 11:00:00+00:00,43118.5078125,43265.33203125,43021.18359375,43212.22265625,43212.22265625,0,2024,1,4,Thursday,0,11,43265.33203125,43021.18359375,244.1484375,-93.71484375,53.109375,-97.32421875,-97.32421875,146.82421875,UP,43095.59487331438,43565.5317727962,43259.0751826379
2024-01-04 12:00:00+00:00,43215.875,43430.9296875,43159.66015625,43410.6171875,43410.6171875,0,2024,1,4,Thursday,0,12,43430.9296875,43159.66015625,271.26953125,-194.7421875,20.3125,-56.21484375,-56.21484375,215.0546875,UP,43134.972662587585,43559.456691019885,43260.583063283295
2024-01-04 13:00:00+00:00,43408.6640625,43516.59765625,43248.703125,43442.390625,43442.390625,0,2024,1,4,Thursday,0,13,43516.59765625,43248.703125,267.89453125,-33.7265625,74.20703125,-159.9609375,-159.9609375,107.93359375,UP,43173.399907889136,43554.86586490146,43262.39209374814
2024-01-04 14:00:00+00:00,43408.40625,43710.328125,43312.5625,43646.31640625,43646.31640625,0,2024,1,4,Thursday,0,14,43710.328125,43312.5625,397.765625,-237.91015625,64.01171875,-95.84375,-95.84375,301.921875,UP,43232.514470184244,43558.45216064062,43266.21223616109
2024-01-04 15:00:00+00:00,43679.79296875,44292.71875,43668.16796875,44122.6484375,44122.6484375,244856832,2024,1,4,Thursday,0,15,44292.71875,43668.16796875,624.55078125,-442.85546875,170.0703125,-11.625,-11.625,612.92578125,UP,43343.781216098716,43580.577504831184,43274.73398940824
2024-01-04 16:00:00+00:00,44083.94140625,44160.7265625,43854.80859375,43954.2890625,43954.2890625,0,2024,1,4,Thursday,0,16,44160.7265625,43854.80859375,305.91796875,129.65234375,76.78515625,-99.48046875,-229.1328125,76.78515625,DOWN,43420.09469689888,43595.23286003389,43281.49573142906
2024-01-04 17:00:00+00:00,43962.7421875,44245.5703125,43898.62109375,44043.53515625,44043.53515625,0,2024,1,4,Thursday,0,17,44245.5703125,43898.62109375,346.94921875,-80.79296875,202.03515625,-64.12109375,-64.12109375,282.828125,UP,43498.02475431777,43612.81334223845,43289.078213268076
2024-01-04 18:00:00+00:00,44055.046875,44160.4140625,43937.71875,44110.515625,44110.515625,0,2024,1,4,Thursday,0,18,44160.4140625,43937.71875,222.6953125,-55.46875,49.8984375,-117.328125,-117.328125,105.3671875,UP,43574.58611315305,43632.33107881733,43297.25171985247
2024-01-04 19:00:00+00:00,44099.703125,44471.59375,44017.75390625,44017.75390625,44017.75390625,0,2024,1,4,Thursday,0,19,44471.59375,44017.75390625,453.83984375,81.94921875,371.890625,0.0,-81.94921875,371.890625,DOWN,43629.98208729017,43647.44569950097,43304.42089583653
2024-01-04 20:00:00+00:00,44023.69140625,44622.078125,43973.2734375,44214.50390625,44214.50390625,783218688,2024,1,4,Thursday,0,20,44622.078125,43973.2734375,648.8046875,-190.8125,407.57421875,-50.41796875,-50.41796875,598.38671875,UP,43703.04731466015,43669.683276236225,43313.47644817895
