datetime,open,high,low,close,adj close,volume,year,month,day,day_name,minute,hour,max,min,difference,candle_body,high_shadow,low_shadow,low-open,high-open,trend,15_EMA,50_EMA,200_EMA
2023-01-01 00:00:00+00:00,16547.9140625,16553.69921875,16529.07421875,16539.396484375,16539.396484375,0,2023,1,1,Sunday,0,0,16553.69921875,16529.07421875,24.625,8.517578125,5.78515625,-10.322265625,-18.83984375,5.78515625,DOWN,16539.396484375,16539.396484375,16539.396484375
2023-01-01 01:00:00+00:00,16538.013671875,16556.140625,16536.416015625,16556.140625,16556.140625,0,2023,1,1,Sunday,0,1,16556.140625,16536.416015625,19.724609375,-18.126953125,0.0,-1.59765625,-1.59765625,18.126953125,UP,16541.489501953125,16540.053117340685,16539.563092739427
2023-01-01 02:00:00+00:00,16556.494140625,16564.591796875,16549.50390625,16557.580078125,16557.580078125,0,2023,1,1,Sunday,0,2,16564.591796875,16549.50390625,15.087890625,-1.0859375,7.01171875,-6.990234375,-6.990234375,8.09765625,UP,16543.50082397461,16540.74044913615,16539.74236622585
2023-01-01 03:00:00+00:00,16557.521484375,16557.912109375,16540.302734375,16548.86328125,16548.86328125,0,2023,1,1,Sunday,0,3,16557.912109375,16540.302734375,17.609375,8.658203125,0.390625,-8.560546875,-17.21875,0.390625,DOWN,16544.171131134033,16541.058991571987,16539.833121599226
2023-01-01 04:00:00+00:00,16546.4296875,16548.51171875,16528.251953125,16530.708984375,16530.708984375,16758784,2023,1,1,Sunday,0,4,16548.51171875,16528.251953125,20.259765625,15.720703125,2.08203125,-2.45703125,-18.177734375,2.08203125,DOWN,16542.488362789154,16540.65310893681,16539.74233416416
2023-01-01 05:00:00+00:00,16530.771484375,16536.328125,16525.9140625,16536.328125,16536.328125,0,2023,1,1,Sunday,0,5,16536.328125,16525.9140625,10.4140625,-5.556640625,0.0,-4.857421875,-4.857421875,5.556640625,UP,16541.71833306551,16540.483501723604,16539.70836193367
2023-01-01 06:00:00+00:00,16536.59375,16554.11328125,16536.59375,16548.146484375,16548.146484375,0,2023,1,1,Sunday,0,6,16554.11328125,16536.59375,17.51953125,-11.552734375,5.966796875,0.0,0.0,17.51953125,UP,16542.521851979196,16540.784010847186,16539.792323350997
2023-01-01 07:00:00+00:00,16548.072265625,16552.021484375,16525.9453125,16536.4765625,16536.4765625,47280128,2023,1,1,Sunday,0,7,16552.021484375,16525.9453125,26.076171875,11.595703125,3.94921875,-10.53125,-22.126953125,3.94921875,DOWN,16541.766190794297,16540.61509130416,16539.759330705714
2023-01-01 08:00:00+00:00,16536.546875,16538.916015625,16523.783203125,16524.33203125,16524.33203125,0,2023,1,1,Sunday,0,8,16538.916015625,16523.783203125,15.1328125,12.21484375,2.369140625,-0.548828125,-12.763671875,2.369140625,DOWN,16539.58692085126,16539.97653992949,16539.605825238494
2023-01-01 09:00:00+00:00,16523.822265625,16541.65234375,16521.234375,16541.65234375,16541.65234375,0,2023,1,1,Sunday,0,9,16541.65234375,16521.234375,20.41796875,-17.830078125,0.0,-2.587890625,-2.587890625,17.830078125,UP,16539.845098713602,16540.04225772637,16539.62618860677
2023-01-01 10:00:00+00:00,16542.40625,16548.052734375,16541.396484375,16546.94921875,16546.94921875,0,2023,1,1,Sunday,0,10,16548.052734375,16541.396484375,6.65625,-4.54296875,1.103515625,-1.009765625,-1.009765625,5.646484375,UP,16540.733113718154,16540.313118942984,16539.699054578345
2023-01-01 11:00:00+00:00,16548.33203125,16557.404296875,16548.33203125,16556.072265625,16556.072265625,0,2023,1,1,Sunday,0,11,16557.404296875,16548.33203125,9.072265625,-7.740234375,1.33203125,0.0,0.0,9.072265625,UP,16542.65050770651,16540.93112469522,16539.8619721012
2023-01-01 12:00:00+00:00,16556.236328125,16568.505859375,16556.236328125,16564.890625,16564.890625,0,2023,1,1,Sunday,0,12,16568.505859375,16556.236328125,12.26953125,-8.654296875,3.615234375,0.0,0.0,12.26953125,UP,16545.430522368195,16541.870712942466,16540.11101342358
2023-01-01 13:00:00+00:00,16565.30859375,16567.5859375,16550.87109375,16552.162109375,16552.162109375,0,2023,1,1,Sunday,0,13,16567.5859375,16550.87109375,16.71484375,13.146484375,2.27734375,-1.291015625,-14.4375,2.27734375,DOWN,16546.271970744045,16542.27429711629,16540.230924826083
2023-01-01 14:00:00+00:00,16553.0,16565.90625,16553.0,16556.134765625,16556.134765625,0,2023,1,1,Sunday,0,14,16565.90625,16553.0,12.90625,-3.134765625,9.771484375,0.0,0.0,12.90625,UP,16547.504820104165,16542.817844900947,16540.389171998213
2023-01-01 15:00:00+00:00,16556.44140625,16559.427734375,16552.751953125,16559.427734375,16559.427734375,0,2023,1,1,Sunday,0,15,16559.427734375,16552.751953125,6.67578125,-2.986328125,0.0,-3.689453125,-3.689453125,2.986328125,UP,16548.99518438802,16543.469213115615,16540.578610429824
2023-01-01 16:00:00+00:00,16559.70703125,16579.337890625,16559.70703125,16572.501953125,16572.501953125,8666112,2023,1,1,Sunday,0,16,16579.337890625,16559.70703125,19.630859375,-12.794921875,6.8359375,0.0,0.0,19.630859375,UP,16551.933530480143,16544.60775193951,16540.89625563077
2023-01-01 17:00:00+00:00,16572.17578125,16593.46484375,16571.31640625,16586.349609375,16586.349609375,0,2023,1,1,Sunday,0,17,16593.46484375,16571.31640625,22.1484375,-14.173828125,7.115234375,-0.859375,-0.859375,21.2890625,UP,16556.235540342,16546.244687525217,16541.34852780733
2023-01-01 18:00:00+00:00,16585.765625,16603.79296875,16584.427734375,16595.83984375,16595.83984375,39303168,2023,1,1,Sunday,0,18,16603.79296875,16584.427734375,19.365234375,-10.07421875,7.953125,-1.337890625,-1.337890625,18.02734375,UP,16561.186078268,16548.189595612464,16541.890729956016
2023-01-01 19:00:00+00:00,16596.072265625,16622.14453125,16596.072265625,16607.916015625,16607.916015625,29542400,2023,1,1,Sunday,0,19,16622.14453125,16596.072265625,26.072265625,-11.84375,14.228515625,0.0,0.0,26.072265625,UP,16567.027320437628,16550.531808161977,16542.547697972623
2023-01-01 20:00:00+00:00,16608.708984375,16626.90625,16608.447265625,16613.94921875,16613.94921875,89082880,2023,1,1,Sunday,0,20,16626.90625,16608.447265625,18.458984375,-5.240234375,12.95703125,-0.26171875,-0.26171875,18.197265625,UP,16572.892557726675,16553.018765439938,16543.25816086593
