Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
56.2,2024-07-10,Wednesday,10:24:00,99.1,10,PE,79000.0,Buy,2024-07-10,Wednesday,15:15:00,63.8,-353.0,-35.62058526740666,2024-07-12,,,Exit Condition Met For Trade
57,2024-07-11,,09:16:00,80097.14,,,,,2024-07-11,,15:15:00,79914.56,-750.0,,,0.4500000000000455,-750.05,Exit Condition Met For Trade
57.2,2024-07-11,Thursday,10:17:00,101.2,10,PE,79100.0,Buy,2024-07-11,Thursday,14:03:00,26.2,-750.0,-74.11067193675889,2024-07-12,,,Stop Loss Hit
58,2024-07-12,,09:16:00,80098.53,,,,,2024-07-12,,10:56:00,80482.25,2920.5,,,2920.5,-665.05,Square Off All Legs due to Target Profit
58.1,2024-07-12,Friday,10:54:00,120.8,10,CE,80500.0,Buy,2024-07-12,Friday,10:56:00,470.8,3500.0,289.73509933774835,2024-07-12,,,Target Hit
58.2,2024-07-12,Friday,09:57:00,113.3,10,PE,79500.0,Buy,2024-07-12,Friday,10:56:00,55.35,-579.5,-51.14739629302736,2024-07-12,,,Square Off All Legs due to Target Profit
59,2024-07-18,,09:16:00,80537.24,,,,,2024-07-18,,15:15:00,81363.01,1106.5,,,1917.95,-693.55,Exit Condition Met For Trade
59.1,2024-07-18,Thursday,10:12:00,102.5,10,CE,81500.0,Buy,2024-07-18,Thursday,15:15:00,213.15,1106.5,107.95121951219512,2024-07-19,,,Exit Condition Met For Trade
60,2024-07-23,,09:16:00,80745.96,,,,,2024-07-23,,15:15:00,80367.42,-750.0,,,0,-750.05,Exit Condition Met For Trade
60.2,2024-07-23,Tuesday,12:25:00,137.5,10,PE,77000.0,Buy,2024-07-23,Tuesday,12:35:00,62.5,-750.0,-54.54545454545455,2024-07-26,,,Stop Loss Hit
61,2024-07-24,,09:16:00,80291.52,,,,,2024-07-24,,15:15:00,80144.37,-750.0,,,0,-750.05,Exit Condition Met For Trade
61.2,2024-07-24,Wednesday,12:21:00,107.7,10,PE,78600.0,Buy,2024-07-24,Wednesday,14:32:00,32.7,-750.0,-69.63788300835654,2024-07-26,,,Stop Loss Hit
62,2024-07-26,,09:16:00,80116.89,,,,,2024-07-26,,15:15:00,81376.2,3500.0,,,3500.0,-44.549999999999955,Exit Condition Met For Trade
62.1,2024-07-26,Friday,10:00:00,114.05,10,CE,80700.0,Buy,2024-07-26,Friday,13:11:00,464.05,3500.0,306.88294607628234,2024-07-26,,,Target Hit
63,2024-08-05,,09:16:00,79709.77,,,,,2024-08-05,,15:15:00,78742.82,-750.0,,,0,-750.05,Exit Condition Met For Trade
63.2,2024-08-05,Monday,09:18:00,178.3,10,PE,77000.0,Buy,2024-08-05,Monday,09:20:00,103.3,-750.0000000000001,-42.063937184520476,2024-08-09,,,Stop Loss Hit
64,2024-08-07,,09:16:00,79474.41,,,,,2024-08-07,,15:15:00,79480.36,-545.5,,,135.95000000000005,-557.05,Exit Condition Met For Trade
64.2,2024-08-07,Wednesday,09:36:00,105.4,10,PE,77700.0,Buy,2024-08-07,Wednesday,15:15:00,50.85,-545.5,-51.75521821631878,2024-08-09,,,Exit Condition Met For Trade
65,2024-08-16,,09:16:00,79723.87,,,,,2024-08-16,,15:15:00,80471.09,-750.0,,,166.45000000000005,-750.05,Exit Condition Met For Trade
65.1,2024-08-16,Friday,09:22:00,114.2,10,CE,80200.0,Buy,2024-08-16,Friday,09:52:00,39.2,-750.0,-65.67425569176882,2024-08-16,,,Stop Loss Hit
66,2024-08-29,,09:16:00,81737.45,,,,,2024-08-29,,15:15:00,82064.01,46.5,,,813.45,-643.05,Exit Condition Met For Trade
66.1,2024-08-29,Thursday,09:54:00,112.65,10,CE,82400.0,Buy,2024-08-29,Thursday,15:15:00,117.3,46.499999999999915,4.1278295605858775,2024-08-30,,,Exit Condition Met For Trade
67,2024-08-30,,09:16:00,82469.71,,,,,2024-08-30,,15:15:00,82416.73,-750.0,,,0,-750.05,Exit Condition Met For Trade
67.2,2024-08-30,Friday,10:03:00,112.4,10,PE,81900.0,Buy,2024-08-30,Friday,10:37:00,37.4,-750.0,-66.72597864768683,2024-08-30,,,Stop Loss Hit
68,2024-09-06,,09:16:00,82083.41,,,,,2024-09-06,,09:54:00,81620.88,1752.0,,,1774.4499999999998,-350.5500000000002,Square Off All Legs due to Stop Loss
68.1,2024-09-06,Friday,09:29:00,129.25,10,CE,82400.0,Buy,2024-09-06,Friday,09:54:00,54.25,-750.0,-58.02707930367505,2024-09-06,,,Stop Loss Hit
68.2,2024-09-06,Friday,09:37:00,119.0,10,PE,81700.0,Buy,2024-09-06,Friday,09:54:00,369.2,2502.0,210.25210084033614,2024-09-06,,,Square Off All Legs due to Stop Loss
69,2024-09-11,,09:16:00,81843.15,,,,,2024-09-11,,15:15:00,81461.63,-611.5,,,35.450000000000045,-625.05,Exit Condition Met For Trade
