datetime,open,high,low,close,adj close,volume,year,month,hour,day,day_name,minute,max,min,difference,candle_body,high_shadow,low_shadow,trend
2024-08-01 09:30:00,25053.400390625,25064.349609375,25026.19921875,25052.849609375,25052.849609375,0,2024,8,9,1,Thursday,30,25064.349609375,25026.19921875,38.150390625,0.55078125,10.94921875,26.650390625,UP
2024-08-01 10:00:00,25053.55078125,25056.599609375,25021.30078125,25021.30078125,25021.30078125,0,2024,8,10,1,Thursday,0,25056.599609375,25021.30078125,35.298828125,32.25,3.048828125,0.0,UP
2024-08-01 10:30:00,25021.650390625,25032.30078125,25006.0,25014.400390625,25014.400390625,0,2024,8,10,1,Thursday,30,25032.30078125,25006.0,26.30078125,7.25,10.650390625,8.400390625,UP
2024-08-01 11:00:00,25014.400390625,25041.19921875,25004.05078125,25022.099609375,25022.099609375,0,2024,8,11,1,Thursday,0,25041.19921875,25004.05078125,37.1484375,-7.69921875,26.798828125,18.048828125,DOWN
2024-08-01 11:30:00,25023.099609375,25027.75,24986.44921875,24999.849609375,24999.849609375,0,2024,8,11,1,Thursday,30,25027.75,24986.44921875,41.30078125,23.25,4.650390625,13.400390625,UP
2024-08-01 12:00:00,24999.849609375,25005.099609375,24971.75,24978.349609375,24978.349609375,0,2024,8,12,1,Thursday,0,25005.099609375,24971.75,33.349609375,21.5,5.25,6.599609375,UP
2024-08-01 12:30:00,24978.44921875,24997.400390625,24964.5,24983.25,24983.25,0,2024,8,12,1,Thursday,30,24997.400390625,24964.5,32.900390625,-4.80078125,18.951171875,18.75,DOWN
2024-08-01 13:00:00,24983.19921875,25008.349609375,24978.650390625,24980.099609375,24980.099609375,0,2024,8,13,1,Thursday,0,25008.349609375,24978.650390625,29.69921875,3.099609375,25.150390625,1.44921875,UP
2024-08-01 13:30:00,24978.849609375,24992.400390625,24972.150390625,24984.75,24984.75,0,2024,8,13,1,Thursday,30,24992.400390625,24972.150390625,20.25,-5.900390625,13.55078125,12.599609375,DOWN
2024-08-01 14:00:00,24985.099609375,24996.44921875,24965.900390625,24973.5,24973.5,0,2024,8,14,1,Thursday,0,24996.44921875,24965.900390625,30.548828125,11.599609375,11.349609375,7.599609375,UP
2024-08-01 14:30:00,24973.05078125,25010.25,24956.94921875,24983.05078125,24983.05078125,0,2024,8,14,1,Thursday,30,25010.25,24956.94921875,53.30078125,-10.0,37.19921875,26.1015625,DOWN
2024-08-01 15:00:00,24982.55078125,25030.849609375,24975.349609375,25004.900390625,25004.900390625,0,2024,8,15,1,Thursday,0,25030.849609375,24975.349609375,55.5,-22.349609375,48.298828125,29.55078125,DOWN
