open,high,low,close,adj close,volume,year,month,hour,day,day_name,max,min,difference,candle_body,high_shadow,low_shadow,trend
17990.30078125,18010.55078125,17949.150390625,17954.599609375,17954.599609375,0,2023,1,10,10,Tuesday,18010.55078125,17949.150390625,61.400390625,35.701171875,20.25,5.44921875,UP
17954.0,17964.94921875,17927.25,17957.19921875,17957.19921875,0,2023,1,11,10,Tuesday,17964.94921875,17927.25,37.69921875,-3.19921875,10.94921875,29.94921875,DOWN
17957.599609375,17974.69921875,17878.94921875,17890.25,17890.25,0,2023,1,12,10,Tuesday,17974.69921875,17878.94921875,95.75,67.349609375,17.099609375,11.30078125,UP
17891.25,17918.849609375,17861.05078125,17904.25,17904.25,0,2023,1,13,10,Tuesday,17918.849609375,17861.05078125,57.798828125,-13.0,27.599609375,43.19921875,DOWN
17902.94921875,17927.44921875,17857.25,17921.849609375,17921.849609375,0,2023,1,14,10,Tuesday,17927.44921875,17857.25,70.19921875,-18.900390625,24.5,64.599609375,DOWN
17922.5,17928.900390625,17912.05078125,17925.349609375,17925.349609375,0,2023,1,15,10,Tuesday,17928.900390625,17912.05078125,16.849609375,-2.849609375,6.400390625,13.298828125,DOWN
17924.25,17957.05078125,17825.349609375,17957.05078125,17957.05078125,0,2023,1,9,11,Wednesday,17957.05078125,17825.349609375,131.701171875,-32.80078125,32.80078125,131.701171875,DOWN
17957.55078125,17975.400390625,17876.05078125,17910.19921875,17910.19921875,0,2023,1,10,11,Wednesday,17975.400390625,17876.05078125,99.349609375,47.3515625,17.849609375,34.1484375,UP
17910.25,17929.150390625,17871.0,17904.55078125,17904.55078125,0,2023,1,11,11,Wednesday,17929.150390625,17871.0,58.150390625,5.69921875,18.900390625,33.55078125,UP
17903.94921875,17921.05078125,17881.849609375,17914.349609375,17914.349609375,0,2023,1,12,11,Wednesday,17921.05078125,17881.849609375,39.201171875,-10.400390625,17.1015625,32.5,DOWN
17913.44921875,17931.849609375,17865.0,17876.05078125,17876.05078125,0,2023,1,13,11,Wednesday,17931.849609375,17865.0,66.849609375,37.3984375,18.400390625,11.05078125,UP
17874.849609375,17939.69921875,17867.19921875,17891.849609375,17891.849609375,0,2023,1,14,11,Wednesday,17939.69921875,17867.19921875,72.5,-17.0,64.849609375,24.650390625,DOWN
17891.19921875,17896.44921875,17879.30078125,17888.400390625,17888.400390625,0,2023,1,15,11,Wednesday,17896.44921875,17879.30078125,17.1484375,2.798828125,5.25,9.099609375,UP
17920.849609375,17944.80078125,17841.349609375,17853.849609375,17853.849609375,0,2023,1,9,12,Thursday,17944.80078125,17841.349609375,103.451171875,67.0,23.951171875,12.5,UP
17853.94921875,17853.94921875,17796.349609375,17800.849609375,17800.849609375,0,2023,1,10,12,Thursday,17853.94921875,17796.349609375,57.599609375,53.099609375,0.0,4.5,UP
17800.400390625,17827.150390625,17780.69921875,17814.849609375,17814.849609375,0,2023,1,11,12,Thursday,17827.150390625,17780.69921875,46.451171875,-14.44921875,26.75,34.150390625,DOWN
17815.099609375,17852.30078125,17810.69921875,17826.849609375,17826.849609375,0,2023,1,12,12,Thursday,17852.30078125,17810.69921875,41.6015625,-11.75,37.201171875,16.150390625,DOWN
17825.5,17837.900390625,17762.25,17829.099609375,17829.099609375,0,2023,1,13,12,Thursday,17837.900390625,17762.25,75.650390625,-3.599609375,12.400390625,66.849609375,DOWN
17828.349609375,17867.400390625,17813.69921875,17858.349609375,17858.349609375,0,2023,1,14,12,Thursday,17867.400390625,17813.69921875,53.701171875,-30.0,39.05078125,44.650390625,DOWN
17858.349609375,17869.25,17855.69921875,17866.0,17866.0,0,2023,1,15,12,Thursday,17869.25,17855.69921875,13.55078125,-7.650390625,10.900390625,10.30078125,DOWN
17867.5,17869.099609375,17774.55078125,17785.0,17785.0,0,2023,1,9,13,Friday,17869.099609375,17774.55078125,94.548828125,82.5,1.599609375,10.44921875,UP
17784.69921875,17835.0,17782.099609375,17830.400390625,17830.400390625,0,2023,1,10,13,Friday,17835.0,17782.099609375,52.900390625,-45.701171875,50.30078125,48.30078125,DOWN
17830.349609375,17853.099609375,17813.69921875,17851.099609375,17851.099609375,0,2023,1,11,13,Friday,17853.099609375,17813.69921875,39.400390625,-20.75,22.75,37.400390625,DOWN
17851.150390625,17965.05078125,17849.349609375,17965.05078125,17965.05078125,0,2023,1,12,13,Friday,17965.05078125,17849.349609375,115.701171875,-113.900390625,113.900390625,115.701171875,DOWN
17964.349609375,17998.94921875,17945.150390625,17989.75,17989.75,0,2023,1,13,13,Friday,17998.94921875,17945.150390625,53.798828125,-25.400390625,34.599609375,44.599609375,DOWN
17988.19921875,17992.5,17934.55078125,17957.80078125,17957.80078125,0,2023,1,14,13,Friday,17992.5,17934.55078125,57.94921875,30.3984375,4.30078125,23.25,UP
17958.099609375,17965.69921875,17947.0,17950.5,17950.5,0,2023,1,15,13,Friday,17965.69921875,17947.0,18.69921875,7.599609375,7.599609375,3.5,UP
18033.150390625,18049.650390625,17943.05078125,17972.69921875,17972.69921875,0,2023,1,9,16,Monday,18049.650390625,17943.05078125,106.599609375,60.451171875,16.5,29.6484375,UP
17972.900390625,17980.55078125,17956.400390625,17956.5,17956.5,0,2023,1,10,16,Monday,17980.55078125,17956.400390625,24.150390625,16.400390625,7.650390625,0.099609375,UP
17957.099609375,17957.099609375,17913.69921875,17914.599609375,17914.599609375,0,2023,1,11,16,Monday,17957.099609375,17913.69921875,43.400390625,42.5,0.0,0.900390625,UP
17914.44921875,17923.099609375,17880.19921875,17920.599609375,17920.599609375,0,2023,1,12,16,Monday,17923.099609375,17880.19921875,42.900390625,-6.150390625,8.650390625,40.400390625,DOWN
17920.80078125,17944.30078125,17854.150390625,17881.44921875,17881.44921875,0,2023,1,13,16,Monday,17944.30078125,17854.150390625,90.150390625,39.3515625,23.5,27.298828125,UP
17882.650390625,17902.75,17858.94921875,17894.849609375,17894.849609375,0,2023,1,14,16,Monday,17902.75,17858.94921875,43.80078125,-12.19921875,20.099609375,35.900390625,DOWN
17894.69921875,17904.44921875,17889.25,17891.69921875,17891.69921875,0,2023,1,15,16,Monday,17904.44921875,17889.25,15.19921875,3.0,9.75,2.44921875,UP
17922.80078125,18016.150390625,17888.19921875,18004.900390625,18004.900390625,0,2023,1,9,17,Tuesday,18016.150390625,17888.19921875,127.951171875,-82.099609375,93.349609375,116.701171875,DOWN
18005.25,18029.849609375,17972.30078125,17986.30078125,17986.30078125,0,2023,1,10,17,Tuesday,18029.849609375,17972.30078125,57.548828125,18.94921875,24.599609375,14.0,UP
17986.44921875,18018.5,17970.650390625,18008.650390625,18008.650390625,0,2023,1,11,17,Tuesday,18018.5,17970.650390625,47.849609375,-22.201171875,32.05078125,38.0,DOWN
18009.25,18009.55078125,17941.44921875,17947.25,17947.25,0,2023,1,12,17,Tuesday,18009.55078125,17941.44921875,68.1015625,62.0,0.30078125,5.80078125,UP
17948.0,17994.849609375,17926.69921875,17989.5,17989.5,0,2023,1,13,17,Tuesday,17994.849609375,17926.69921875,68.150390625,-41.5,46.849609375,62.80078125,DOWN
17990.5,18062.099609375,17981.5,18059.0,18059.0,0,2023,1,14,17,Tuesday,18062.099609375,17981.5,80.599609375,-68.5,71.599609375,77.5,DOWN
18058.099609375,18070.5,18052.25,18056.80078125,18056.80078125,0,2023,1,15,17,Tuesday,18070.5,18052.25,18.25,1.298828125,12.400390625,4.55078125,UP
18074.30078125,18131.599609375,18032.599609375,18118.900390625,18118.900390625,0,2023,1,9,18,Wednesday,18131.599609375,18032.599609375,99.0,-44.599609375,57.298828125,86.30078125,DOWN
18119.75,18141.30078125,18101.25,18141.30078125,18141.30078125,0,2023,1,10,18,Wednesday,18141.30078125,18101.25,40.05078125,-21.55078125,21.55078125,40.05078125,DOWN
18141.19921875,18177.099609375,18140.55078125,18173.94921875,18173.94921875,0,2023,1,11,18,Wednesday,18177.099609375,18140.55078125,36.548828125,-32.75,35.900390625,33.3984375,DOWN
18173.55078125,18175.849609375,18145.599609375,18146.30078125,18146.30078125,0,2023,1,12,18,Wednesday,18175.849609375,18145.599609375,30.25,27.25,2.298828125,0.701171875,UP
18146.25,18180.150390625,18136.80078125,18149.80078125,18149.80078125,0,2023,1,13,18,Wednesday,18180.150390625,18136.80078125,43.349609375,-3.55078125,33.900390625,13.0,DOWN
18149.75,18183.19921875,18143.55078125,18154.94921875,18154.94921875,0,2023,1,14,18,Wednesday,18183.19921875,18143.55078125,39.6484375,-5.19921875,33.44921875,11.3984375,DOWN
18154.849609375,18169.650390625,18154.80078125,18163.80078125,18163.80078125,0,2023,1,15,18,Wednesday,18169.650390625,18154.80078125,14.849609375,-8.951171875,14.80078125,9.0,DOWN
18119.80078125,18139.05078125,18064.30078125,18076.75,18076.75,0,2023,1,9,19,Thursday,18139.05078125,18064.30078125,74.75,43.05078125,19.25,12.44921875,UP
18076.099609375,18155.099609375,18070.44921875,18130.650390625,18130.650390625,0,2023,1,10,19,Thursday,18155.099609375,18070.44921875,84.650390625,-54.55078125,79.0,60.201171875,DOWN
18131.599609375,18152.19921875,18109.30078125,18133.94921875,18133.94921875,0,2023,1,11,19,Thursday,18152.19921875,18109.30078125,42.8984375,-2.349609375,20.599609375,24.6484375,DOWN
18134.099609375,18144.900390625,18106.099609375,18117.150390625,18117.150390625,0,2023,1,12,19,Thursday,18144.900390625,18106.099609375,38.80078125,16.94921875,10.80078125,11.05078125,UP
18117.30078125,18132.55078125,18104.94921875,18131.349609375,18131.349609375,0,2023,1,13,19,Thursday,18132.55078125,18104.94921875,27.6015625,-14.048828125,15.25,26.400390625,DOWN
18131.55078125,18138.19921875,18087.5,18103.05078125,18103.05078125,0,2023,1,14,19,Thursday,18138.19921875,18087.5,50.69921875,28.5,6.6484375,15.55078125,UP
18102.900390625,18108.349609375,18084.94921875,18089.05078125,18089.05078125,0,2023,1,15,19,Thursday,18108.349609375,18084.94921875,23.400390625,13.849609375,5.44921875,4.1015625,UP
18115.599609375,18119.900390625,18069.44921875,18117.69921875,18117.69921875,0,2023,1,9,20,Friday,18119.900390625,18069.44921875,50.451171875,-2.099609375,4.30078125,48.25,DOWN
18117.900390625,18144.650390625,18103.849609375,18104.30078125,18104.30078125,0,2023,1,10,20,Friday,18144.650390625,18103.849609375,40.80078125,13.599609375,26.75,0.451171875,UP
18104.80078125,18119.25,18084.30078125,18096.44921875,18096.44921875,0,2023,1,11,20,Friday,18119.25,18084.30078125,34.94921875,8.3515625,14.44921875,12.1484375,UP
18096.69921875,18111.099609375,18079.19921875,18095.5,18095.5,0,2023,1,12,20,Friday,18111.099609375,18079.19921875,31.900390625,1.19921875,14.400390625,16.30078125,UP
18096.400390625,18105.94921875,18042.849609375,18060.69921875,18060.69921875,0,2023,1,13,20,Friday,18105.94921875,18042.849609375,63.099609375,35.701171875,9.548828125,17.849609375,UP
18060.25,18064.69921875,18019.099609375,18029.349609375,18029.349609375,0,2023,1,14,20,Friday,18064.69921875,18019.099609375,45.599609375,30.900390625,4.44921875,10.25,UP
18029.44921875,18032.75,18017.44921875,18027.30078125,18027.30078125,0,2023,1,15,20,Friday,18032.75,18017.44921875,15.30078125,2.1484375,3.30078125,9.8515625,UP
18118.44921875,18161.69921875,18064.75,18148.650390625,18148.650390625,0,2023,1,9,23,Monday,18161.69921875,18064.75,96.94921875,-30.201171875,43.25,83.900390625,DOWN
18148.30078125,18156.75,18133.44921875,18134.30078125,18134.30078125,0,2023,1,10,23,Monday,18156.75,18133.44921875,23.30078125,14.0,8.44921875,0.8515625,UP
18134.599609375,18143.900390625,18108.900390625,18112.75,18112.75,0,2023,1,11,23,Monday,18143.900390625,18108.900390625,35.0,21.849609375,9.30078125,3.849609375,UP
18112.75,18116.44921875,18078.599609375,18087.44921875,18087.44921875,0,2023,1,12,23,Monday,18116.44921875,18078.599609375,37.849609375,25.30078125,3.69921875,8.849609375,UP
18087.44921875,18128.19921875,18086.25,18123.650390625,18123.650390625,0,2023,1,13,23,Monday,18128.19921875,18086.25,41.94921875,-36.201171875,40.75,37.400390625,DOWN
18123.05078125,18136.349609375,18100.599609375,18123.75,18123.75,0,2023,1,14,23,Monday,18136.349609375,18100.599609375,35.75,-0.69921875,13.298828125,23.150390625,DOWN
18124.650390625,18125.80078125,18097.5,18104.94921875,18104.94921875,0,2023,1,15,23,Monday,18125.80078125,18097.5,28.30078125,19.701171875,1.150390625,7.44921875,UP
18183.94921875,18200.75,18126.19921875,18134.55078125,18134.55078125,0,2023,1,9,24,Tuesday,18200.75,18126.19921875,74.55078125,49.3984375,16.80078125,8.3515625,UP
18135.150390625,18173.099609375,18132.099609375,18154.25,18154.25,0,2023,1,10,24,Tuesday,18173.099609375,18132.099609375,41.0,-19.099609375,37.94921875,22.150390625,DOWN
18154.30078125,18154.30078125,18116.75,18129.55078125,18129.55078125,0,2023,1,11,24,Tuesday,18154.30078125,18116.75,37.55078125,24.75,0.0,12.80078125,UP
18129.599609375,18143.55078125,18115.0,18131.900390625,18131.900390625,0,2023,1,12,24,Tuesday,18143.55078125,18115.0,28.55078125,-2.30078125,13.951171875,16.900390625,DOWN
18132.599609375,18138.900390625,18079.150390625,18108.849609375,18108.849609375,0,2023,1,13,24,Tuesday,18138.900390625,18079.150390625,59.75,23.75,6.30078125,29.69921875,UP
18109.80078125,18134.400390625,18095.75,18124.19921875,18124.19921875,0,2023,1,14,24,Tuesday,18134.400390625,18095.75,38.650390625,-14.3984375,24.599609375,28.44921875,DOWN
18123.5,18125.80078125,18099.94921875,18101.150390625,18101.150390625,0,2023,1,15,24,Tuesday,18125.80078125,18099.94921875,25.8515625,22.349609375,2.30078125,1.201171875,UP
18093.349609375,18093.349609375,17939.5,17943.599609375,17943.599609375,0,2023,1,9,25,Wednesday,18093.349609375,17939.5,153.849609375,149.75,0.0,4.099609375,UP
17943.69921875,17964.44921875,17909.849609375,17935.30078125,17935.30078125,0,2023,1,10,25,Wednesday,17964.44921875,17909.849609375,54.599609375,8.3984375,20.75,25.451171875,UP
17935.25,17943.0,17846.599609375,17901.0,17901.0,0,2023,1,11,25,Wednesday,17943.0,17846.599609375,96.400390625,34.25,7.75,54.400390625,UP
17901.599609375,17932.400390625,17879.849609375,17910.25,17910.25,0,2023,1,12,25,Wednesday,17932.400390625,17879.849609375,52.55078125,-8.650390625,30.80078125,30.400390625,DOWN
17909.19921875,17946.849609375,17893.5,17935.0,17935.0,0,2023,1,13,25,Wednesday,17946.849609375,17893.5,53.349609375,-25.80078125,37.650390625,41.5,DOWN
17934.599609375,17936.650390625,17871.25,17896.5,17896.5,0,2023,1,14,25,Wednesday,17936.650390625,17871.25,65.400390625,38.099609375,2.05078125,25.25,UP
17896.44921875,17912.80078125,17891.75,17910.05078125,17910.05078125,0,2023,1,15,25,Wednesday,17912.80078125,17891.75,21.05078125,-13.6015625,16.3515625,18.30078125,DOWN
17877.19921875,17877.19921875,17682.099609375,17684.650390625,17684.650390625,0,2023,1,9,27,Friday,17877.19921875,17682.099609375,195.099609375,192.548828125,0.0,2.55078125,UP
17685.30078125,17781.19921875,17667.94921875,17680.650390625,17680.650390625,0,2023,1,10,27,Friday,17781.19921875,17667.94921875,113.25,4.650390625,95.8984375,12.701171875,UP
17680.099609375,17699.900390625,17623.69921875,17630.900390625,17630.900390625,0,2023,1,11,27,Friday,17699.900390625,17623.69921875,76.201171875,49.19921875,19.80078125,7.201171875,UP
17630.55078125,17638.5,17531.650390625,17578.650390625,17578.650390625,0,2023,1,12,27,Friday,17638.5,17531.650390625,106.849609375,51.900390625,7.94921875,47.0,UP
17578.44921875,17606.599609375,17501.19921875,17506.25,17506.25,0,2023,1,13,27,Friday,17606.599609375,17501.19921875,105.400390625,72.19921875,28.150390625,5.05078125,UP
17506.94921875,17612.5,17494.19921875,17611.599609375,17611.599609375,0,2023,1,14,27,Friday,17612.5,17494.19921875,118.30078125,-104.650390625,105.55078125,117.400390625,DOWN
17612.5,17633.80078125,17604.349609375,17607.900390625,17607.900390625,0,2023,1,15,27,Friday,17633.80078125,17604.349609375,29.451171875,4.599609375,21.30078125,3.55078125,UP
17541.94921875,17708.5,17446.25,17618.5,17618.5,0,2023,1,9,30,Monday,17708.5,17446.25,262.25,-76.55078125,166.55078125,172.25,DOWN
17619.099609375,17631.900390625,17538.44921875,17551.0,17551.0,0,2023,1,10,30,Monday,17631.900390625,17538.44921875,93.451171875,68.099609375,12.80078125,12.55078125,UP
17551.25,17624.650390625,17542.0,17594.599609375,17594.599609375,0,2023,1,11,30,Monday,17624.650390625,17542.0,82.650390625,-43.349609375,73.400390625,52.599609375,DOWN
17594.599609375,17602.69921875,17461.150390625,17461.75,17461.75,0,2023,1,12,30,Monday,17602.69921875,17461.150390625,141.548828125,132.849609375,8.099609375,0.599609375,UP
17459.55078125,17546.599609375,17406.30078125,17536.849609375,17536.849609375,0,2023,1,13,30,Monday,17546.599609375,17406.30078125,140.298828125,-77.298828125,87.048828125,130.548828125,DOWN
17534.30078125,17675.19921875,17511.599609375,17656.0,17656.0,0,2023,1,14,30,Monday,17675.19921875,17511.599609375,163.599609375,-121.69921875,140.8984375,144.400390625,DOWN
17654.80078125,17672.650390625,17640.0,17667.25,17667.25,0,2023,1,15,30,Monday,17672.650390625,17640.0,32.650390625,-12.44921875,17.849609375,27.25,DOWN
17731.44921875,17731.44921875,17539.0,17563.150390625,17563.150390625,0,2023,1,9,31,Tuesday,17731.44921875,17539.0,192.44921875,168.298828125,0.0,24.150390625,UP
17563.099609375,17621.19921875,17553.19921875,17585.44921875,17585.44921875,0,2023,1,10,31,Tuesday,17621.19921875,17553.19921875,68.0,-22.349609375,58.099609375,32.25,DOWN
17586.30078125,17655.05078125,17576.30078125,17609.44921875,17609.44921875,0,2023,1,11,31,Tuesday,17655.05078125,17576.30078125,78.75,-23.1484375,68.75,33.1484375,DOWN
17609.599609375,17650.5,17594.650390625,17645.80078125,17645.80078125,0,2023,1,12,31,Tuesday,17650.5,17594.650390625,55.849609375,-36.201171875,40.900390625,51.150390625,DOWN
17646.55078125,17684.599609375,17618.349609375,17626.400390625,17626.400390625,0,2023,1,13,31,Tuesday,17684.599609375,17618.349609375,66.25,20.150390625,38.048828125,8.05078125,UP
17626.69921875,17685.05078125,17603.19921875,17685.0,17685.0,0,2023,1,14,31,Tuesday,17685.05078125,17603.19921875,81.8515625,-58.30078125,58.3515625,81.80078125,DOWN
17685.400390625,17698.30078125,17664.599609375,17682.55078125,17682.55078125,0,2023,1,15,31,Tuesday,17698.30078125,17664.599609375,33.701171875,2.849609375,12.900390625,17.951171875,UP
17811.599609375,17811.599609375,17735.849609375,17788.30078125,17788.30078125,0,2023,2,9,1,Wednesday,17811.599609375,17735.849609375,75.75,23.298828125,0.0,52.451171875,UP
17789.349609375,17836.55078125,17784.0,17803.400390625,17803.400390625,0,2023,2,10,1,Wednesday,17836.55078125,17784.0,52.55078125,-14.05078125,47.201171875,19.400390625,DOWN
17802.75,17818.400390625,17732.150390625,17752.94921875,17752.94921875,0,2023,2,11,1,Wednesday,17818.400390625,17732.150390625,86.25,49.80078125,15.650390625,20.798828125,UP
17753.44921875,17971.5,17733.900390625,17922.150390625,17922.150390625,0,2023,2,12,1,Wednesday,17971.5,17733.900390625,237.599609375,-168.701171875,218.05078125,188.25,DOWN
17918.599609375,17926.349609375,17647.099609375,17688.400390625,17688.400390625,0,2023,2,13,1,Wednesday,17926.349609375,17647.099609375,279.25,230.19921875,7.75,41.30078125,UP
17688.5,17690.900390625,17353.80078125,17634.599609375,17634.599609375,0,2023,2,14,1,Wednesday,17690.900390625,17353.80078125,337.099609375,53.900390625,2.400390625,280.798828125,UP
17636.150390625,17660.5,17601.650390625,17605.400390625,17605.400390625,0,2023,2,15,1,Wednesday,17660.5,17601.650390625,58.849609375,30.75,24.349609375,3.75,UP
17517.099609375,17653.5,17448.0,17573.19921875,17573.19921875,0,2023,2,9,2,Thursday,17653.5,17448.0,205.5,-56.099609375,136.400390625,125.19921875,DOWN
