open,high,low,close,adj close,volume,year,month,hour,day_name,max,min,difference,candle_body,high_shadow,low_shadow,trend
17898.650390625,17968.44921875,17852.05078125,17956.5,17956.5,263900,2022,8,0,Thursday,17968.44921875,17852.05078125,116.3984375,-57.849609375,69.798828125,104.44921875,DOWN
17966.55078125,17992.19921875,17710.75,17758.44921875,17758.44921875,295600,2022,8,0,Friday,17992.19921875,17710.75,281.44921875,208.1015625,25.6484375,47.69921875,UP
17682.900390625,17690.05078125,17467.349609375,17490.69921875,17490.69921875,287600,2022,8,0,Monday,17690.05078125,17467.349609375,222.701171875,192.201171875,7.150390625,23.349609375,UP
17357.349609375,17625.55078125,17345.19921875,17577.5,17577.5,285600,2022,8,0,Tuesday,17625.55078125,17345.19921875,280.3515625,-220.150390625,268.201171875,232.30078125,DOWN
17525.44921875,17623.650390625,17499.25,17604.94921875,17604.94921875,262000,2022,8,0,Wednesday,17623.650390625,17499.25,124.400390625,-79.5,98.201171875,105.69921875,DOWN
17679.0,17726.5,17487.44921875,17522.44921875,17522.44921875,230200,2022,8,0,Thursday,17726.5,17487.44921875,239.05078125,156.55078125,47.5,35.0,UP
17619.30078125,17685.849609375,17519.349609375,17558.900390625,17558.900390625,266600,2022,8,0,Friday,17685.849609375,17519.349609375,166.5,60.400390625,66.548828125,39.55078125,UP
17188.650390625,17380.150390625,17166.19921875,17312.900390625,17312.900390625,244900,2022,8,0,Monday,17380.150390625,17166.19921875,213.951171875,-124.25,191.5,146.701171875,DOWN
17414.94921875,17777.650390625,17401.5,17759.30078125,17759.30078125,324700,2022,8,0,Tuesday,17777.650390625,17401.5,376.150390625,-344.3515625,362.701171875,357.80078125,DOWN
17485.69921875,17695.599609375,17468.44921875,17542.80078125,17542.80078125,308500,2022,9,0,Thursday,17695.599609375,17468.44921875,227.150390625,-57.1015625,209.900390625,74.3515625,DOWN
17598.400390625,17643.849609375,17476.44921875,17539.44921875,17539.44921875,256300,2022,9,0,Friday,17643.849609375,17476.44921875,167.400390625,58.951171875,45.44921875,63.0,UP
17546.44921875,17683.150390625,17540.349609375,17665.80078125,17665.80078125,230300,2022,9,0,Monday,17683.150390625,17540.349609375,142.80078125,-119.3515625,136.701171875,125.451171875,DOWN
17695.69921875,17764.650390625,17587.650390625,17655.599609375,17655.599609375,251200,2022,9,0,Tuesday,17764.650390625,17587.650390625,177.0,40.099609375,68.951171875,67.94921875,UP
17519.400390625,17650.75,17484.30078125,17624.400390625,17624.400390625,354100,2022,9,0,Wednesday,17650.75,17484.30078125,166.44921875,-105.0,131.349609375,140.099609375,DOWN
17748.150390625,17807.650390625,17691.94921875,17798.75,17798.75,279800,2022,9,0,Thursday,17807.650390625,17691.94921875,115.701171875,-50.599609375,59.5,106.80078125,DOWN
17923.349609375,17925.94921875,17786.0,17833.349609375,17833.349609375,270300,2022,9,0,Friday,17925.94921875,17786.0,139.94921875,90.0,2.599609375,47.349609375,UP
17890.849609375,17980.55078125,17889.150390625,17936.349609375,17936.349609375,228200,2022,9,0,Monday,17980.55078125,17889.150390625,91.400390625,-45.5,89.701171875,47.19921875,DOWN
18044.44921875,18088.30078125,18015.44921875,18070.05078125,18070.05078125,259900,2022,9,0,Tuesday,18088.30078125,18015.44921875,72.8515625,-25.6015625,43.8515625,54.6015625,DOWN
17771.150390625,18091.55078125,17771.150390625,18003.75,18003.75,365900,2022,9,0,Wednesday,18091.55078125,17771.150390625,320.400390625,-232.599609375,320.400390625,232.599609375,DOWN
18046.349609375,18096.150390625,17861.5,17877.400390625,17877.400390625,289600,2022,9,0,Thursday,18096.150390625,17861.5,234.650390625,168.94921875,49.80078125,15.900390625,UP
17796.80078125,17820.05078125,17497.25,17530.849609375,17530.849609375,468500,2022,9,0,Friday,17820.05078125,17497.25,322.80078125,265.951171875,23.25,33.599609375,UP
17540.650390625,17667.19921875,17429.69921875,17622.25,17622.25,258300,2022,9,0,Monday,17667.19921875,17429.69921875,237.5,-81.599609375,126.548828125,192.55078125,DOWN
17770.400390625,17919.30078125,17744.400390625,17816.25,17816.25,263100,2022,9,0,Tuesday,17919.30078125,17744.400390625,174.900390625,-45.849609375,148.900390625,71.849609375,DOWN
17766.349609375,17838.69921875,17663.599609375,17718.349609375,17718.349609375,245500,2022,9,0,Wednesday,17838.69921875,17663.599609375,175.099609375,48.0,72.349609375,54.75,UP
17609.650390625,17722.75,17532.44921875,17629.80078125,17629.80078125,284100,2022,9,0,Thursday,17722.75,17532.44921875,190.30078125,-20.150390625,113.099609375,97.3515625,DOWN
17593.849609375,17642.150390625,17291.650390625,17327.349609375,17327.349609375,390800,2022,9,0,Friday,17642.150390625,17291.650390625,350.5,266.5,48.30078125,35.69921875,UP
17156.30078125,17196.400390625,16978.30078125,17016.30078125,17016.30078125,492000,2022,9,0,Monday,17196.400390625,16978.30078125,218.099609375,140.0,40.099609375,38.0,UP
17110.900390625,17176.44921875,16942.349609375,17007.400390625,17007.400390625,359900,2022,9,0,Tuesday,17176.44921875,16942.349609375,234.099609375,103.5,65.548828125,65.05078125,UP
16870.55078125,17037.599609375,16820.400390625,16858.599609375,16858.599609375,323900,2022,9,0,Wednesday,17037.599609375,16820.400390625,217.19921875,11.951171875,167.048828125,38.19921875,UP
16993.599609375,17026.05078125,16788.599609375,16818.099609375,16818.099609375,340000,2022,9,0,Thursday,17026.05078125,16788.599609375,237.451171875,175.5,32.451171875,29.5,UP
16798.05078125,17187.099609375,16747.69921875,17094.349609375,17094.349609375,376100,2022,9,0,Friday,17187.099609375,16747.69921875,439.400390625,-296.298828125,389.048828125,346.650390625,DOWN
17102.099609375,17114.650390625,16855.55078125,16887.349609375,16887.349609375,278400,2022,10,0,Monday,17114.650390625,16855.55078125,259.099609375,214.75,12.55078125,31.798828125,UP
17147.44921875,17287.30078125,17117.30078125,17274.30078125,17274.30078125,226000,2022,10,0,Tuesday,17287.30078125,17117.30078125,170.0,-126.8515625,139.8515625,157.0,DOWN
17379.25,17428.80078125,17315.650390625,17331.80078125,17331.80078125,265500,2022,10,0,Thursday,17428.80078125,17315.650390625,113.150390625,47.44921875,49.55078125,16.150390625,UP
17287.19921875,17337.349609375,17216.94921875,17314.650390625,17314.650390625,216300,2022,10,0,Friday,17337.349609375,17216.94921875,120.400390625,-27.451171875,50.150390625,97.701171875,DOWN
17094.349609375,17280.150390625,17064.69921875,17241.0,17241.0,234000,2022,10,0,Monday,17280.150390625,17064.69921875,215.451171875,-146.650390625,185.80078125,176.30078125,DOWN
17256.05078125,17261.80078125,16950.30078125,16983.55078125,16983.55078125,282600,2022,10,0,Tuesday,17261.80078125,16950.30078125,311.5,272.5,5.75,33.25,UP
17025.55078125,17142.349609375,16960.05078125,17123.599609375,17123.599609375,256000,2022,10,0,Wednesday,17142.349609375,16960.05078125,182.298828125,-98.048828125,116.798828125,163.548828125,DOWN
17087.349609375,17112.349609375,16956.94921875,17014.349609375,17014.349609375,266400,2022,10,0,Thursday,17112.349609375,16956.94921875,155.400390625,73.0,25.0,57.400390625,UP
17322.30078125,17348.55078125,17169.75,17185.69921875,17185.69921875,227000,2022,10,0,Friday,17348.55078125,17169.75,178.80078125,136.6015625,26.25,15.94921875,UP
17144.80078125,17328.55078125,17098.55078125,17311.80078125,17311.80078125,212200,2022,10,0,Monday,17328.55078125,17098.55078125,230.0,-167.0,183.75,213.25,DOWN
17438.75,17527.80078125,17434.05078125,17486.94921875,17486.94921875,239500,2022,10,0,Tuesday,17527.80078125,17434.05078125,93.75,-48.19921875,89.05078125,52.8984375,DOWN
17568.150390625,17607.599609375,17472.849609375,17512.25,17512.25,210500,2022,10,0,Wednesday,17607.599609375,17472.849609375,134.75,55.900390625,39.44921875,39.400390625,UP
17423.099609375,17584.150390625,17421.0,17563.94921875,17563.94921875,249600,2022,10,0,Thursday,17584.150390625,17421.0,163.150390625,-140.849609375,161.05078125,142.94921875,DOWN
17622.849609375,17670.150390625,17520.75,17576.30078125,17576.30078125,277700,2022,10,0,Friday,17670.150390625,17520.75,149.400390625,46.548828125,47.30078125,55.55078125,UP
17736.349609375,17777.55078125,17707.400390625,17730.75,17730.75,45000,2022,10,0,Monday,17777.55078125,17707.400390625,70.150390625,5.599609375,41.201171875,23.349609375,UP
17808.30078125,17811.5,17637.0,17656.349609375,17656.349609375,251400,2022,10,0,Tuesday,17811.5,17637.0,174.5,151.951171875,3.19921875,19.349609375,UP
17771.400390625,17783.900390625,17654.5,17736.94921875,17736.94921875,324600,2022,10,0,Thursday,17783.900390625,17654.5,129.400390625,34.451171875,12.5,82.44921875,UP
17756.400390625,17838.900390625,17723.69921875,17786.80078125,17786.80078125,250000,2022,10,0,Friday,17838.900390625,17723.69921875,115.201171875,-30.400390625,82.5,63.1015625,DOWN
17910.19921875,18022.80078125,17899.900390625,18012.19921875,18012.19921875,227200,2022,10,0,Monday,18022.80078125,17899.900390625,122.900390625,-102.0,112.6015625,112.298828125,DOWN
18130.69921875,18175.80078125,18060.150390625,18145.400390625,18145.400390625,349900,2022,11,0,Tuesday,18175.80078125,18060.150390625,115.650390625,-14.701171875,45.1015625,85.25,DOWN
18177.900390625,18178.75,18048.650390625,18082.849609375,18082.849609375,270900,2022,11,0,Wednesday,18178.75,18048.650390625,130.099609375,95.05078125,0.849609375,34.19921875,UP
17968.349609375,18106.30078125,17959.19921875,18052.69921875,18052.69921875,213000,2022,11,0,Thursday,18106.30078125,17959.19921875,147.1015625,-84.349609375,137.951171875,93.5,DOWN
18053.400390625,18135.099609375,18017.150390625,18117.150390625,18117.150390625,267900,2022,11,0,Friday,18135.099609375,18017.150390625,117.94921875,-63.75,81.69921875,100.0,DOWN
18211.75,18255.5,18064.75,18202.80078125,18202.80078125,314800,2022,11,0,Monday,18255.5,18064.75,190.75,8.94921875,43.75,138.05078125,UP
18288.25,18296.400390625,18117.5,18157.0,18157.0,307200,2022,11,0,Wednesday,18296.400390625,18117.5,178.900390625,131.25,8.150390625,39.5,UP
18044.349609375,18103.099609375,17969.400390625,18028.19921875,18028.19921875,256500,2022,11,0,Thursday,18103.099609375,17969.400390625,133.69921875,16.150390625,58.75,58.798828125,UP
18272.349609375,18362.30078125,18259.349609375,18349.69921875,18349.69921875,378500,2022,11,0,Friday,18362.30078125,18259.349609375,102.951171875,-77.349609375,89.951171875,90.349609375,DOWN
18376.400390625,18399.44921875,18311.400390625,18329.150390625,18329.150390625,301400,2022,11,0,Monday,18399.44921875,18311.400390625,88.048828125,47.25,23.048828125,17.75,UP
18362.75,18427.94921875,18282.0,18403.400390625,18403.400390625,250900,2022,11,0,Tuesday,18427.94921875,18282.0,145.94921875,-40.650390625,65.19921875,121.400390625,DOWN
18398.25,18442.150390625,18344.150390625,18409.650390625,18409.650390625,219300,2022,11,0,Wednesday,18442.150390625,18344.150390625,98.0,-11.400390625,43.900390625,65.5,DOWN
18358.69921875,18417.599609375,18312.94921875,18343.900390625,18343.900390625,200500,2022,11,0,Thursday,18417.599609375,18312.94921875,104.650390625,14.798828125,58.900390625,30.951171875,UP
18382.94921875,18394.599609375,18209.80078125,18307.650390625,18307.650390625,198800,2022,11,0,Friday,18394.599609375,18209.80078125,184.798828125,75.298828125,11.650390625,97.849609375,UP
18246.400390625,18262.30078125,18133.349609375,18159.94921875,18159.94921875,213800,2022,11,0,Monday,18262.30078125,18133.349609375,128.951171875,86.451171875,15.900390625,26.599609375,UP
18179.150390625,18261.849609375,18137.69921875,18244.19921875,18244.19921875,177700,2022,11,0,Tuesday,18261.849609375,18137.69921875,124.150390625,-65.048828125,82.69921875,106.5,DOWN
18325.19921875,18325.400390625,18246.0,18267.25,18267.25,178800,2022,11,0,Wednesday,18325.400390625,18246.0,79.400390625,57.94921875,0.201171875,21.25,UP
18326.099609375,18529.69921875,18294.25,18484.099609375,18484.099609375,204000,2022,11,0,Thursday,18529.69921875,18294.25,235.44921875,-158.0,203.599609375,189.849609375,DOWN
18528.44921875,18534.900390625,18445.099609375,18512.75,18512.75,205900,2022,11,0,Friday,18534.900390625,18445.099609375,89.80078125,15.69921875,6.451171875,67.650390625,UP
18430.55078125,18614.25,18365.599609375,18562.75,18562.75,206500,2022,11,0,Monday,18614.25,18365.599609375,248.650390625,-132.19921875,183.69921875,197.150390625,DOWN
18552.44921875,18678.099609375,18552.150390625,18618.05078125,18618.05078125,195300,2022,11,0,Tuesday,18678.099609375,18552.150390625,125.94921875,-65.6015625,125.650390625,65.900390625,DOWN
18625.69921875,18816.05078125,18616.55078125,18758.349609375,18758.349609375,345600,2022,11,0,Wednesday,18816.05078125,18616.55078125,199.5,-132.650390625,190.3515625,141.798828125,DOWN
18871.94921875,18887.599609375,18778.19921875,18812.5,18812.5,325000,2022,12,0,Thursday,18887.599609375,18778.19921875,109.400390625,59.44921875,15.650390625,34.30078125,UP
18752.400390625,18781.94921875,18639.19921875,18696.099609375,18696.099609375,254400,2022,12,0,Friday,18781.94921875,18639.19921875,142.75,56.30078125,29.548828125,56.900390625,UP
18719.55078125,18728.599609375,18591.349609375,18701.05078125,18701.05078125,288400,2022,12,0,Monday,18728.599609375,18591.349609375,137.25,18.5,9.048828125,109.701171875,UP
18600.650390625,18654.900390625,18577.900390625,18642.75,18642.75,217800,2022,12,0,Tuesday,18654.900390625,18577.900390625,77.0,-42.099609375,54.25,64.849609375,DOWN
18638.849609375,18668.30078125,18528.400390625,18560.5,18560.5,200500,2022,12,0,Wednesday,18668.30078125,18528.400390625,139.900390625,78.349609375,29.451171875,32.099609375,UP
18570.849609375,18625.0,18536.94921875,18609.349609375,18609.349609375,202800,2022,12,0,Thursday,18625.0,18536.94921875,88.05078125,-38.5,54.150390625,72.400390625,DOWN
18662.400390625,18664.69921875,18410.099609375,18496.599609375,18496.599609375,215800,2022,12,0,Friday,18664.69921875,18410.099609375,254.599609375,165.80078125,2.298828125,86.5,UP
18402.150390625,18521.55078125,18345.69921875,18497.150390625,18497.150390625,193900,2022,12,0,Monday,18521.55078125,18345.69921875,175.8515625,-95.0,119.400390625,151.451171875,DOWN
18524.400390625,18617.25,18490.19921875,18608.0,18608.0,187600,2022,12,0,Tuesday,18617.25,18490.19921875,127.05078125,-83.599609375,92.849609375,117.80078125,DOWN
18671.25,18696.099609375,18632.900390625,18660.30078125,18660.30078125,208000,2022,12,0,Wednesday,18696.099609375,18632.900390625,63.19921875,10.94921875,24.849609375,27.400390625,UP
18614.400390625,18652.900390625,18387.69921875,18414.900390625,18414.900390625,183100,2022,12,0,Thursday,18652.900390625,18387.69921875,265.201171875,199.5,38.5,27.201171875,UP
18319.099609375,18440.94921875,18255.150390625,18269.0,18269.0,277700,2022,12,0,Friday,18440.94921875,18255.150390625,185.798828125,50.099609375,121.849609375,13.849609375,UP
18288.099609375,18431.650390625,18244.55078125,18420.44921875,18420.44921875,154800,2022,12,0,Monday,18431.650390625,18244.55078125,187.099609375,-132.349609375,143.55078125,175.8984375,DOWN
18340.30078125,18404.900390625,18202.650390625,18385.30078125,18385.30078125,169000,2022,12,0,Tuesday,18404.900390625,18202.650390625,202.25,-45.0,64.599609375,182.650390625,DOWN
18435.150390625,18473.349609375,18162.75,18199.099609375,18199.099609375,187600,2022,12,0,Wednesday,18473.349609375,18162.75,310.599609375,236.05078125,38.19921875,36.349609375,UP
18288.80078125,18318.75,18068.599609375,18127.349609375,18127.349609375,195700,2022,12,0,Thursday,18318.75,18068.599609375,250.150390625,161.451171875,29.94921875,58.75,UP
17977.650390625,18050.44921875,17779.5,17806.80078125,17806.80078125,221500,2022,12,0,Friday,18050.44921875,17779.5,270.94921875,170.849609375,72.798828125,27.30078125,UP
17830.400390625,18084.099609375,17774.25,18014.599609375,18014.599609375,176700,2022,12,0,Monday,18084.099609375,17774.25,309.849609375,-184.19921875,253.69921875,240.349609375,DOWN
18089.80078125,18149.25,17967.44921875,18132.30078125,18132.30078125,214300,2022,12,0,Tuesday,18149.25,17967.44921875,181.80078125,-42.5,59.44921875,164.8515625,DOWN
18084.75,18173.099609375,18068.349609375,18122.5,18122.5,193900,2022,12,0,Wednesday,18173.099609375,18068.349609375,104.75,-37.75,88.349609375,54.150390625,DOWN
18045.69921875,18229.69921875,17992.80078125,18191.0,18191.0,281100,2022,12,0,Thursday,18229.69921875,17992.80078125,236.8984375,-145.30078125,184.0,198.19921875,DOWN
18259.099609375,18265.25,18080.30078125,18105.30078125,18105.30078125,192000,2022,12,0,Friday,18265.25,18080.30078125,184.94921875,153.798828125,6.150390625,25.0,UP
18131.69921875,18215.150390625,18086.5,18197.44921875,18197.44921875,256100,2023,1,0,Monday,18215.150390625,18086.5,128.650390625,-65.75,83.451171875,110.94921875,DOWN
18163.19921875,18251.94921875,18149.80078125,18232.55078125,18232.55078125,208700,2023,1,0,Tuesday,18251.94921875,18149.80078125,102.1484375,-69.3515625,88.75,82.75,DOWN
18230.650390625,18243.0,18020.599609375,18042.94921875,18042.94921875,235200,2023,1,0,Wednesday,18243.0,18020.599609375,222.400390625,187.701171875,12.349609375,22.349609375,UP
18101.94921875,18120.30078125,17892.599609375,17992.150390625,17992.150390625,269900,2023,1,0,Thursday,18120.30078125,17892.599609375,227.701171875,109.798828125,18.3515625,99.55078125,UP
18008.05078125,18047.400390625,17795.55078125,17859.44921875,17859.44921875,238200,2023,1,0,Friday,18047.400390625,17795.55078125,251.849609375,148.6015625,39.349609375,63.8984375,UP
17952.55078125,18141.400390625,17936.150390625,18101.19921875,18101.19921875,257200,2023,1,0,Monday,18141.400390625,17936.150390625,205.25,-148.6484375,188.849609375,165.048828125,DOWN
18121.30078125,18127.599609375,17856.0,17914.150390625,17914.150390625,283300,2023,1,0,Tuesday,18127.599609375,17856.0,271.599609375,207.150390625,6.298828125,58.150390625,UP
17924.25,17976.349609375,17824.349609375,17895.69921875,17895.69921875,259900,2023,1,0,Wednesday,17976.349609375,17824.349609375,152.0,28.55078125,52.099609375,71.349609375,UP
17920.849609375,17945.80078125,17761.650390625,17858.19921875,17858.19921875,227800,2023,1,0,Thursday,17945.80078125,17761.650390625,184.150390625,62.650390625,24.951171875,96.548828125,UP
17867.5,17999.349609375,17774.25,17956.599609375,17956.599609375,256700,2023,1,0,Friday,17999.349609375,17774.25,225.099609375,-89.099609375,131.849609375,182.349609375,DOWN
18033.150390625,18049.650390625,17853.650390625,17894.849609375,17894.849609375,206200,2023,1,0,Monday,18049.650390625,17853.650390625,196.0,138.30078125,16.5,41.19921875,UP
17922.80078125,18072.05078125,17886.94921875,18053.30078125,18053.30078125,219100,2023,1,0,Tuesday,18072.05078125,17886.94921875,185.1015625,-130.5,149.25,166.3515625,DOWN
18074.30078125,18183.75,18032.44921875,18165.349609375,18165.349609375,255800,2023,1,0,Wednesday,18183.75,18032.44921875,151.30078125,-91.048828125,109.44921875,132.900390625,DOWN
18119.80078125,18155.19921875,18063.75,18107.849609375,18107.849609375,237800,2023,1,0,Thursday,18155.19921875,18063.75,91.44921875,11.951171875,35.3984375,44.099609375,UP
18115.599609375,18145.44921875,18016.19921875,18027.650390625,18027.650390625,237200,2023,1,0,Friday,18145.44921875,18016.19921875,129.25,87.94921875,29.849609375,11.451171875,UP
18118.44921875,18162.599609375,18063.44921875,18118.55078125,18118.55078125,202500,2023,1,0,Monday,18162.599609375,18063.44921875,99.150390625,-0.1015625,44.150390625,55.1015625,DOWN
18183.94921875,18201.25,18078.650390625,18118.30078125,18118.30078125,216900,2023,1,0,Tuesday,18201.25,18078.650390625,122.599609375,65.6484375,17.30078125,39.650390625,UP
18093.349609375,18100.599609375,17846.150390625,17891.94921875,17891.94921875,257200,2023,1,0,Wednesday,18100.599609375,17846.150390625,254.44921875,201.400390625,7.25,45.798828125,UP
17877.19921875,17884.75,17493.55078125,17604.349609375,17604.349609375,476300,2023,1,0,Friday,17884.75,17493.55078125,391.19921875,272.849609375,7.55078125,110.798828125,UP
17541.94921875,17709.150390625,17405.55078125,17648.94921875,17648.94921875,432400,2023,1,0,Monday,17709.150390625,17405.55078125,303.599609375,-107.0,167.201171875,243.3984375,DOWN
17731.44921875,17735.69921875,17537.55078125,17662.150390625,17662.150390625,398300,2023,1,0,Tuesday,17735.69921875,17537.55078125,198.1484375,69.298828125,4.25,124.599609375,UP
17811.599609375,17972.19921875,17353.400390625,17616.30078125,17616.30078125,512900,2023,2,0,Wednesday,17972.19921875,17353.400390625,618.798828125,195.298828125,160.599609375,262.900390625,UP
17517.099609375,17653.900390625,17445.94921875,17610.400390625,17610.400390625,490100,2023,2,0,Thursday,17653.900390625,17445.94921875,207.951171875,-93.30078125,136.80078125,164.451171875,DOWN
17721.75,17870.30078125,17584.19921875,17854.05078125,17854.05078125,424100,2023,2,0,Friday,17870.30078125,17584.19921875,286.1015625,-132.30078125,148.55078125,269.8515625,DOWN
17818.55078125,17823.69921875,17698.349609375,17764.599609375,17764.599609375,282500,2023,2,0,Monday,17823.69921875,17698.349609375,125.349609375,53.951171875,5.1484375,66.25,UP
17790.099609375,17811.150390625,17652.55078125,17721.5,17721.5,354400,2023,2,0,Tuesday,17811.150390625,17652.55078125,158.599609375,68.599609375,21.05078125,68.94921875,UP
17750.30078125,17898.69921875,17744.150390625,17871.69921875,17871.69921875,291000,2023,2,0,Wednesday,17898.69921875,17744.150390625,154.548828125,-121.3984375,148.3984375,127.548828125,DOWN
17885.5,17916.900390625,17779.80078125,17893.44921875,17893.44921875,260900,2023,2,0,Thursday,17916.900390625,17779.80078125,137.099609375,-7.94921875,31.400390625,113.6484375,DOWN
17847.55078125,17876.94921875,17801.0,17856.5,17856.5,232000,2023,2,0,Friday,17876.94921875,17801.0,75.94921875,-8.94921875,29.3984375,55.5,DOWN
17859.099609375,17880.69921875,17719.75,17770.900390625,17770.900390625,231300,2023,2,0,Monday,17880.69921875,17719.75,160.94921875,88.19921875,21.599609375,51.150390625,UP
17840.349609375,17954.55078125,17800.05078125,17929.849609375,17929.849609375,244500,2023,2,0,Tuesday,17954.55078125,17800.05078125,154.5,-89.5,114.201171875,129.798828125,DOWN
