datetime,open,high,low,close,adj close,volume,year,month,hour,day,day_name,max,min,difference,candle_body,high_shadow,low_shadow,trend
2024-08-01 11:15:00+05:30,25033.44921875,25033.849609375,25019.25,25021.900390625,25021.900390625,0,2024,8,11,1,Thursday,25033.849609375,25019.25,14.599609375,11.548828125,0.400390625,2.650390625,UP
2024-08-01 11:20:00+05:30,25021.75,25023.69921875,25017.94921875,25020.349609375,25020.349609375,0,2024,8,11,1,Thursday,25023.69921875,25017.94921875,5.75,1.400390625,1.94921875,2.400390625,UP
2024-08-01 11:25:00+05:30,25019.80078125,25025.80078125,25017.75,25022.099609375,25022.099609375,0,2024,8,11,1,Thursday,25025.80078125,25017.75,8.05078125,-2.298828125,6.0,4.349609375,DOWN
2024-08-01 11:30:00+05:30,25023.099609375,25025.19921875,25017.94921875,25020.0,25020.0,0,2024,8,11,1,Thursday,25025.19921875,25017.94921875,7.25,3.099609375,2.099609375,2.05078125,UP
2024-08-01 11:35:00+05:30,25020.650390625,25027.75,25014.849609375,25026.69921875,25026.69921875,0,2024,8,11,1,Thursday,25027.75,25014.849609375,12.900390625,-6.048828125,7.099609375,11.849609375,DOWN
2024-08-01 11:40:00+05:30,25026.69921875,25026.69921875,24998.55078125,24998.69921875,24998.69921875,0,2024,8,11,1,Thursday,25026.69921875,24998.55078125,28.1484375,28.0,0.0,0.1484375,UP
2024-08-01 11:45:00+05:30,24998.44921875,25006.25,24991.849609375,24991.849609375,24991.849609375,0,2024,8,11,1,Thursday,25006.25,24991.849609375,14.400390625,6.599609375,7.80078125,0.0,UP
2024-08-01 11:50:00+05:30,24990.650390625,25006.900390625,24986.44921875,25003.94921875,25003.94921875,0,2024,8,11,1,Thursday,25006.900390625,24986.44921875,20.451171875,-13.298828125,16.25,17.5,DOWN
2024-08-01 11:55:00+05:30,25004.0,25006.099609375,24992.900390625,24999.849609375,24999.849609375,0,2024,8,11,1,Thursday,25006.099609375,24992.900390625,13.19921875,4.150390625,2.099609375,6.94921875,UP
2024-08-01 12:00:00+05:30,24999.849609375,25005.099609375,24994.150390625,24997.5,24997.5,0,2024,8,12,1,Thursday,25005.099609375,24994.150390625,10.94921875,2.349609375,5.25,3.349609375,UP
2024-08-01 12:05:00+05:30,24996.55078125,25000.849609375,24990.30078125,24990.94921875,24990.94921875,0,2024,8,12,1,Thursday,25000.849609375,24990.30078125,10.548828125,5.6015625,4.298828125,0.6484375,UP
2024-08-01 12:10:00+05:30,24991.349609375,24998.80078125,24983.30078125,24989.94921875,24989.94921875,0,2024,8,12,1,Thursday,24998.80078125,24983.30078125,15.5,1.400390625,7.451171875,6.6484375,UP
2024-08-01 12:15:00+05:30,24990.55078125,25000.650390625,24984.599609375,24997.94921875,24997.94921875,0,2024,8,12,1,Thursday,25000.650390625,24984.599609375,16.05078125,-7.3984375,10.099609375,13.349609375,DOWN
2024-08-01 12:20:00+05:30,24998.849609375,25002.349609375,24984.69921875,24985.5,24985.5,0,2024,8,12,1,Thursday,25002.349609375,24984.69921875,17.650390625,13.349609375,3.5,0.80078125,UP
2024-08-01 12:25:00+05:30,24985.05078125,24996.94921875,24971.75,24978.349609375,24978.349609375,0,2024,8,12,1,Thursday,24996.94921875,24971.75,25.19921875,6.701171875,11.8984375,6.599609375,UP
2024-08-01 12:30:00+05:30,24978.44921875,24984.900390625,24973.650390625,24981.599609375,24981.599609375,0,2024,8,12,1,Thursday,24984.900390625,24973.650390625,11.25,-3.150390625,6.451171875,7.94921875,DOWN
2024-08-01 12:35:00+05:30,24982.099609375,24983.5,24965.19921875,24965.900390625,24965.900390625,0,2024,8,12,1,Thursday,24983.5,24965.19921875,18.30078125,16.19921875,1.400390625,0.701171875,UP
2024-08-01 12:40:00+05:30,24965.69921875,24987.349609375,24964.5,24983.099609375,24983.099609375,0,2024,8,12,1,Thursday,24987.349609375,24964.5,22.849609375,-17.400390625,21.650390625,18.599609375,DOWN
2024-08-01 12:45:00+05:30,24983.30078125,24997.400390625,24978.19921875,24991.400390625,24991.400390625,0,2024,8,12,1,Thursday,24997.400390625,24978.19921875,19.201171875,-8.099609375,14.099609375,13.201171875,DOWN
2024-08-01 12:50:00+05:30,24990.94921875,24992.19921875,24985.0,24989.599609375,24989.599609375,0,2024,8,12,1,Thursday,24992.19921875,24985.0,7.19921875,1.349609375,1.25,4.599609375,UP
2024-08-01 12:55:00+05:30,24989.349609375,24990.19921875,24981.75,24983.25,24983.25,0,2024,8,12,1,Thursday,24990.19921875,24981.75,8.44921875,6.099609375,0.849609375,1.5,UP
2024-08-01 13:00:00+05:30,24983.19921875,24997.400390625,24983.0,24994.55078125,24994.55078125,0,2024,8,13,1,Thursday,24997.400390625,24983.0,14.400390625,-11.3515625,14.201171875,11.55078125,DOWN
2024-08-01 13:05:00+05:30,24995.150390625,25008.349609375,24993.849609375,24999.400390625,24999.400390625,0,2024,8,13,1,Thursday,25008.349609375,24993.849609375,14.5,-4.25,13.19921875,5.55078125,DOWN
2024-08-01 13:10:00+05:30,24999.30078125,25004.75,24996.0,24999.349609375,24999.349609375,0,2024,8,13,1,Thursday,25004.75,24996.0,8.75,-0.048828125,5.44921875,3.349609375,DOWN
2024-08-01 13:15:00+05:30,25000.099609375,25007.150390625,24997.150390625,25002.650390625,25002.650390625,0,2024,8,13,1,Thursday,25007.150390625,24997.150390625,10.0,-2.55078125,7.05078125,5.5,DOWN
2024-08-01 13:20:00+05:30,25002.599609375,25006.25,24986.75,24987.94921875,24987.94921875,0,2024,8,13,1,Thursday,25006.25,24986.75,19.5,14.650390625,3.650390625,1.19921875,UP
2024-08-01 13:25:00+05:30,24988.05078125,24996.19921875,24978.650390625,24980.099609375,24980.099609375,0,2024,8,13,1,Thursday,24996.19921875,24978.650390625,17.548828125,7.951171875,8.1484375,1.44921875,UP
2024-08-01 13:30:00+05:30,24978.849609375,24988.30078125,24976.19921875,24985.099609375,24985.099609375,0,2024,8,13,1,Thursday,24988.30078125,24976.19921875,12.1015625,-6.25,9.451171875,8.900390625,DOWN
2024-08-01 13:35:00+05:30,24984.5,24992.400390625,24981.05078125,24982.150390625,24982.150390625,0,2024,8,13,1,Thursday,24992.400390625,24981.05078125,11.349609375,2.349609375,7.900390625,1.099609375,UP
2024-08-01 13:40:00+05:30,24981.44921875,24985.19921875,24973.69921875,24974.0,24974.0,0,2024,8,13,1,Thursday,24985.19921875,24973.69921875,11.5,7.44921875,3.75,0.30078125,UP
2024-08-01 13:45:00+05:30,24974.150390625,24981.099609375,24972.150390625,24979.80078125,24979.80078125,0,2024,8,13,1,Thursday,24981.099609375,24972.150390625,8.94921875,-5.650390625,6.94921875,7.650390625,DOWN
2024-08-01 13:50:00+05:30,24979.55078125,24986.55078125,24978.900390625,24983.75,24983.75,0,2024,8,13,1,Thursday,24986.55078125,24978.900390625,7.650390625,-4.19921875,7.0,4.849609375,DOWN
2024-08-01 13:55:00+05:30,24983.900390625,24990.349609375,24977.400390625,24984.75,24984.75,0,2024,8,13,1,Thursday,24990.349609375,24977.400390625,12.94921875,-0.849609375,6.44921875,7.349609375,DOWN
2024-08-01 14:00:00+05:30,24985.099609375,24994.349609375,24979.5,24992.5,24992.5,0,2024,8,14,1,Thursday,24994.349609375,24979.5,14.849609375,-7.400390625,9.25,13.0,DOWN
2024-08-01 14:05:00+05:30,24991.900390625,24996.44921875,24987.0,24987.69921875,24987.69921875,0,2024,8,14,1,Thursday,24996.44921875,24987.0,9.44921875,4.201171875,4.548828125,0.69921875,UP
2024-08-01 14:10:00+05:30,24988.099609375,24992.349609375,24981.849609375,24981.94921875,24981.94921875,0,2024,8,14,1,Thursday,24992.349609375,24981.849609375,10.5,6.150390625,4.25,0.099609375,UP
2024-08-01 14:15:00+05:30,24981.44921875,24984.30078125,24971.80078125,24979.30078125,24979.30078125,0,2024,8,14,1,Thursday,24984.30078125,24971.80078125,12.5,2.1484375,2.8515625,7.5,UP
2024-08-01 14:20:00+05:30,24978.80078125,24984.19921875,24973.75,24978.30078125,24978.30078125,0,2024,8,14,1,Thursday,24984.19921875,24973.75,10.44921875,0.5,5.3984375,4.55078125,UP
2024-08-01 14:25:00+05:30,24976.849609375,24979.55078125,24965.900390625,24973.5,24973.5,0,2024,8,14,1,Thursday,24979.55078125,24965.900390625,13.650390625,3.349609375,2.701171875,7.599609375,UP
2024-08-01 14:30:00+05:30,24973.05078125,24976.75,24956.94921875,24965.099609375,24965.099609375,0,2024,8,14,1,Thursday,24976.75,24956.94921875,19.80078125,7.951171875,3.69921875,8.150390625,UP
2024-08-01 14:35:00+05:30,24963.650390625,24970.400390625,24959.599609375,24963.80078125,24963.80078125,0,2024,8,14,1,Thursday,24970.400390625,24959.599609375,10.80078125,-0.150390625,6.75,4.201171875,DOWN
2024-08-01 14:40:00+05:30,24964.19921875,25005.80078125,24962.19921875,25005.80078125,25005.80078125,0,2024,8,14,1,Thursday,25005.80078125,24962.19921875,43.6015625,-41.6015625,41.6015625,43.6015625,DOWN
2024-08-01 14:45:00+05:30,25003.599609375,25010.25,24987.44921875,25003.900390625,25003.900390625,0,2024,8,14,1,Thursday,25010.25,24987.44921875,22.80078125,-0.30078125,6.650390625,16.451171875,DOWN
2024-08-01 14:50:00+05:30,25002.349609375,25004.599609375,24980.25,24984.400390625,24984.400390625,0,2024,8,14,1,Thursday,25004.599609375,24980.25,24.349609375,17.94921875,2.25,4.150390625,UP
2024-08-01 14:55:00+05:30,24984.75,24988.099609375,24973.19921875,24983.05078125,24983.05078125,0,2024,8,14,1,Thursday,24988.099609375,24973.19921875,14.900390625,1.69921875,3.349609375,9.8515625,UP
2024-08-01 15:00:00+05:30,24982.55078125,24999.69921875,24977.69921875,24978.5,24978.5,0,2024,8,15,1,Thursday,24999.69921875,24977.69921875,22.0,4.05078125,17.1484375,0.80078125,UP
2024-08-01 15:05:00+05:30,24978.19921875,25017.55078125,24975.349609375,25017.55078125,25017.55078125,0,2024,8,15,1,Thursday,25017.55078125,24975.349609375,42.201171875,-39.3515625,39.3515625,42.201171875,DOWN
2024-08-01 15:10:00+05:30,25017.599609375,25020.900390625,25002.05078125,25018.25,25018.25,0,2024,8,15,1,Thursday,25020.900390625,25002.05078125,18.849609375,-0.650390625,3.30078125,16.19921875,DOWN
2024-08-01 15:15:00+05:30,25018.69921875,25027.05078125,25010.349609375,25021.099609375,25021.099609375,0,2024,8,15,1,Thursday,25027.05078125,25010.349609375,16.701171875,-2.400390625,8.3515625,10.75,DOWN
2024-08-01 15:20:00+05:30,25021.44921875,25030.849609375,25018.55078125,25021.599609375,25021.599609375,0,2024,8,15,1,Thursday,25030.849609375,25018.55078125,12.298828125,-0.150390625,9.400390625,3.048828125,DOWN
2024-08-01 15:25:00+05:30,25021.44921875,25022.30078125,24998.400390625,25004.900390625,25004.900390625,0,2024,8,15,1,Thursday,25022.30078125,24998.400390625,23.900390625,16.548828125,0.8515625,6.5,UP
2024-08-02 09:15:00+05:30,24824.19921875,24835.69921875,24754.94921875,24829.349609375,24829.349609375,0,2024,8,9,2,Friday,24835.69921875,24754.94921875,80.75,-5.150390625,11.5,74.400390625,DOWN
2024-08-02 09:20:00+05:30,24829.900390625,24838.5,24812.05078125,24818.599609375,24818.599609375,0,2024,8,9,2,Friday,24838.5,24812.05078125,26.44921875,11.30078125,8.599609375,6.548828125,UP
2024-08-02 09:25:00+05:30,24834.55078125,24851.44921875,24828.849609375,24837.0,24837.0,0,2024,8,9,2,Friday,24851.44921875,24828.849609375,22.599609375,-2.44921875,16.8984375,8.150390625,DOWN
2024-08-02 09:30:00+05:30,24836.0,24836.69921875,24810.599609375,24823.0,24823.0,0,2024,8,9,2,Friday,24836.69921875,24810.599609375,26.099609375,13.0,0.69921875,12.400390625,UP
2024-08-02 09:35:00+05:30,24822.0,24822.44921875,24793.0,24801.75,24801.75,0,2024,8,9,2,Friday,24822.44921875,24793.0,29.44921875,20.25,0.44921875,8.75,UP
2024-08-02 09:40:00+05:30,24798.849609375,24801.849609375,24758.19921875,24761.5,24761.5,0,2024,8,9,2,Friday,24801.849609375,24758.19921875,43.650390625,37.349609375,3.0,3.30078125,UP
2024-08-02 09:45:00+05:30,24758.900390625,24760.25,24725.0,24742.349609375,24742.349609375,0,2024,8,9,2,Friday,24760.25,24725.0,35.25,16.55078125,1.349609375,17.349609375,UP
2024-08-02 09:50:00+05:30,24742.80078125,24764.650390625,24742.25,24759.55078125,24759.55078125,0,2024,8,9,2,Friday,24764.650390625,24742.25,22.400390625,-16.75,21.849609375,17.30078125,DOWN
2024-08-02 09:55:00+05:30,24760.0,24762.900390625,24730.80078125,24738.650390625,24738.650390625,0,2024,8,9,2,Friday,24762.900390625,24730.80078125,32.099609375,21.349609375,2.900390625,7.849609375,UP
2024-08-02 10:00:00+05:30,24739.25,24748.19921875,24730.25,24738.80078125,24738.80078125,0,2024,8,10,2,Friday,24748.19921875,24730.25,17.94921875,0.44921875,8.94921875,8.55078125,UP
2024-08-02 10:05:00+05:30,24738.349609375,24756.94921875,24737.30078125,24753.099609375,24753.099609375,0,2024,8,10,2,Friday,24756.94921875,24737.30078125,19.6484375,-14.75,18.599609375,15.798828125,DOWN
2024-08-02 10:10:00+05:30,24752.05078125,24778.900390625,24750.650390625,24778.900390625,24778.900390625,0,2024,8,10,2,Friday,24778.900390625,24750.650390625,28.25,-26.849609375,26.849609375,28.25,DOWN
2024-08-02 10:15:00+05:30,24779.44921875,24788.650390625,24773.900390625,24776.400390625,24776.400390625,0,2024,8,10,2,Friday,24788.650390625,24773.900390625,14.75,3.048828125,9.201171875,2.5,UP
2024-08-02 10:20:00+05:30,24776.69921875,24776.94921875,24746.0,24760.80078125,24760.80078125,0,2024,8,10,2,Friday,24776.94921875,24746.0,30.94921875,15.8984375,0.25,14.80078125,UP
2024-08-02 10:25:00+05:30,24761.5,24769.55078125,24751.5,24754.099609375,24754.099609375,0,2024,8,10,2,Friday,24769.55078125,24751.5,18.05078125,7.400390625,8.05078125,2.599609375,UP
2024-08-02 10:30:00+05:30,24754.849609375,24790.75,24754.849609375,24789.849609375,24789.849609375,0,2024,8,10,2,Friday,24790.75,24754.849609375,35.900390625,-35.0,35.900390625,35.0,DOWN
2024-08-02 10:35:00+05:30,24789.44921875,24809.599609375,24789.349609375,24803.69921875,24803.69921875,0,2024,8,10,2,Friday,24809.599609375,24789.349609375,20.25,-14.25,20.150390625,14.349609375,DOWN
2024-08-02 10:40:00+05:30,24803.349609375,24805.900390625,24787.0,24793.900390625,24793.900390625,0,2024,8,10,2,Friday,24805.900390625,24787.0,18.900390625,9.44921875,2.55078125,6.900390625,UP
2024-08-02 10:45:00+05:30,24794.05078125,24811.94921875,24791.5,24810.75,24810.75,0,2024,8,10,2,Friday,24811.94921875,24791.5,20.44921875,-16.69921875,17.8984375,19.25,DOWN
2024-08-02 10:50:00+05:30,24810.5,24820.69921875,24798.19921875,24818.099609375,24818.099609375,0,2024,8,10,2,Friday,24820.69921875,24798.19921875,22.5,-7.599609375,10.19921875,19.900390625,DOWN
2024-08-02 10:55:00+05:30,24817.5,24823.25,24809.30078125,24821.400390625,24821.400390625,0,2024,8,10,2,Friday,24823.25,24809.30078125,13.94921875,-3.900390625,5.75,12.099609375,DOWN
2024-08-02 11:00:00+05:30,24820.599609375,24823.75,24790.650390625,24792.150390625,24792.150390625,0,2024,8,11,2,Friday,24823.75,24790.650390625,33.099609375,28.44921875,3.150390625,1.5,UP
2024-08-02 11:05:00+05:30,24791.30078125,24797.400390625,24778.75,24788.400390625,24788.400390625,0,2024,8,11,2,Friday,24797.400390625,24778.75,18.650390625,2.900390625,6.099609375,9.650390625,UP
2024-08-02 11:10:00+05:30,24788.69921875,24805.05078125,24785.099609375,24805.05078125,24805.05078125,0,2024,8,11,2,Friday,24805.05078125,24785.099609375,19.951171875,-16.3515625,16.3515625,19.951171875,DOWN
2024-08-02 11:15:00+05:30,24803.599609375,24808.900390625,24795.44921875,24805.599609375,24805.599609375,0,2024,8,11,2,Friday,24808.900390625,24795.44921875,13.451171875,-2.0,5.30078125,10.150390625,DOWN
2024-08-02 11:20:00+05:30,24806.05078125,24817.19921875,24802.30078125,24814.349609375,24814.349609375,0,2024,8,11,2,Friday,24817.19921875,24802.30078125,14.8984375,-8.298828125,11.1484375,12.048828125,DOWN
2024-08-02 11:25:00+05:30,24813.400390625,24824.05078125,24804.150390625,24822.94921875,24822.94921875,0,2024,8,11,2,Friday,24824.05078125,24804.150390625,19.900390625,-9.548828125,10.650390625,18.798828125,DOWN
2024-08-02 11:30:00+05:30,24822.599609375,24823.80078125,24802.400390625,24805.599609375,24805.599609375,0,2024,8,11,2,Friday,24823.80078125,24802.400390625,21.400390625,17.0,1.201171875,3.19921875,UP
2024-08-02 11:35:00+05:30,24805.599609375,24820.349609375,24802.349609375,24819.80078125,24819.80078125,0,2024,8,11,2,Friday,24820.349609375,24802.349609375,18.0,-14.201171875,14.75,17.451171875,DOWN
2024-08-02 11:40:00+05:30,24819.349609375,24830.75,24815.099609375,24822.55078125,24822.55078125,0,2024,8,11,2,Friday,24830.75,24815.099609375,15.650390625,-3.201171875,11.400390625,7.451171875,DOWN
2024-08-02 11:45:00+05:30,24821.599609375,24835.099609375,24816.94921875,24817.80078125,24817.80078125,0,2024,8,11,2,Friday,24835.099609375,24816.94921875,18.150390625,3.798828125,13.5,0.8515625,UP
2024-08-02 11:50:00+05:30,24817.849609375,24818.80078125,24798.75,24803.5,24803.5,0,2024,8,11,2,Friday,24818.80078125,24798.75,20.05078125,14.349609375,0.951171875,4.75,UP
2024-08-02 11:55:00+05:30,24804.099609375,24808.349609375,24796.849609375,24797.400390625,24797.400390625,0,2024,8,11,2,Friday,24808.349609375,24796.849609375,11.5,6.69921875,4.25,0.55078125,UP
2024-08-02 12:00:00+05:30,24797.25,24799.0,24780.30078125,24785.400390625,24785.400390625,0,2024,8,12,2,Friday,24799.0,24780.30078125,18.69921875,11.849609375,1.75,5.099609375,UP
2024-08-02 12:05:00+05:30,24784.05078125,24799.44921875,24779.900390625,24794.349609375,24794.349609375,0,2024,8,12,2,Friday,24799.44921875,24779.900390625,19.548828125,-10.298828125,15.3984375,14.44921875,DOWN
2024-08-02 12:10:00+05:30,24794.099609375,24798.099609375,24787.30078125,24788.69921875,24788.69921875,0,2024,8,12,2,Friday,24798.099609375,24787.30078125,10.798828125,5.400390625,4.0,1.3984375,UP
2024-08-02 12:15:00+05:30,24788.400390625,24794.900390625,24782.650390625,24782.650390625,24782.650390625,0,2024,8,12,2,Friday,24794.900390625,24782.650390625,12.25,5.75,6.5,0.0,UP
2024-08-02 12:20:00+05:30,24783.30078125,24789.349609375,24777.150390625,24781.849609375,24781.849609375,0,2024,8,12,2,Friday,24789.349609375,24777.150390625,12.19921875,1.451171875,6.048828125,4.69921875,UP
2024-08-02 12:25:00+05:30,24780.900390625,24783.849609375,24765.75,24771.05078125,24771.05078125,0,2024,8,12,2,Friday,24783.849609375,24765.75,18.099609375,9.849609375,2.94921875,5.30078125,UP
2024-08-02 12:30:00+05:30,24770.69921875,24772.55078125,24761.0,24766.25,24766.25,0,2024,8,12,2,Friday,24772.55078125,24761.0,11.55078125,4.44921875,1.8515625,5.25,UP
2024-08-02 12:35:00+05:30,24766.19921875,24779.94921875,24762.650390625,24771.30078125,24771.30078125,0,2024,8,12,2,Friday,24779.94921875,24762.650390625,17.298828125,-5.1015625,13.75,8.650390625,DOWN
2024-08-02 12:40:00+05:30,24771.75,24775.0,24757.5,24761.80078125,24761.80078125,0,2024,8,12,2,Friday,24775.0,24757.5,17.5,9.94921875,3.25,4.30078125,UP
2024-08-02 12:45:00+05:30,24762.099609375,24764.0,24754.69921875,24757.849609375,24757.849609375,0,2024,8,12,2,Friday,24764.0,24754.69921875,9.30078125,4.25,1.900390625,3.150390625,UP
2024-08-02 12:50:00+05:30,24759.599609375,24769.25,24758.69921875,24766.400390625,24766.400390625,0,2024,8,12,2,Friday,24769.25,24758.69921875,10.55078125,-6.80078125,9.650390625,7.701171875,DOWN
2024-08-02 12:55:00+05:30,24767.0,24780.44921875,24763.150390625,24776.650390625,24776.650390625,0,2024,8,12,2,Friday,24780.44921875,24763.150390625,17.298828125,-9.650390625,13.44921875,13.5,DOWN
2024-08-02 13:00:00+05:30,24776.650390625,24783.400390625,24773.0,24775.55078125,24775.55078125,0,2024,8,13,2,Friday,24783.400390625,24773.0,10.400390625,1.099609375,6.75,2.55078125,UP
2024-08-02 13:05:00+05:30,24775.55078125,24782.55078125,24772.0,24778.349609375,24778.349609375,0,2024,8,13,2,Friday,24782.55078125,24772.0,10.55078125,-2.798828125,7.0,6.349609375,DOWN
2024-08-02 13:10:00+05:30,24778.900390625,24782.099609375,24767.94921875,24770.5,24770.5,0,2024,8,13,2,Friday,24782.099609375,24767.94921875,14.150390625,8.400390625,3.19921875,2.55078125,UP
2024-08-02 13:15:00+05:30,24769.25,24777.349609375,24761.55078125,24766.80078125,24766.80078125,0,2024,8,13,2,Friday,24777.349609375,24761.55078125,15.798828125,2.44921875,8.099609375,5.25,UP
2024-08-02 13:20:00+05:30,24766.900390625,24768.75,24755.400390625,24761.849609375,24761.849609375,0,2024,8,13,2,Friday,24768.75,24755.400390625,13.349609375,5.05078125,1.849609375,6.44921875,UP
2024-08-02 13:25:00+05:30,24762.099609375,24775.849609375,24761.55078125,24775.5,24775.5,0,2024,8,13,2,Friday,24775.849609375,24761.55078125,14.298828125,-13.400390625,13.75,13.94921875,DOWN
2024-08-02 13:30:00+05:30,24775.5,24782.19921875,24768.75,24770.650390625,24770.650390625,0,2024,8,13,2,Friday,24782.19921875,24768.75,13.44921875,4.849609375,6.69921875,1.900390625,UP
2024-08-02 13:35:00+05:30,24770.44921875,24799.69921875,24767.599609375,24797.75,24797.75,0,2024,8,13,2,Friday,24799.69921875,24767.599609375,32.099609375,-27.30078125,29.25,30.150390625,DOWN
2024-08-02 13:40:00+05:30,24796.55078125,24808.30078125,24793.19921875,24793.5,24793.5,0,2024,8,13,2,Friday,24808.30078125,24793.19921875,15.1015625,3.05078125,11.75,0.30078125,UP
2024-08-02 13:45:00+05:30,24793.25,24801.75,24789.349609375,24795.25,24795.25,0,2024,8,13,2,Friday,24801.75,24789.349609375,12.400390625,-2.0,8.5,5.900390625,DOWN
2024-08-02 13:50:00+05:30,24794.099609375,24798.5,24788.349609375,24791.19921875,24791.19921875,0,2024,8,13,2,Friday,24798.5,24788.349609375,10.150390625,2.900390625,4.400390625,2.849609375,UP
