,year,month,day,hour,minute,day_of_week,PNL
1046,2024,5,24,9,52,Friday,-847.5
1047,2024,5,24,9,58,Friday,-615.0
1048,2024,5,24,10,29,Friday,-686.25
1049,2024,5,24,13,3,Friday,-405.0
1051,2024,5,27,9,34,Monday,-667.5
1052,2024,5,27,9,55,Monday,-453.75
1053,2024,5,27,10,14,Monday,-547.5
1054,2024,5,27,11,41,Monday,3168.75
1056,2024,5,28,9,35,Tuesday,-487.5
1057,2024,5,28,9,57,Tuesday,-513.75
1058,2024,5,28,10,7,Tuesday,-476.25
1059,2024,5,28,10,25,Tuesday,-532.5
1061,2024,5,28,11,31,Tuesday,-525.0
1062,2024,5,28,12,21,Tuesday,-705.0
1063,2024,5,29,9,27,Wednesday,-622.5
1064,2024,5,29,9,31,Wednesday,-663.75
1065,2024,5,29,10,5,Wednesday,2786.25
1067,2024,5,30,9,20,Thursday,-701.25
1068,2024,5,30,9,21,Thursday,2201.25
1070,2024,5,31,14,29,Friday,1500.0
1072,2024,6,3,9,21,Monday,1500.0
1074,2024,6,4,9,20,Tuesday,1500.0
1076,2024,6,5,9,20,Wednesday,-506.25
1077,2024,6,5,9,23,Wednesday,-765.0
1078,2024,6,5,9,28,Wednesday,-1252.5
1079,2024,6,5,9,36,Wednesday,-765.0
1080,2024,6,5,10,9,Wednesday,-821.25
1082,2024,6,5,10,31,Wednesday,180.0
1083,2024,6,6,9,20,Thursday,1950.0
1084,2024,6,6,9,21,Thursday,-450.0
1085,2024,6,7,9,20,Friday,1500.0
1087,2024,6,10,9,21,Monday,-536.25
1088,2024,6,10,9,34,Monday,2036.25
1090,2024,6,11,9,22,Tuesday,-476.25
1091,2024,6,11,9,37,Tuesday,-461.25
1092,2024,6,11,10,7,Tuesday,2437.5
1094,2024,6,12,9,25,Wednesday,1500.0
1096,2024,6,13,9,20,Thursday,-723.75
1097,2024,6,13,9,25,Thursday,-896.25
1098,2024,6,13,9,31,Thursday,-705.0
1099,2024,6,13,9,33,Thursday,-558.75
1100,2024,6,13,12,9,Thursday,-708.75
1102,2024,6,13,12,46,Thursday,-157.5
1103,2024,6,14,9,21,Friday,1500.0
1105,2024,6,18,9,23,Tuesday,-836.25
1106,2024,6,18,9,33,Tuesday,-761.25
1107,2024,6,18,10,25,Tuesday,-667.5
1109,2024,6,18,10,31,Tuesday,-476.25
1110,2024,6,18,11,10,Tuesday,-453.75
1112,2024,6,19,9,21,Wednesday,-712.5
1113,2024,6,19,9,22,Wednesday,-577.5
1114,2024,6,19,9,26,Wednesday,2790.0
1116,2024,6,20,9,20,Thursday,-746.25
1117,2024,6,20,9,20,Thursday,-1882.5
1118,2024,6,20,9,28,Thursday,-960.0
1119,2024,6,20,9,33,Thursday,-161.25
1120,2024,6,21,9,33,Friday,-558.75
1121,2024,6,21,10,45,Friday,-495.0
1122,2024,6,21,11,46,Friday,-506.25
1123,2024,6,21,12,2,Friday,-461.25
1124,2024,6,21,12,21,Friday,-513.75
1125,2024,6,21,12,28,Friday,4035.0
1127,2024,6,24,9,24,Monday,-686.25
1128,2024,6,24,9,39,Monday,-828.75
1129,2024,6,24,9,55,Monday,-472.5
1130,2024,6,24,10,4,Monday,3487.5
1132,2024,6,25,9,23,Tuesday,-761.25
1133,2024,6,25,9,29,Tuesday,-892.5
1134,2024,6,25,9,39,Tuesday,-461.25
1135,2024,6,25,9,46,Tuesday,-783.75
1136,2024,6,25,10,12,Tuesday,-483.75
1137,2024,6,25,10,46,Tuesday,-367.5
1139,2024,6,26,9,29,Wednesday,-1057.5
1140,2024,6,26,9,34,Wednesday,-570.0
1141,2024,6,26,10,20,Wednesday,-633.75
1142,2024,6,26,10,53,Wednesday,3761.25
1144,2024,6,27,9,20,Thursday,-978.75
1145,2024,6,27,9,26,Thursday,-963.75
1146,2024,6,27,9,38,Thursday,3442.5
1148,2024,6,28,9,38,Friday,1500.0
1150,2024,7,1,9,25,Monday,1500.0
1152,2024,7,2,9,20,Tuesday,1500.0
1154,2024,7,3,9,21,Wednesday,-918.75
1155,2024,7,3,9,29,Wednesday,-825.0
1156,2024,7,3,9,30,Wednesday,3243.75
1158,2024,7,4,9,21,Thursday,-457.5
1159,2024,7,4,9,23,Thursday,1957.5
1161,2024,7,5,9,41,Friday,-450.0
1162,2024,7,5,10,13,Friday,1950.0
1164,2024,7,8,9,22,Monday,-708.75
1165,2024,7,8,9,41,Monday,-645.0
1166,2024,7,8,9,55,Monday,-585.0
1167,2024,7,8,10,28,Monday,-1035.0
1168,2024,7,8,11,11,Monday,-476.25
1169,2024,7,8,11,43,Monday,-300.0
1171,2024,7,9,9,43,Tuesday,-592.5
1172,2024,7,9,9,59,Tuesday,-491.25
1173,2024,7,9,10,46,Tuesday,2583.75
1175,2024,7,10,9,21,Wednesday,-618.75
1176,2024,7,10,9,26,Wednesday,-663.75
1177,2024,7,10,9,40,Wednesday,-465.0
1178,2024,7,10,9,45,Wednesday,-675.0
1179,2024,7,10,9,59,Wednesday,3922.5
1181,2024,7,11,9,24,Thursday,1511.25
1183,2024,7,12,9,22,Friday,1500.0
1185,2024,7,15,9,20,Monday,-663.75
1186,2024,7,15,9,39,Monday,-513.75
1187,2024,7,15,9,56,Monday,-570.0
1189,2024,7,15,10,52,Monday,-472.5
1190,2024,7,15,11,44,Monday,-941.25
1191,2024,7,15,11,58,Monday,277.5
1192,2024,7,16,9,35,Tuesday,-498.75
1193,2024,7,16,9,56,Tuesday,1998.75
1195,2024,7,18,9,21,Thursday,1500.0
1197,2024,7,19,10,6,Friday,1500.0
1199,2024,7,22,9,20,Monday,1500.0
1201,2024,7,23,9,24,Tuesday,1500.0
1203,2024,7,24,9,20,Wednesday,-742.5
1204,2024,7,24,9,25,Wednesday,-551.25
1205,2024,7,24,9,33,Wednesday,-678.75
1206,2024,7,24,9,39,Wednesday,3472.5
1208,2024,7,25,9,20,Thursday,-1428.75
1209,2024,7,25,9,23,Thursday,-705.0
1210,2024,7,25,9,24,Thursday,-600.0
1211,2024,7,25,9,26,Thursday,-570.0
1212,2024,7,25,9,27,Thursday,-446.25
1213,2024,7,25,9,28,Thursday,0.0
1214,2024,7,26,9,22,Friday,1500.0
1216,2024,7,29,9,22,Monday,-517.5
1217,2024,7,29,9,26,Monday,2017.5
1219,2024,7,30,9,31,Tuesday,1500.0
1221,2024,8,2,9,37,Friday,1500.0
1223,2024,8,5,9,20,Monday,1500.0
1225,2024,8,6,9,21,Tuesday,-1473.75
1226,2024,8,6,9,25,Tuesday,-622.5
1227,2024,8,6,9,28,Tuesday,-652.5
1228,2024,8,6,9,48,Tuesday,-615.0
1229,2024,8,6,9,52,Tuesday,-502.5
1230,2024,8,6,10,11,Tuesday,116.25
1232,2024,8,7,9,21,Wednesday,2388.75
1233,2024,8,7,9,30,Wednesday,-888.75
1235,2024,8,8,9,20,Thursday,-495.0
1236,2024,8,8,9,25,Thursday,2445.0
1237,2024,8,8,9,29,Thursday,-450.0
1238,2024,8,9,9,20,Friday,1500.0
1240,2024,8,12,9,20,Monday,-487.5
1241,2024,8,12,9,50,Monday,-765.0
1242,2024,8,12,10,7,Monday,-817.5
1243,2024,8,12,10,43,Monday,3570.0
1245,2024,8,13,9,22,Tuesday,-783.75
1246,2024,8,13,9,33,Tuesday,-487.5
1247,2024,8,13,9,41,Tuesday,-540.0
1248,2024,8,13,10,5,Tuesday,-675.0
1249,2024,8,13,10,30,Tuesday,-671.25
1250,2024,8,13,12,5,Tuesday,-498.75
1252,2024,8,13,12,18,Tuesday,-93.75
1253,2024,8,14,9,20,Wednesday,-570.0
1254,2024,8,14,9,22,Wednesday,-487.5
1255,2024,8,14,9,26,Wednesday,-551.25
1256,2024,8,14,9,36,Wednesday,-667.5
1257,2024,8,14,9,47,Wednesday,-607.5
1258,2024,8,14,9,53,Wednesday,-603.75
1260,2024,8,14,10,7,Wednesday,-262.5
1261,2024,8,16,9,20,Friday,1500.0
1263,2024,8,19,9,21,Monday,-750.0
1264,2024,8,19,9,49,Monday,2250.0
1266,2024,8,20,9,34,Tuesday,1500.0
1268,2024,8,21,9,25,Wednesday,-450.0
1269,2024,8,21,9,47,Wednesday,-633.75
1270,2024,8,21,9,55,Wednesday,-686.25
1271,2024,8,21,10,1,Wednesday,-731.25
1272,2024,8,21,11,25,Wednesday,-510.0
1273,2024,8,21,12,4,Wednesday,-472.5
1274,2024,8,21,12,31,Wednesday,-266.25
1276,2024,8,22,9,20,Thursday,-543.75
1277,2024,8,22,9,30,Thursday,-513.75
1278,2024,8,22,9,49,Thursday,-502.5
1279,2024,8,22,10,10,Thursday,-457.5
1281,2024,8,22,11,40,Thursday,-521.25
1283,2024,8,23,9,22,Friday,-753.75
1284,2024,8,23,9,39,Friday,-517.5
1285,2024,8,23,9,48,Friday,-480.0
1287,2024,8,23,9,55,Friday,-663.75
1288,2024,8,23,10,29,Friday,438.75
1289,2024,8,26,9,25,Monday,1500.0
1291,2024,8,27,9,22,Tuesday,1500.0
1293,2024,8,28,9,30,Wednesday,1500.0
1295,2024,8,29,9,20,Thursday,-491.25
1296,2024,8,29,9,24,Thursday,1991.25
1298,2024,8,30,9,22,Friday,-577.5
1299,2024,8,30,9,36,Friday,-476.25
1300,2024,8,30,9,40,Friday,-573.75
1301,2024,8,30,10,2,Friday,-506.25
1302,2024,8,30,10,20,Friday,-562.5
1304,2024,8,30,14,18,Friday,-498.75
1305,2024,9,2,9,23,Monday,-498.75
1306,2024,9,2,9,55,Monday,-735.0
1307,2024,9,2,11,51,Monday,2733.75
1310,2024,9,3,9,44,Tuesday,-465.0
1311,2024,9,3,10,16,Tuesday,-626.25
1312,2024,9,3,13,0,Tuesday,-765.0
1313,2024,9,4,9,21,Wednesday,-536.25
1314,2024,9,4,10,10,Wednesday,-686.25
1315,2024,9,4,10,57,Wednesday,-585.0
1316,2024,9,4,13,12,Wednesday,3307.5
1318,2024,9,5,9,20,Thursday,-896.25
1319,2024,9,5,9,26,Thursday,2396.25
1321,2024,9,6,9,22,Friday,1500.0
1323,2024,9,9,9,29,Monday,-997.5
1325,2024,9,9,9,38,Monday,-611.25
1326,2024,9,9,9,57,Monday,-480.0
1327,2024,9,9,10,42,Monday,-663.75
1328,2024,9,9,13,15,Monday,-517.5
1329,2024,9,10,9,24,Tuesday,-510.0
1330,2024,9,10,9,37,Tuesday,2010.0
1332,2024,9,11,9,20,Wednesday,-708.75
1333,2024,9,11,9,23,Wednesday,-630.0
1334,2024,9,11,9,39,Wednesday,-502.5
1335,2024,9,11,9,57,Wednesday,-1005.0
1336,2024,9,11,10,5,Wednesday,-768.75
1337,2024,9,11,10,9,Wednesday,5115.0
1339,2024,9,12,9,21,Thursday,1500.0
1341,2024,9,13,9,22,Friday,1500.0
1343,2024,9,16,9,27,Monday,-615.0
1344,2024,9,16,9,35,Monday,-450.0
1345,2024,9,16,11,10,Monday,-600.0
1346,2024,9,16,11,33,Monday,-663.75
1348,2024,9,16,13,34,Monday,-611.25
1349,2024,9,17,9,21,Tuesday,-510.0
1350,2024,9,17,9,52,Tuesday,-697.5
1351,2024,9,17,10,15,Tuesday,-603.75
1353,2024,9,17,10,42,Tuesday,-547.5
1355,2024,9,18,9,20,Wednesday,1500.0
1357,2024,9,19,9,20,Thursday,1500.0
1359,2024,9,20,9,20,Friday,-468.75
1360,2024,9,20,9,28,Friday,-461.25
1361,2024,9,20,9,31,Friday,-502.5
1362,2024,9,20,9,35,Friday,-660.0
1363,2024,9,20,9,51,Friday,3592.5
1365,2024,9,23,9,23,Monday,1500.0
1367,2024,9,24,9,43,Tuesday,1500.0
1369,2024,9,25,9,46,Wednesday,-521.25
1370,2024,9,25,9,56,Wednesday,-618.75
1371,2024,9,25,11,46,Wednesday,-622.5
1372,2024,9,25,11,53,Wednesday,-465.0
1374,2024,9,25,15,0,Wednesday,1897.5
1375,2024,9,26,9,20,Thursday,-993.75
1376,2024,9,26,9,31,Thursday,-532.5
1377,2024,9,26,9,32,Thursday,-892.5
1378,2024,9,26,9,43,Thursday,-555.0
1379,2024,9,26,9,46,Thursday,4473.75
1382,2024,9,27,9,21,Friday,-626.25
1383,2024,9,27,9,35,Friday,-723.75
1384,2024,9,27,11,14,Friday,-600.0
1385,2024,9,27,12,26,Friday,-498.75
1386,2024,9,27,13,54,Friday,-881.25
1387,2024,9,30,9,22,Monday,1500.0
1389,2024,10,1,9,20,Tuesday,-450.0
1390,2024,10,1,9,29,Tuesday,1950.0
1392,2024,10,3,9,20,Thursday,1500.0
1394,2024,10,4,9,21,Friday,-997.5
1395,2024,10,4,9,24,Friday,-993.75
1396,2024,10,4,9,34,Friday,-547.5
1397,2024,10,4,9,36,Friday,-480.0
1398,2024,10,4,9,46,Friday,-281.25
1399,2024,10,4,9,47,Friday,-450.0
1400,2024,10,7,9,20,Monday,-562.5
1401,2024,10,7,9,21,Monday,-607.5
1404,2024,10,8,9,21,Tuesday,-828.75
1405,2024,10,8,9,28,Tuesday,-626.25
1406,2024,10,8,9,47,Tuesday,-528.75
1407,2024,10,8,10,26,Tuesday,-573.75
1408,2024,10,8,12,15,Tuesday,-570.0
1409,2024,10,9,9,22,Wednesday,-450.0
1410,2024,10,9,9,38,Wednesday,-648.75
1411,2024,10,9,9,42,Wednesday,-603.75
1412,2024,10,9,10,5,Wednesday,3202.5
1414,2024,10,10,9,20,Thursday,-528.75
1415,2024,10,10,9,25,Thursday,-1128.75
1416,2024,10,10,9,25,Thursday,-1323.75
1417,2024,10,10,9,30,Thursday,-318.75
1418,2024,10,10,9,31,Thursday,-450.0
1419,2024,10,11,9,22,Friday,-483.75
1420,2024,10,11,9,26,Friday,-513.75
1421,2024,10,11,9,45,Friday,-476.25
1423,2024,10,11,11,6,Friday,-517.5
1424,2024,10,11,11,20,Friday,-678.75
1426,2024,10,14,9,21,Monday,-461.25
1427,2024,10,14,9,44,Monday,1961.25
1429,2024,10,15,9,21,Tuesday,-570.0
1430,2024,10,15,9,26,Tuesday,2070.0
1432,2024,10,16,9,20,Wednesday,-472.5
1433,2024,10,16,9,26,Wednesday,-457.5
1434,2024,10,16,9,31,Wednesday,2430.0
1436,2024,10,17,9,20,Thursday,1500.0
1438,2024,10,18,9,20,Friday,-1098.75
1439,2024,10,18,9,31,Friday,2598.75
1441,2024,10,21,9,20,Monday,1500.0
1444,2024,10,22,9,22,Tuesday,1500.0
1445,2024,10,23,9,20,Wednesday,1500.0
1447,2024,10,24,9,20,Thursday,-1852.5
1448,2024,10,24,9,22,Thursday,-1665.0
1449,2024,10,24,9,23,Thursday,-232.5
1451,2024,10,25,9,35,Friday,1500.0
1453,2024,10,28,9,21,Monday,-1113.75
1454,2024,10,28,9,22,Monday,-618.75
1455,2024,10,28,9,25,Monday,3232.5
1457,2024,10,29,9,22,Tuesday,-491.25
1458,2024,10,29,9,26,Tuesday,-1218.75
1459,2024,10,29,9,28,Tuesday,3210.0
1461,2024,10,30,9,21,Wednesday,1500.0
1463,2024,10,31,9,20,Thursday,-858.75
1464,2024,10,31,9,22,Thursday,-630.0
1465,2024,10,31,9,25,Thursday,2988.75
1467,2024,11,4,9,24,Monday,-682.5
1468,2024,11,4,9,29,Monday,-547.5
1469,2024,11,4,9,33,Monday,2730.0
1471,2024,11,5,9,20,Tuesday,-757.5
1472,2024,11,5,9,28,Tuesday,-472.5
1473,2024,11,5,11,24,Tuesday,2730.0
1475,2024,11,6,9,20,Wednesday,-1181.25
1476,2024,11,6,9,28,Wednesday,-603.75
1477,2024,11,6,9,38,Wednesday,3285.0
1479,2024,11,7,9,21,Thursday,1500.0
1481,2024,11,8,9,20,Friday,-510.0
1482,2024,11,8,9,25,Friday,2010.0
1484,2024,11,11,9,21,Monday,-858.75
1485,2024,11,11,9,28,Monday,2358.75
1487,2024,11,12,9,20,Tuesday,1500.0
1489,2024,11,13,9,20,Wednesday,-622.5
1490,2024,11,13,9,22,Wednesday,-791.25
1491,2024,11,13,9,27,Wednesday,-873.75
1492,2024,11,13,9,31,Wednesday,-757.5
1493,2024,11,13,9,32,Wednesday,4545.0
1495,2024,11,14,9,20,Thursday,1500.0
1497,2024,11,18,9,20,Monday,1500.0
1499,2024,11,19,9,21,Tuesday,1500.0
1501,2024,11,21,9,20,Thursday,1500.0
1503,2024,11,22,9,21,Friday,1500.0
1505,2024,11,25,9,21,Monday,-952.5
1506,2024,11,25,9,26,Monday,-1248.75
1507,2024,11,25,9,27,Monday,-742.5
1508,2024,11,25,9,34,Monday,-618.75
1509,2024,11,25,9,39,Monday,-187.5
1511,2024,11,26,9,22,Tuesday,-570.0
1512,2024,11,26,9,25,Tuesday,-693.75
1513,2024,11,26,9,35,Tuesday,2763.75
1515,2024,11,27,9,20,Wednesday,1500.0
1517,2024,11,28,9,22,Thursday,-581.25
1518,2024,11,28,9,23,Thursday,-1492.5
1519,2024,11,28,9,51,Thursday,-1001.25
1520,2024,11,28,9,52,Thursday,-450.0
1521,2024,11,28,9,55,Thursday,-225.0
1522,2024,11,29,9,20,Friday,-592.5
1523,2024,11,29,9,25,Friday,-896.25
1524,2024,11,29,9,26,Friday,4931.25
1525,2024,11,29,9,41,Friday,-750.0
1526,2024,11,29,9,45,Friday,-641.25
1527,2024,11,29,10,12,Friday,-551.25
1529,2024,12,2,9,20,Monday,-847.5
1530,2024,12,2,9,34,Monday,2347.5
1532,2024,12,3,9,21,Tuesday,-513.75
1533,2024,12,3,10,18,Tuesday,2013.75
1535,2024,12,4,9,22,Wednesday,1500.0
1537,2024,12,5,9,21,Thursday,1500.0
1540,2024,12,6,9,22,Friday,-491.25
1541,2024,12,6,10,3,Friday,-802.5
1543,2024,12,9,9,24,Monday,-652.5
1545,2024,12,9,9,37,Monday,-521.25
1546,2024,12,9,9,49,Monday,-502.5
1548,2024,12,10,9,36,Tuesday,-663.75
1550,2024,12,10,12,15,Tuesday,-626.25
1551,2024,12,10,12,19,Tuesday,-480.0
1552,2024,12,10,12,31,Tuesday,-1121.25
1553,2024,12,11,9,20,Wednesday,-667.5
1554,2024,12,11,9,55,Wednesday,-513.75
1555,2024,12,11,10,22,Wednesday,2681.25
1557,2024,12,12,9,23,Thursday,1500.0
1559,2024,12,13,9,20,Friday,1500.0
1561,2024,12,16,9,21,Monday,1500.0
1563,2024,12,17,9,21,Tuesday,-727.5
1564,2024,12,17,9,35,Tuesday,2227.5
1566,2024,12,18,9,20,Wednesday,-1057.5
1567,2024,12,18,9,22,Wednesday,-472.5
1568,2024,12,18,9,32,Wednesday,-952.5
1569,2024,12,18,9,33,Wednesday,-697.5
1570,2024,12,18,9,37,Wednesday,-810.0
1572,2024,12,18,9,54,Wednesday,236.25
1573,2024,12,19,9,20,Thursday,-1218.75
1574,2024,12,19,9,21,Thursday,-652.5
1575,2024,12,19,9,28,Thursday,-1323.75
1576,2024,12,19,9,36,Thursday,-967.5
1577,2024,12,19,9,38,Thursday,183.75
1578,2024,12,20,9,21,Friday,-660.0
1579,2024,12,20,9,36,Friday,2160.0
1581,2024,12,23,9,20,Monday,-600.0
1582,2024,12,23,9,21,Monday,-1132.5
1583,2024,12,23,9,22,Monday,-551.25
1584,2024,12,23,9,24,Monday,-633.75
1585,2024,12,23,9,35,Monday,-671.25
1587,2024,12,23,9,55,Monday,-161.25
1588,2024,12,24,9,23,Tuesday,-630.0
1589,2024,12,24,9,27,Tuesday,-517.5
1590,2024,12,24,9,32,Tuesday,2647.5
1592,2024,12,26,9,20,Thursday,-581.25
1593,2024,12,26,9,26,Thursday,-1931.25
1594,2024,12,26,9,28,Thursday,4012.5
1596,2024,12,27,9,45,Friday,1500.0
1598,2024,12,30,9,20,Monday,1500.0
1600,2024,12,31,9,21,Tuesday,-450.0
1601,2024,12,31,9,36,Tuesday,-1068.75
1602,2024,12,31,9,43,Tuesday,-450.0
1603,2024,12,31,9,43,Tuesday,-900.0
1604,2024,12,31,9,54,Tuesday,-536.25
1605,2024,12,31,9,56,Tuesday,-345.0
1606,2025,1,1,9,21,Wednesday,-453.75
1607,2025,1,1,9,32,Wednesday,1953.75
1609,2025,1,2,9,20,Thursday,-532.5
1610,2025,1,2,9,30,Thursday,-461.25
1611,2025,1,2,9,37,Thursday,-615.0
1612,2025,1,2,9,54,Thursday,3108.75
1614,2025,1,3,9,27,Friday,1500.0
1616,2025,1,6,9,20,Monday,-750.0
1617,2025,1,6,9,22,Monday,-622.5
1618,2025,1,6,9,29,Monday,2872.5
1620,2025,1,7,9,21,Tuesday,-555.0
1621,2025,1,7,9,24,Tuesday,-1181.25
1622,2025,1,7,9,26,Tuesday,-866.25
1623,2025,1,7,9,28,Tuesday,-1061.25
1624,2025,1,7,9,48,Tuesday,-86.25
1626,2025,1,8,9,21,Wednesday,-723.75
1627,2025,1,8,9,46,Wednesday,-472.5
1628,2025,1,8,9,49,Wednesday,-1173.75
1629,2025,1,8,10,20,Wednesday,3870.0
1631,2025,1,9,9,25,Thursday,-675.0
1632,2025,1,9,9,32,Thursday,-487.5
1633,2025,1,9,9,39,Thursday,-476.25
1634,2025,1,9,9,47,Thursday,-708.75
1635,2025,1,9,9,51,Thursday,-528.75
1636,2025,1,9,9,55,Thursday,-536.25
1637,2025,1,9,10,11,Thursday,-337.5
1638,2025,1,10,9,20,Friday,-476.25
1639,2025,1,10,9,27,Friday,1976.25
1641,2025,1,13,9,21,Monday,-903.75
1642,2025,1,13,9,27,Monday,-806.25
1643,2025,1,13,9,28,Monday,-663.75
1644,2025,1,13,9,29,Monday,-1035.0
1645,2025,1,13,9,32,Monday,-341.25
1647,2025,1,14,9,21,Tuesday,-810.0
1648,2025,1,14,9,26,Tuesday,-622.5
1649,2025,1,14,9,27,Tuesday,-536.25
1650,2025,1,14,9,28,Tuesday,-480.0
1651,2025,1,14,11,6,Tuesday,-723.75
1652,2025,1,14,11,23,Tuesday,-735.0
1653,2025,1,14,12,24,Tuesday,0.0
1655,2025,1,15,9,26,Wednesday,1500.0
1657,2025,1,16,9,22,Thursday,-671.25
1658,2025,1,16,9,28,Thursday,-671.25
1659,2025,1,16,9,40,Thursday,2842.5
1661,2025,1,17,9,22,Friday,-671.25
1662,2025,1,17,9,25,Friday,-472.5
1663,2025,1,17,10,0,Friday,-450.0
1664,2025,1,17,10,20,Friday,-450.0
1665,2025,1,17,10,50,Friday,-611.25
1666,2025,1,17,12,1,Friday,4155.0
1668,2025,1,20,9,20,Monday,1500.0
1670,2025,1,21,9,22,Tuesday,-468.75
1671,2025,1,21,9,26,Tuesday,-742.5
1672,2025,1,21,9,29,Tuesday,-776.25
1673,2025,1,21,9,31,Tuesday,3487.5
1675,2025,1,22,9,21,Wednesday,-592.5
1676,2025,1,22,9,34,Wednesday,-528.75
1677,2025,1,22,9,38,Wednesday,-1871.25
1678,2025,1,22,9,44,Wednesday,-798.75
1680,2025,1,22,9,45,Wednesday,7.5
1681,2025,1,23,9,23,Thursday,-622.5
1682,2025,1,23,9,30,Thursday,2122.5
1684,2025,1,24,9,27,Friday,1500.0
1686,2025,1,27,9,23,Monday,1500.0
1688,2025,1,28,9,20,Tuesday,1500.0
1690,2025,1,29,9,21,Wednesday,-675.0
1691,2025,1,29,9,22,Wednesday,592.5
1692,2025,1,29,9,24,Wednesday,1582.5
1693,2025,1,30,9,21,Thursday,-663.75
1694,2025,1,30,9,25,Thursday,-828.75
1695,2025,1,30,9,30,Thursday,-1080.0
1696,2025,1,30,9,42,Thursday,4072.5
1699,2025,1,31,9,42,Friday,-588.75
1700,2025,1,31,13,26,Friday,-498.75
1701,2025,2,3,9,21,Monday,-716.25
1702,2025,2,3,9,27,Monday,-461.25
1703,2025,2,3,9,44,Monday,-573.75
1705,2025,2,3,11,15,Monday,-896.25
1706,2025,2,3,13,3,Monday,-525.0
1707,2025,2,4,9,20,Tuesday,1500.0
1709,2025,2,5,9,20,Wednesday,-615.0
1710,2025,2,5,9,28,Wednesday,-780.0
1711,2025,2,5,9,44,Wednesday,-697.5
1712,2025,2,5,9,57,Wednesday,-513.75
1713,2025,2,5,10,3,Wednesday,-750.0
1714,2025,2,5,10,19,Wednesday,-393.75
1716,2025,2,6,9,21,Thursday,1500.0
1718,2025,2,7,9,22,Friday,-465.0
1719,2025,2,7,10,9,Friday,-1181.25
1720,2025,2,7,11,23,Friday,-457.5
1721,2025,2,7,11,44,Friday,-798.75
1723,2025,2,7,14,11,Friday,-607.5
1724,2025,2,10,9,24,Monday,-525.0
1725,2025,2,10,9,27,Monday,-468.75
1726,2025,2,10,10,5,Monday,2493.75
1729,2025,2,11,9,20,Tuesday,-528.75
1730,2025,2,11,9,52,Tuesday,-521.25
1731,2025,2,11,10,3,Tuesday,-495.0
1732,2025,2,11,10,11,Tuesday,-585.0
1733,2025,2,11,10,47,Tuesday,-611.25
1734,2025,2,12,9,22,Wednesday,-528.75
1735,2025,2,12,9,24,Wednesday,2028.75
1737,2025,2,13,9,23,Thursday,1500.0
1739,2025,2,14,9,22,Friday,-585.0
1740,2025,2,14,9,25,Friday,2085.0
1742,2025,2,17,9,20,Monday,1500.0
1744,2025,2,18,9,20,Tuesday,-686.25
1745,2025,2,18,9,22,Tuesday,-618.75
1747,2025,2,18,10,19,Tuesday,-581.25
1748,2025,2,18,11,3,Tuesday,-498.75
1749,2025,2,18,11,59,Tuesday,-600.0
1751,2025,2,19,9,20,Wednesday,-735.0
1752,2025,2,19,9,35,Wednesday,-521.25
1753,2025,2,19,9,38,Wednesday,-660.0
1754,2025,2,19,9,43,Wednesday,3416.25
1756,2025,2,20,9,29,Thursday,-607.5
1757,2025,2,20,9,36,Thursday,-2433.75
1758,2025,2,20,9,46,Thursday,-596.25
1759,2025,2,20,9,53,Thursday,-112.5
1761,2025,2,21,9,41,Friday,1500.0
1764,2025,2,24,9,20,Monday,-547.5
1765,2025,2,24,9,37,Monday,-506.25
1766,2025,2,24,10,56,Monday,-450.0
1767,2025,2,24,11,15,Monday,-495.0
1768,2025,2,24,13,38,Monday,-476.25
1769,2025,2,25,9,32,Tuesday,1500.0
1771,2025,2,27,9,24,Thursday,1500.0
